                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1121978012 |  9650807419 |   421756629 |  6184344549 |   419502256 |  6936870177 |  3180711186 |   554945786 |  1132145996 |  1753198509 |  1030928652 |  3726785373 |   249999981 |   661922693 |  8170963468 |  6392278435
  Cycles                             |  5854318965 |  5854317931 |  5854318173 |  5854317930 |  5854318830 |  5854317947 |  5854318266 |  5854319083 |  5854318529 |  5854318907 |  5854318636 |  5854318021 |  5854316593 |  5854319133 |  5854317930 |  5854318141
  IPC                                |        0.19 |        1.65 |        0.07 |        1.06 |        0.07 |        1.18 |        0.54 |        0.09 |        0.19 |        0.30 |        0.18 |        0.64 |        0.04 |        0.11 |        1.40 |        1.09
  Time (ns)                          |  1951439655 |  1951439311 |  1951439391 |  1951439310 |  1951439610 |  1951439316 |  1951439422 |  1951439695 |  1951439510 |  1951439636 |  1951439546 |  1951439341 |  1951438865 |  1951439711 |  1951439310 |  1951439381
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    60327092 |  1781061248 |    69717563 |   547251602 |    57701487 |   922939164 |   479967509 |    93451720 |    10266564 |    40435514 |    34548790 |   201975531 |    58565837 |    12382556 |   544690366 |   281622304
  num incorrect                      |     1411197 |   121501884 |     4400563 |    91273403 |     7941843 |    93481054 |    53860931 |     8597215 |       68744 |      721308 |    16187220 |   141211786 |     6500447 |    17215637 |    93384563 |    15987015
  misprediction rate                 |       2.29% |       6.39% |       5.94% |      14.29% |      12.10% |       9.20% |      10.09% |       8.42% |       0.67% |       1.75% |      31.90% |      41.15% |       9.99% |      58.16% |      14.64% |       5.37%
  mpki                               |        1.26 |       12.59 |       10.43 |       14.76 |       18.93 |       13.48 |       16.93 |       15.49 |        0.06 |        0.41 |       15.70 |       37.89 |       26.00 |       26.01 |       11.43 |        2.50
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   112252597 |  1582490909 |    70767255 |   701953041 |    73466376 |  1040570058 |   509009390 |    64537057 |   100059931 |   156669390 |    80642356 |   303514094 |    21135842 |    72057615 |   991383725 |   609341018
    num misses                       |          47 |          39 |           4 |        2121 |          92 |        4492 |       18436 |          42 |           3 |           4 |           3 |          52 |       17441 |          14 |          18 |           8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   390623382 |  3145183178 |   128537302 |  2586615109 |   195470651 |  2708296729 |  1279393528 |   194409735 |   308222196 |   688616164 |   447806695 |  1099074418 |    86633855 |   242487552 |  3444972814 |  1945857440
    num misses                       |      606113 |          23 |      153129 |     1367698 |     7615043 |      835205 |     7018555 |     3398674 |      550258 |      368057 |      463346 |       66726 |     1331685 |     1696510 |    24430709 |      618008
    miss rate                        |       0.16% |       0.00% |       0.12% |       0.05% |       3.90% |       0.03% |       0.55% |       1.75% |       0.18% |       0.05% |       0.10% |       0.01% |       1.54% |       0.70% |       0.71% |       0.03%
    mpki                             |        0.54 |        0.00 |        0.36 |        0.22 |       18.15 |        0.12 |        2.21 |        6.12 |        0.49 |        0.21 |        0.45 |        0.02 |        5.33 |        2.56 |        2.99 |        0.10
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      606160 |          62 |      153133 |     1369819 |     7615135 |      839697 |     7036991 |     3398716 |      550261 |      368061 |      463349 |       66778 |     1349126 |     1696524 |    24430727 |      618016
