                                   | Core 0     
  Instructions                     |    99999894
  Cycles                           |  1268175783
  IPC                              |        0.08
  Time (ns)                        |   422725261
Branch predictor stats             |            
  num correct                      |    16987764
  num incorrect                    |     4886023
  misprediction rate               |      22.34%
  mpki                             |       48.86
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |     9678072
    num misses                     |           3
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |    35503726
    num misses                     |     8311865
    miss rate                      |      23.41%
    mpki                           |       83.12
  L2 TLB                           |            
    num accesses                   |     8311868
    num misses                     |     4149658
    miss rate                      |      49.92%
    mpki                           |       41.50
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |     9678072
    num cache misses               |       73571
    miss rate                      |       0.76%
    mpki                           |        0.74
  Cache L1-D                       |            
    num cache accesses             |    35503726
    num cache misses               |    11422686
    miss rate                      |      32.17%
    mpki                           |      114.23
  Cache L2                         |            
    num cache accesses             |    13064435
    num cache misses               |     9694478
    miss rate                      |      74.21%
    mpki                           |       96.94
  Cache L3                         |            
    num cache accesses             |    11276017
    num cache misses               |     7220069
    miss rate                      |      64.03%
    mpki                           |       72.20
DRAM summary                       |            
  num dram accesses                |     8928673
  average dram access latency (ns) |      102.85
  average dram queueing delay      |       17.81
Coherency Traffic                  |            
  num loads from dram              |     7125283
  num loads from dram cache        |           0
  num loads from remote cache      |           0
