                                   | Core 0    
  Instructions                     |   99999889
  Cycles                           |  144109578
  IPC                              |       0.69
  Time (ns)                        |   48036526
Branch predictor stats             |           
  num correct                      |    4412429
  num incorrect                    |      77840
  misprediction rate               |      1.73%
  mpki                             |       0.78
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    8826080
    num misses                     |         57
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   38104619
    num misses                     |      39050
    miss rate                      |      0.10%
    mpki                           |       0.39
  L2 TLB                           |           
    num accesses                   |      39107
    num misses                     |      30501
    miss rate                      |     77.99%
    mpki                           |       0.31
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    8826080
    num cache misses               |      90515
    miss rate                      |      1.03%
    mpki                           |       0.91
  Cache L1-D                       |           
    num cache accesses             |   38104619
    num cache misses               |    2607238
    miss rate                      |      6.84%
    mpki                           |      26.07
  Cache L2                         |           
    num cache accesses             |    2871211
    num cache misses               |    2520808
    miss rate                      |     87.80%
    mpki                           |      25.21
  Cache L3                         |           
    num cache accesses             |    2695809
    num cache misses               |    2496182
    miss rate                      |     92.59%
    mpki                           |      24.96
DRAM summary                       |           
  num dram accesses                |    4975980
  average dram access latency (ns) |      53.34
  average dram queueing delay      |       3.33
Coherency Traffic                  |           
  num loads from dram              |    1986623
  num loads from dram cache        |          0
  num loads from remote cache      |          0
