                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  3774228982 |   881897228 |  3665192601 |   249999989 |  3735829422 |  2996822560 |   498928225 |   933199837
  Cycles                             |  4481407973 |  4481408091 |  4481407820 |  4481403073 |  4481407800 |  4481407800 |  4481408528 |  4481408149
  IPC                                |        0.84 |        0.20 |        0.82 |        0.06 |        0.83 |        0.67 |        0.11 |        0.21
  Time (ns)                          |  1493802658 |  1493802697 |  1493802607 |  1493801025 |  1493802600 |  1493802600 |  1493802843 |  1493802717
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   205794245 |   121241504 |    68189923 |    43244780 |   481274440 |    69128818 |   116875662 |   157465253
  num incorrect                      |   142387991 |    16662145 |    10317069 |    11689069 |   112234209 |     1233213 |    12971420 |    14568764
  misprediction rate                 |      40.89% |      12.08% |      13.14% |      21.28% |      18.91% |       1.75% |       9.99% |       8.47%
  mpki                               |       37.73 |       18.89 |        2.81 |       46.76 |       30.04 |        0.41 |       26.00 |       15.61
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   309041613 |   154504615 |   348956719 |    23761816 |   523906858 |   267810876 |    42183598 |   108291156
    num misses                       |          52 |         105 |         114 |           3 |         260 |           4 |       34787 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1115270371 |   410942278 |  1862502384 |    88558906 |  1459073519 |  1177304250 |   172903940 |   325055262
    num misses                       |       67774 |    16001255 |     4172931 |    21160260 |     2622941 |      629557 |     2660792 |     5600626
    miss rate                        |       0.01% |       3.89% |       0.22% |      23.89% |       0.18% |       0.05% |       1.54% |       1.72%
    mpki                             |        0.02 |       18.14 |        1.14 |       84.64 |        0.70 |        0.21 |        5.33 |        6.00
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       67826 |    16001360 |     4173045 |    21160263 |     2623201 |      629561 |     2695579 |     5600668
    num misses                       |       60580 |     4788425 |       56644 |    10898379 |      416787 |      327173 |     2278354 |     1513552
    miss rate                        |      89.32% |      29.93% |       1.36% |      51.50% |      15.89% |      51.97% |      84.52% |      27.02%
    mpki                             |        0.02 |        5.43 |        0.02 |       43.59 |        0.11 |        0.11 |        4.57 |        1.62
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   309041613 |   154504615 |   348956719 |    23761816 |   523906858 |   267810876 |    42183598 |   108291156
    num cache misses                 |      354234 |     2331562 |      185492 |      105876 |    15413599 |      173610 |      723540 |       78680
    miss rate                        |       0.11% |       1.51% |       0.05% |       0.45% |       2.94% |       0.06% |       1.72% |       0.07%
    mpki                             |        0.09 |        2.64 |        0.05 |        0.42 |        4.13 |        0.06 |        1.45 |        0.08
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1115270371 |   410942278 |  1862502384 |    88558906 |  1459073519 |  1177304250 |   172903940 |   325055262
    num cache misses                 |     4693588 |    22963715 |    28645097 |    28757859 |    18119639 |    30506984 |    14813218 |    37983311
    miss rate                        |       0.42% |       5.59% |       1.54% |      32.47% |       1.24% |       2.59% |       8.57% |      11.69%
    mpki                             |        1.24 |       26.04 |        7.82 |      115.03 |        4.85 |       10.18 |       29.69 |       40.70
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5431740 |    29813715 |    29851126 |    32565494 |    34713635 |    30714818 |    15575566 |    41717050
    num cache misses                 |     4992958 |    20472068 |     7628419 |    22330387 |     9794708 |    20886244 |    14761010 |    31005157
    miss rate                        |      91.92% |      68.67% |      25.55% |      68.57% |      28.22% |      68.00% |      94.77% |      74.32%
    mpki                             |        1.32 |       23.21 |        2.08 |       89.32 |        2.62 |        6.97 |       29.59 |       33.22
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5379370 |    25002265 |     8652081 |    26079209 |    10998227 |    20933353 |    14801518 |    34663279
    num cache misses                 |     4979427 |    15298192 |     4344177 |    17194254 |     3794091 |    20674948 |    14331738 |    21648226
    miss rate                        |      92.57% |      61.19% |      50.21% |      65.93% |      34.50% |      98.77% |      96.83% |      62.45%
    mpki                             |        1.32 |       17.35 |        1.19 |       68.78 |        1.02 |        6.90 |       28.73 |       23.20
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   133360490 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      178.62 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       68.61 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      89.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
