                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      
  Instructions                       |  5940970487 |  1638363880 |   249999989 |  2150490707 |   875731642 |  5594532855 |  4960226331 |  10503500998
  Cycles                             |  6812586559 |  6812586318 |  6812582562 |  6812586482 |  6812586721 |  6812586353 |  6812587238 |   6812586326
  IPC                                |        0.87 |        0.24 |        0.04 |        0.32 |        0.13 |        0.82 |        0.73 |         1.54
  Time (ns)                          |  2270862186 |  2270862106 |  2270860854 |  2270862161 |  2270862240 |  2270862118 |  2270862413 |   2270862109
Branch predictor stats               |             |             |             |             |             |             |             |             
  num correct                        |   339091293 |    14864273 |    43244780 |   114963959 |   120378676 |   257626970 |   748138302 |    699792370
  num incorrect                      |    57360135 |       99548 |    11689069 |     2689643 |    16543428 |     2142921 |    84058870 |    120133994
  misprediction rate                 |      14.47% |       0.67% |      21.28% |       2.29% |      12.08% |       0.82% |      10.10% |       14.65%
  mpki                               |        9.66 |        0.06 |       46.76 |        1.25 |       18.89 |        0.38 |       16.95 |        11.44
TLB Summary                          |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |   667485558 |   144800223 |    23761816 |   214652178 |   153435099 |   428005403 |   794136579 |   1274581392
    num misses                       |          56 |           3 |           3 |          47 |         105 |          43 |       29024 |           18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |         0.00
  D-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |  2790308280 |   446136809 |    88558906 |   748124265 |   408074933 |  3219272742 |  1997567950 |   4429307586
    num misses                       |     1802231 |      796890 |    21159959 |     1142516 |    15888361 |      433273 |    11150305 |     31506420
    miss rate                        |       0.06% |       0.18% |      23.89% |       0.15% |       3.89% |       0.01% |       0.56% |        0.71%
    mpki                             |        0.30 |        0.49 |       84.64 |        0.53 |       18.14 |        0.08 |        2.25 |         3.00
  L2 TLB                             |             |             |             |             |             |             |             |             
    num accesses                     |     1802287 |      796893 |    21159962 |     1142563 |    15888466 |      433316 |    11179329 |     31506438
    num misses                       |      284126 |      796291 |    10898435 |      353374 |     4759921 |      124716 |     1591557 |       240962
    miss rate                        |      15.76% |      99.92% |      51.50% |      30.93% |      29.96% |      28.78% |      14.24% |        0.76%
    mpki                             |        0.05 |        0.49 |       43.59 |        0.16 |        5.44 |        0.02 |        0.32 |         0.02
Cache Summary                        |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |             |             |             
    num cache accesses               |   667485558 |   144800223 |    23761816 |   214652178 |   153435099 |   428005403 |   794136579 |   1274581392
    num cache misses                 |     1114977 |      228278 |       55409 |       71516 |     1847255 |      209904 |    13645763 |     10774929
    miss rate                        |       0.17% |       0.16% |       0.23% |       0.03% |       1.20% |       0.05% |       1.72% |        0.85%
    mpki                             |        0.19 |        0.14 |        0.22 |        0.03 |        2.11 |        0.04 |        2.75 |         1.03
  Cache L1-D                         |             |             |             |             |             |             |             |             
    num cache accesses               |  2790308280 |   446136809 |    88558906 |   748124265 |   408074933 |  3219272742 |  1997567950 |   4429307586
    num cache misses                 |    16774703 |    84076123 |    28779619 |    26329135 |    22695854 |    29197241 |    17897351 |     20696411
    miss rate                        |       0.60% |      18.85% |      32.50% |       3.52% |       5.56% |       0.91% |       0.90% |        0.47%
    mpki                             |        2.82 |       51.32 |      115.12 |       12.24 |       25.92 |        5.22 |        3.61 |         1.97
  Cache L2                           |             |             |             |             |             |             |             |             
    num cache accesses               |    17936808 |    84304422 |    32620272 |    30324790 |    29338227 |    29511642 |    32344912 |     31697604
    num cache misses                 |     9557016 |    51289504 |    20480920 |    19354302 |    18674568 |    16433835 |     7661630 |      1641237
    miss rate                        |      53.28% |      60.84% |      62.79% |      63.82% |      63.65% |      55.69% |      23.69% |        5.18%
    mpki                             |        1.61 |       31.31 |       81.92 |        9.00 |       21.32 |        2.94 |        1.54 |         0.16
  Cache L3                           |             |             |             |             |             |             |             |             
    num cache accesses               |     9658210 |    51289525 |    24337651 |    23436990 |    23490396 |    16564778 |     8475215 |      1872881
    num cache misses                 |     9136702 |    51033754 |    18188087 |    19115957 |    16065911 |    15179925 |     7011092 |      1634525
    miss rate                        |      94.60% |      99.50% |      74.73% |      81.56% |      68.39% |      91.64% |      82.72% |       87.27%
    mpki                             |        1.54 |       31.15 |       72.75 |        8.89 |       18.35 |        2.71 |        1.41 |         0.16
DRAM summary                         |             |             |             |             |             |             |             |             
  num dram accesses                  |   214320502 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  average dram access latency (ns)   |      268.25 |         inf |         inf |         inf |         inf |         inf |         inf |          inf
  average dram queueing delay        |      158.25 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
