                                     | Core 0       | Core 1       | Core 2       | Core 3      
  Instructions                       |    957534131 |   8420398362 |    804540273 |    249999989
  Cycles                             |  15142032725 |  15142033377 |  15142033452 |  15142028229
  IPC                                |         0.06 |         0.56 |         0.05 |         0.02
  Time (ns)                          |   5047344242 |   5047344459 |   5047344484 |   5047342743
Branch predictor stats               |              |              |              |             
  num correct                        |    162041783 |    913668050 |    110650237 |     43244780
  num incorrect                      |     14947196 |    139420833 |     15171933 |     11689069
  misprediction rate                 |        8.45% |       13.24% |       12.06% |       21.28%
  mpki                               |        15.61 |        16.56 |        18.86 |        46.76
TLB Summary                          |              |              |              |             
  I-TLB                              |              |              |              |             
    num accesses                     |    111112527 |    992129820 |    140953073 |     23761816
    num misses                       |           42 |           10 |          100 |            3
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                              |              |              |              |             
    num accesses                     |    332739263 |   3782566618 |    374952276 |     88558906
    num misses                       |      5684648 |     38046348 |     14576955 |     21159774
    miss rate                        |        1.71% |        1.01% |        3.89% |       23.89%
    mpki                             |         5.94 |         4.52 |        18.12 |        84.64
  L2 TLB                             |              |              |              |             
    num accesses                     |      5684690 |     38046358 |     14577055 |     21159777
    num misses                       |      1539616 |      3364365 |      4379743 |     10899042
    miss rate                        |       27.08% |        8.84% |       30.05% |       51.51%
    mpki                             |         1.61 |         0.40 |         5.44 |        43.60
Cache Summary                        |              |              |              |             
  Cache L1-I                         |              |              |              |             
    num cache accesses               |    111112527 |    992129820 |    140953073 |     23761816
    num cache misses                 |       110498 |       367288 |      3109854 |       187666
    miss rate                        |        0.10% |        0.04% |        2.21% |        0.79%
    mpki                             |         0.12 |         0.04 |         3.87 |         0.75
  Cache L1-D                         |              |              |              |             
    num cache accesses               |    332739263 |   3782566618 |    374952276 |     88558906
    num cache misses                 |     39087918 |    121509860 |     21849309 |     28969975
    miss rate                        |       11.75% |        3.21% |        5.83% |       32.71%
    mpki                             |        40.82 |        14.43 |        27.16 |       115.88
  Cache L2                           |              |              |              |             
    num cache accesses               |     45039641 |    123073650 |     30601968 |     33442521
    num cache misses                 |     33242481 |     66592202 |     21358377 |     24684817
    miss rate                        |       73.81% |       54.11% |       69.79% |       73.81%
    mpki                             |        34.72 |         7.91 |        26.55 |        98.74
  Cache L3                           |              |              |              |             
    num cache accesses               |     39086228 |     67896843 |     27013596 |     29001770
    num cache misses                 |     28188035 |     11092751 |     19635820 |     23200750
    miss rate                        |       72.12% |       16.34% |       72.69% |       80.00%
    mpki                             |        29.44 |         1.32 |        24.41 |        92.80
DRAM summary                         |              |              |              |             
  num dram accesses                  |    112085270 |            0 |            0 |            0
  average dram access latency (ns)   |       563.74 |          inf |          inf |          inf
  average dram queueing delay        |       423.70 |         0.00 |         0.00 |         0.00
  average dram bandwidth utilization |       88.00% |        0.00% |        0.00% |        0.00%
Coherency Traffic                    |              |              |              |             
  num loads from dram                |            0 |            0 |            0 |            0
  num loads from dram cache          |            0 |            0 |            0 |            0
  num loads from remote cache        |            0 |            0 |            0 |            0
