                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1158725277 |  4403601750 |   448696489 |  7946195403 |   471448507 |  8306719838 |  3696296156 |   503920472 |   860193895 |  1765327968 |  1076431654 |  3945693535 |   249999981 |   681485529 |  9836961148 |  7834392884
  Cycles                             |  6165648109 |  6165646808 |  6165646909 |  6165646566 |  6165651704 |  6165646602 |  6165647872 |  6165647635 |  6165648249 |  6165646923 |  6165647425 |  6165647294 |  6165642262 |  6165646737 |  6165646577 |  6165646619
  IPC                                |        0.19 |        0.71 |        0.07 |        1.29 |        0.08 |        1.35 |        0.60 |        0.08 |        0.14 |        0.29 |        0.17 |        0.64 |        0.04 |        0.11 |        1.60 |        1.27
  Time (ns)                          |  2055216036 |  2055215603 |  2055215636 |  2055215522 |  2055217235 |  2055215534 |  2055215957 |  2055215878 |  2055216083 |  2055215641 |  2055215808 |  2055215765 |  2055214087 |  2055215579 |  2055215526 |  2055215540
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    61986229 |   812687324 |    74487941 |   703108720 |    64816294 |  1107918238 |   557644119 |    85589600 |     7799051 |    40655749 |    35264986 |   210756281 |    58565837 |    12601379 |   655329243 |   345295301
  num incorrect                      |     1450155 |    55440978 |     4508673 |   117277300 |     8907637 |   111642894 |    62593694 |     7874109 |       52220 |      724981 |    16618055 |   150622680 |     6500447 |    17565754 |   112516965 |    19607692
  misprediction rate                 |       2.29% |       6.39% |       5.71% |      14.30% |      12.08% |       9.15% |      10.09% |       8.42% |       0.67% |       1.75% |      32.03% |      41.68% |       9.99% |      58.23% |      14.65% |       5.37%
  mpki                               |        1.25 |       12.59 |       10.05 |       14.76 |       18.89 |       13.44 |       16.93 |       15.63 |        0.06 |        0.41 |       15.44 |       38.17 |       26.00 |       25.78 |       11.44 |        2.50
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   115783978 |   722082008 |    75645749 |   902007531 |    82576165 |  1243979720 |   591691798 |    58506603 |    76024490 |   157770600 |    84046528 |   319602044 |    21135842 |    73764433 |  1193602230 |   746597320
    num misses                       |          47 |          39 |           4 |        2697 |          92 |        5415 |       21523 |          42 |           3 |           4 |           3 |          52 |       17441 |          14 |          18 |           8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   404777869 |  1435131109 |   135909123 |  3323419544 |   219696003 |  3237767601 |  1487655098 |   174350645 |   234165209 |   693030005 |   472141102 |  1160877303 |    86633855 |   248133179 |  4147986624 |  2384295582
    num misses                       |      611971 |          23 |      162661 |     1756271 |     8549786 |     1014537 |     8224989 |     2930625 |      417970 |      368969 |      486029 |       68825 |     1331685 |     1719932 |    29495156 |      758669
    miss rate                        |       0.15% |       0.00% |       0.12% |       0.05% |       3.89% |       0.03% |       0.55% |       1.68% |       0.18% |       0.05% |       0.10% |       0.01% |       1.54% |       0.69% |       0.71% |       0.03%
    mpki                             |        0.53 |        0.00 |        0.36 |        0.22 |       18.14 |        0.12 |        2.23 |        5.82 |        0.49 |        0.21 |        0.45 |        0.02 |        5.33 |        2.52 |        3.00 |        0.10
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      612018 |          62 |      162665 |     1758968 |     8549878 |     1019952 |     8246512 |     2930667 |      417973 |      368973 |      486032 |       68877 |     1349126 |     1719946 |    29495174 |      758677
    num misses                       |      191149 |          62 |      162665 |       55484 |     2551384 |       29610 |     1174991 |      799523 |      417657 |      192193 |      329657 |       61271 |     1140472 |     1719927 |      225285 |       18893
    miss rate                        |      31.23% |     100.00% |     100.00% |       3.15% |      29.84% |       2.90% |      14.25% |      27.28% |      99.92% |      52.09% |      67.83% |      88.96% |      84.53% |     100.00% |       0.76% |       2.49%
    mpki                             |        0.16 |        0.00 |        0.36 |        0.01 |        5.41 |        0.00 |        0.32 |        1.59 |        0.49 |        0.11 |        0.31 |        0.02 |        4.56 |        2.52 |        0.02 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   115783978 |   722082008 |    75645749 |   902007531 |    82576165 |  1243979720 |   591691798 |    58506603 |    76024490 |   157770600 |    84046528 |   319602044 |    21135842 |    73764433 |  1193602230 |   746597320
    num cache misses                 |      116093 |     9101642 |       12457 |    12405980 |     1797340 |    25560317 |    11127023 |       66281 |      590660 |      226155 |      122083 |       77643 |      404427 |       56161 |    10303723 |      121792
    miss rate                        |       0.10% |       1.26% |       0.02% |       1.38% |       2.18% |       2.05% |       1.88% |       0.11% |       0.78% |       0.14% |       0.15% |       0.02% |       1.91% |       0.08% |       0.86% |       0.02%
    mpki                             |        0.10 |        2.07 |        0.03 |        1.56 |        3.81 |        3.08 |        3.01 |        0.13 |        0.69 |        0.13 |        0.11 |        0.02 |        1.62 |        0.08 |        1.05 |        0.02
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   404777869 |  1435131109 |   135909123 |  3323419544 |   219696003 |  3237767601 |  1487655098 |   174350645 |   234165209 |   693030005 |   472141102 |  1160877303 |    86633855 |   248133179 |  4147986624 |  2384295582
    num cache misses                 |    14265670 |      831594 |    10413075 |    30857524 |    12519833 |    44762689 |    13772485 |    20367180 |    44156368 |    17923175 |    23870096 |     4219776 |     7456076 |    18973799 |    19529433 |    63206697
    miss rate                        |       3.52% |       0.06% |       7.66% |       0.93% |       5.70% |       1.38% |       0.93% |      11.68% |      18.86% |       2.59% |       5.06% |       0.36% |       8.61% |       7.65% |       0.47% |       2.65%
    mpki                             |       12.31 |        0.19 |       23.21 |        3.88 |       26.56 |        5.39 |        3.73 |       40.42 |       51.33 |       10.15 |       22.18 |        1.07 |       29.82 |       27.84 |        1.99 |        8.07
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    16448635 |    10080087 |    13805832 |    43313733 |    16820331 |    70626179 |    25373286 |    22587053 |    44747039 |    18151660 |    25581883 |     4408575 |     7881024 |    21384472 |    29951272 |    63547881
    num cache misses                 |    11620841 |     3411963 |    10425532 |    17182672 |    12298763 |     4055125 |    13349806 |    18026860 |    29105809 |    12598310 |    21353490 |     4103346 |     7533481 |    19029960 |     2935333 |     1994288
    miss rate                        |      70.65% |      33.85% |      75.52% |      39.67% |      73.12% |       5.74% |      52.61% |      79.81% |      65.05% |      69.41% |      83.47% |      93.08% |      95.59% |      88.99% |       9.80% |       3.14%
    mpki                             |       10.03 |        0.77 |       23.24 |        2.16 |       26.09 |        0.49 |        3.61 |       35.77 |       33.84 |        7.14 |       19.84 |        1.04 |       30.13 |       27.92 |        0.30 |        0.25
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    13721044 |     3558816 |    13805832 |    17233520 |    14805759 |     4358535 |    13825421 |    20181366 |    29105820 |    12604136 |    22943194 |     4216164 |     7554574 |    21384472 |     3055632 |     2220021
    num cache misses                 |    10243400 |     3012051 |    10406768 |     1208380 |     8451807 |     1838530 |     4172592 |    12113474 |    26746665 |    12091706 |    21095769 |     4073171 |     7272604 |    18971703 |      697122 |     1253620
    miss rate                        |      74.65% |      84.64% |      75.38% |       7.01% |      57.08% |      42.18% |      30.18% |      60.02% |      91.89% |      95.93% |      91.95% |      96.61% |      96.27% |      88.72% |      22.81% |      56.47%
    mpki                             |        8.84 |        0.68 |       23.19 |        0.15 |       17.93 |        0.22 |        1.13 |       24.04 |       31.09 |        6.85 |       19.60 |        1.03 |       29.09 |       27.84 |        0.07 |        0.16
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |   198554630 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      476.36 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      366.35 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      96.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
