                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  5777626859 |  3522814369 |   961844774 |   439107780 |  1165054932 |  6664222865 |  3459641838 |  5022316142 |  1738814409 |   249999981 |  5616226882 |   693330318 |  7831366099 |  8321982770 |   877624997 |  1723687797
  Cycles                             |  5241604516 |  5241604500 |  5241605069 |  5241606280 |  5241605931 |  5241606139 |  5241604505 |  5241604666 |  5241605329 |  5241599737 |  5241604500 |  5241605153 |  5241604232 |  5241604382 |  5241606430 |  5241606265
  IPC                                |        1.10 |        0.67 |        0.18 |        0.08 |        0.22 |        1.27 |        0.66 |        0.96 |        0.33 |        0.05 |        1.07 |        0.13 |        1.49 |        1.59 |        0.17 |        0.33
  Time (ns)                          |  1747201505 |  1747201500 |  1747201690 |  1747202093 |  1747201977 |  1747202046 |  1747201502 |  1747201555 |  1747201776 |  1747199912 |  1747201500 |  1747201718 |  1747201411 |  1747201461 |  1747202143 |  1747202088
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   625598326 |   192080874 |    58455083 |    60392106 |    62237813 |   444254179 |   445311897 |   403841979 |    40062157 |    58565837 |   247045359 |    12777585 |   360643984 |  1535826724 |     7954905 |   261511873
  num incorrect                      |    95269006 |   132904168 |    35176810 |     8315928 |     1456105 |    76157095 |   104019414 |    67853564 |      714515 |     6500447 |    14036106 |    17767931 |     3001253 |   104772573 |       53260 |    56807645
  misprediction rate                 |      13.22% |      40.90% |      37.57% |      12.10% |       2.29% |      14.63% |      18.94% |      14.39% |       1.75% |       9.99% |       5.38% |      58.17% |       0.83% |       6.39% |       0.67% |      17.85%
  mpki                               |       16.49 |       37.73 |       36.57 |       18.94 |        1.25 |       11.43 |       30.07 |       13.51 |        0.41 |       26.00 |        2.50 |       25.63 |        0.38 |       12.59 |        0.06 |       32.96
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   680293478 |   288452404 |   114752660 |    76915437 |   116321808 |   808542275 |   485208020 |   735684592 |   155438414 |    21135842 |   535611435 |    74849728 |   599143048 |  1364597173 |    77564867 |   238849688
    num misses                       |          10 |          52 |          10 |          92 |          47 |          18 |         249 |          65 |           4 |       17441 |           8 |          14 |          43 |          39 |           3 |         357
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  2596727840 |  1040973027 |   442240136 |   204619083 |   407168307 |  2809619371 |  1352373632 |  2407920297 |   683283576 |    86633855 |  1711099048 |   251692318 |  4506404001 |  2712123542 |   238880109 |   669490395
    num misses                       |    26293760 |       63265 |     3031875 |     7959648 |      626441 |    19919723 |     2408168 |    13430072 |      364494 |     1331691 |      537967 |     1733605 |      607790 |          23 |      426254 |     3564292
    miss rate                        |       1.01% |       0.01% |       0.69% |       3.89% |       0.15% |       0.71% |       0.18% |       0.56% |       0.05% |       1.54% |       0.03% |       0.69% |       0.01% |       0.00% |       0.18% |       0.53%
    mpki                             |        4.55 |        0.02 |        3.15 |       18.13 |        0.54 |        2.99 |        0.70 |        2.67 |        0.21 |        5.33 |        0.10 |        2.50 |        0.08 |        0.00 |        0.49 |        2.07
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    26293770 |       63317 |     3031885 |     7959740 |      626488 |    19919741 |     2408417 |    13430137 |      364498 |     1349132 |      537975 |     1733619 |      607833 |          62 |      426257 |     3564649
    num misses                       |     2321967 |       56556 |     2408786 |     2376198 |      193136 |      151955 |      384764 |       85677 |      189973 |     1140470 |       13515 |     1733600 |      174315 |          62 |      425935 |      349198
    miss rate                        |       8.83% |      89.32% |      79.45% |      29.85% |      30.83% |       0.76% |      15.98% |       0.64% |      52.12% |      84.53% |       2.51% |     100.00% |      28.68% |     100.00% |      99.92% |       9.80%
    mpki                             |        0.40 |        0.02 |        2.50 |        5.41 |        0.17 |        0.02 |        0.11 |        0.02 |        0.11 |        4.56 |        0.00 |        2.50 |        0.02 |        0.00 |        0.49 |        0.20
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   680293478 |   288452404 |   114752660 |    76915437 |   116321808 |   808542275 |   485208020 |   735684592 |   155438414 |    21135842 |   535611435 |    74849728 |   599143048 |  1364597173 |    77564867 |   238849688
