                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   2133988708 |  12849833899 |   7874076346 |   3328016451 |   4372613886 |    249999989 |  20217836328 |   6603729967 |    900638563 |   1357462056 |   8538144007 |    910030551 |   3607230100 |   1333993259 |   4443960556 |   2206678077
  Cycles                             |  10865018763 |  10865018217 |  10865018402 |  10865019785 |  10865019773 |  10864941065 |  10865018282 |  10865018245 |  10865019406 |  10865019273 |  10865018400 |  10865018732 |  10865018366 |  10865018418 |  10865018324 |  10865018400
  IPC                                |         0.20 |         1.18 |         0.72 |         0.31 |         0.40 |         0.02 |         1.86 |         0.61 |         0.08 |         0.12 |         0.79 |         0.08 |         0.33 |         0.12 |         0.41 |         0.20
  Time (ns)                          |   3621672921 |   3621672739 |   3621672801 |   3621673262 |   3621673258 |   3621647022 |   3621672761 |   3621672749 |   3621673136 |   3621673091 |   3621672800 |   3621672911 |   3621672789 |   3621672806 |   3621672775 |   3621672800
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     70232886 |    591738827 |   1203830333 |     76679471 |    265806624 |     43244780 |   3731210553 |    123390117 |    147366044 |    107579771 |    925148953 |    125117187 |    549810301 |     26084616 |      5784696 |    136301532
  num incorrect                      |     33057405 |      4923417 |    308538210 |      1365998 |    159948545 |     11689069 |    254537833 |     18756968 |      9201288 |      8801401 |    140961245 |     17198359 |    117644286 |     35833331 |        98032 |      4734812
  misprediction rate                 |       32.00% |        0.83% |       20.40% |        1.75% |       37.57% |       21.28% |        6.39% |       13.20% |        5.88% |        7.56% |       13.22% |       12.08% |       17.63% |       57.87% |        1.67% |        3.36%
  mpki                               |        15.49 |         0.38 |        39.18 |         0.41 |        36.58 |        46.76 |        12.59 |         2.84 |        10.22 |         6.48 |        16.51 |        18.90 |        32.61 |        26.86 |         0.02 |         2.15
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    166680998 |    983068469 |   1024409867 |    298145459 |    521918477 |     23761816 |   3315215565 |    628762379 |    150708914 |    114083477 |   1005529650 |    159404755 |    497173365 |    147876251 |    509050889 |    209845636
    num misses                       |            3 |           43 |           19 |            4 |           10 |            3 |           39 |          162 |            4 |           42 |           10 |          107 |          634 |           14 |            6 |           22
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    934188249 |   7394218685 |   2650573006 |   1306171589 |   2010442178 |     88558906 |   6588951642 |   3352284327 |    273995521 |    373653088 |   3837644206 |    424100976 |   1399289232 |    500664445 |   3324256530 |    733842335
    num misses                       |       961348 |       997102 |     11730733 |       691505 |     13818426 |     21159944 |           23 |      7486772 |       322651 |      1825504 |     38684891 |     16515742 |      7429363 |      3547749 |    119794838 |      5934955
    miss rate                        |        0.10% |        0.01% |        0.44% |        0.05% |        0.69% |       23.89% |        0.00% |        0.22% |        0.12% |        0.49% |        1.01% |        3.89% |        0.53% |        0.71% |        3.60% |        0.81%
    mpki                             |         0.45 |         0.08 |         1.49 |         0.21 |         3.16 |        84.64 |         0.00 |         1.13 |         0.36 |         1.34 |         4.53 |        18.15 |         2.06 |         2.66 |        26.96 |         2.69
  L2 TLB                             |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |       961351 |       997145 |     11730752 |       691509 |     13818436 |     21159947 |           62 |      7486934 |       322655 |      1825546 |     38684901 |     16515849 |      7429997 |      3547763 |    119794844 |      5934977
    num misses                       |       653636 |       285647 |      2456555 |       363403 |     10986249 |     10898626 |           62 |       102695 |       322655 |       569878 |      3416371 |      4936996 |       717785 |      3547720 |     85556092 |       584787
