                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   249999973 |   855283528 |  1365101848 |  1679192737 |   969203405 |   727078538 |  1168190389 |  1846490695
  Cycles                             |  1135283077 |  1135286204 |  1135285383 |  1135286148 |  1135285506 |  1135286086 |  1135285388 |  1135285417
  IPC                                |        0.22 |        0.75 |        1.20 |        1.48 |        0.85 |        0.64 |        1.03 |        1.63
  Time (ns)                          |   378427693 |   378428735 |   378428461 |   378428716 |   378428502 |   378428696 |   378428463 |   378428473
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    40600608 |    19238983 |    78178677 |    73502974 |     1255507 |    44186287 |   176237742 |   245065029
  num incorrect                      |     2521753 |      340968 |    13281647 |     4193003 |       21280 |    26592444 |    19748453 |    24826616
  misprediction rate                 |       5.85% |       1.74% |      14.52% |       5.40% |       1.67% |      37.57% |      10.08% |       9.20%
  mpki                               |       10.09 |        0.40 |        9.73 |        2.50 |        0.02 |       36.57 |       16.91 |       13.45
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    41868591 |    77166423 |   153971393 |   160377156 |   111038854 |    86742577 |   186893947 |   277418332
    num misses                       |           4 |           4 |          56 |           8 |           6 |          10 |        6850 |        1281
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    75636447 |   337458528 |   640500256 |   512976246 |   724941475 |   334279698 |   469410126 |   722611175
    num misses                       |       88470 |      170519 |      411900 |      162192 |    26044512 |     2291875 |     2531856 |      233892
    miss rate                        |       0.12% |       0.05% |       0.06% |       0.03% |       3.59% |       0.69% |       0.54% |       0.03%
    mpki                             |        0.35 |        0.20 |        0.30 |        0.10 |       26.87 |        3.15 |        2.17 |        0.13
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       88474 |      170523 |      411956 |      162200 |    26044518 |     2291885 |     2538706 |      235173
    num misses                       |       88474 |       94735 |       64870 |        4148 |    18638772 |     1821920 |      365076 |        6836
    miss rate                        |     100.00% |      55.56% |      15.75% |       2.56% |      71.57% |      79.49% |      14.38% |       2.91%
    mpki                             |        0.35 |        0.11 |        0.05 |        0.00 |       19.23 |        2.51 |        0.31 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    41868591 |    77166423 |   153971393 |   160377156 |   111038854 |    86742577 |   186893947 |   277418332
    num cache misses                 |        1836 |       22727 |      252334 |       13167 |       99219 |       19644 |     3065855 |     5692120
    miss rate                        |       0.00% |       0.03% |       0.16% |       0.01% |       0.09% |       0.02% |       1.64% |       2.05%
    mpki                             |        0.01 |        0.03 |        0.18 |        0.01 |        0.10 |        0.03 |        2.62 |        3.08
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |    75636447 |   337458528 |   640500256 |   512976246 |   724941475 |   334279698 |   469410126 |   722611175
    num cache misses                 |     5660917 |     8425437 |     3823303 |    13701814 |     7904709 |     5150487 |     4044239 |     9539603
    miss rate                        |       7.48% |       2.50% |       0.60% |       2.67% |       1.09% |       1.54% |       0.86% |       1.32%
    mpki                             |       22.64 |        9.85 |        2.80 |        8.16 |        8.16 |        7.08 |        3.46 |        5.17
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7682438 |     8454981 |     4084880 |    13778484 |     8005276 |     5632751 |     7272236 |    15304843
    num cache misses                 |     5662753 |     5989307 |     2134286 |      396751 |     5321387 |     3444342 |     1657699 |      610802
    miss rate                        |      73.71% |      70.84% |      52.25% |       2.88% |      66.47% |      61.15% |      22.79% |       3.99%
    mpki                             |       22.65 |        7.00 |        1.56 |        0.24 |        5.49 |        4.74 |        1.42 |        0.33
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7682438 |     5998555 |     2162012 |      462626 |     5322854 |     4059190 |     1822245 |      687300
    num cache misses                 |     5660135 |     5960475 |     1876875 |      395878 |     5021084 |     1537454 |     1456328 |      565203
    miss rate                        |      73.68% |      99.37% |      86.81% |      85.57% |      94.33% |      37.88% |      79.92% |      82.24%
    mpki                             |       22.64 |        6.97 |        1.37 |        0.24 |        5.18 |        2.11 |        1.25 |        0.31
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    30009833 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      154.41 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       44.40 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      79.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
