                                   | Core 0    
  Instructions                     |   99999889
  Cycles                           |  135839574
  IPC                              |       0.74
  Time (ns)                        |   45279858
Branch predictor stats             |           
  num correct                      |    1858427
  num incorrect                    |      31731
  misprediction rate               |      1.68%
  mpki                             |       0.32
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9515697
    num misses                     |          4
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   42596970
    num misses                     |      16138
    miss rate                      |      0.04%
    mpki                           |       0.16
  L2 TLB                           |           
    num accesses                   |      16142
    num misses                     |      13665
    miss rate                      |     84.65%
    mpki                           |       0.14
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9515697
    num cache misses               |       6512
    miss rate                      |      0.07%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |   42596970
    num cache misses               |     941802
    miss rate                      |      2.21%
    mpki                           |       9.42
  Cache L2                         |           
    num cache accesses             |     948329
    num cache misses               |     860685
    miss rate                      |     90.76%
    mpki                           |       8.61
  Cache L3                         |           
    num cache accesses             |     860725
    num cache misses               |     846045
    miss rate                      |     98.29%
    mpki                           |       8.46
DRAM summary                       |           
  num dram accesses                |    1077741
  average dram access latency (ns) |     107.12
  average dram queueing delay      |      22.08
Coherency Traffic                  |           
  num loads from dram              |     610719
  num loads from dram cache        |          0
  num loads from remote cache      |          0
