                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  2029419606 |  1013803218 |  2152255134 |  1107443018 |  3672915787 |   465099925 |  5825235746 |  3316595949 |  7981952029 |   421438289 |   655563320 |  3876717936 |   249999981 |  1694329340 |  1723808834 |  7091742836
  Cycles                             |  4331044389 |  4331044680 |  4331044374 |  4331045469 |  4331044583 |  4331044388 |  4331044380 |  4331044382 |  4331044380 |  4331045314 |  4331044404 |  4331044572 |  4331042472 |  4331045399 |  4331045353 |  4331044380
  IPC                                |        0.47 |        0.23 |        0.50 |        0.26 |        0.85 |        0.11 |        1.34 |        0.77 |        1.84 |        0.10 |        0.15 |        0.90 |        0.06 |        0.39 |        0.40 |        1.64
  Time (ns)                          |  1443681463 |  1443681560 |  1443681458 |  1443681823 |  1443681528 |  1443681463 |  1443681460 |  1443681461 |  1443681460 |  1443681772 |  1443681468 |  1443681524 |  1443680824 |  1443681800 |  1443681785 |  1443681460
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   123368794 |    34279245 |     2797973 |    68342597 |   209751876 |    63942866 |   256640332 |    63359458 |  1473072782 |    69659683 |    51990391 |   178517932 |    58565837 |    38807933 |   261532202 |   472491355
  num incorrect                      |    74237183 |    16025071 |       47418 |     2283547 |    35523677 |     8791701 |    14577373 |     9595794 |   100491025 |     4400563 |     4268742 |     1483927 |     6500447 |      691350 |    56809657 |    81115592
  misprediction rate                 |      37.57% |      31.86% |       1.67% |       3.23% |      14.48% |      12.09% |       5.37% |      13.15% |       6.39% |       5.94% |       7.59% |       0.82% |       9.99% |       1.75% |      17.85% |      14.65%
  mpki                               |       36.58 |       15.81 |        0.02 |        2.06 |        9.67 |       18.90 |        2.50 |        2.89 |       12.59 |       10.44 |        6.51 |        0.38 |       26.00 |        0.41 |       32.96 |       11.44
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   242234332 |    79361168 |   246548956 |   105320739 |   412779994 |    81466484 |   555221619 |   316187107 |  1308839627 |    70709375 |    54816877 |   296580601 |    21135842 |   151698716 |   238852328 |   860480576
    num misses                       |          10 |           3 |           6 |          22 |          56 |          92 |           8 |         110 |          39 |           4 |          42 |          43 |       17441 |           4 |         357 |          18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   933046699 |   438648247 |  1609935273 |   367182744 |  1724822342 |   216749163 |  1773225289 |  1680123089 |  2601302801 |   128450482 |   180511155 |  2230798873 |    86633855 |   666710747 |   669551528 |  2990323550
    num misses                       |     6419599 |      454832 |    58021825 |     3032111 |     1111972 |     8437998 |      563180 |     3794634 |          23 |      153016 |      890974 |      300360 |     1331684 |      352138 |     3564892 |    21254969
    miss rate                        |       0.69% |       0.10% |       3.60% |       0.83% |       0.06% |       3.89% |       0.03% |       0.23% |       0.00% |       0.12% |       0.49% |       0.01% |       1.54% |       0.05% |       0.53% |       0.71%
    mpki                             |        3.16 |        0.45 |       26.96 |        2.74 |        0.30 |       18.14 |        0.10 |        1.14 |        0.00 |        0.36 |        1.36 |        0.08 |        5.33 |        0.21 |        2.07 |        3.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     6419609 |      454835 |    58021831 |     3032133 |     1112028 |     8438090 |      563188 |     3794744 |          62 |      153020 |      891016 |      300403 |     1349125 |      352142 |     3565249 |    21254987
    num misses                       |     5103752 |      310883 |    41461658 |      284179 |      175247 |     2517753 |       14086 |       52461 |          62 |      153020 |      278237 |       86991 |     1140462 |      185748 |      349312 |      162288
    miss rate                        |      79.50% |      68.35% |      71.46% |       9.37% |      15.76% |      29.84% |       2.50% |       1.38% |     100.00% |     100.00% |      31.23% |      28.96% |      84.53% |      52.75% |       9.80% |       0.76%
    mpki                             |        2.51 |        0.31 |       19.26 |        0.26 |        0.05 |        5.41 |        0.00 |        0.02 |        0.00 |        0.36 |        0.42 |        0.02 |        4.56 |        0.11 |        0.20 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   242234332 |    79361168 |   246548956 |   105320739 |   412779994 |    81466484 |   555221619 |   316187107 |  1308839627 |    70709375 |    54816877 |   296580601 |    21135842 |   151698716 |   238852328 |   860480576
    num cache misses                 |      132758 |      113463 |     1040208 |      691306 |     1201474 |     1766696 |       95356 |      575465 |    12345940 |       11794 |      105146 |      267165 |      404224 |      213953 |    13895084 |     7451257
    miss rate                        |       0.05% |       0.14% |       0.42% |       0.66% |       0.29% |       2.17% |       0.02% |       0.18% |       0.94% |       0.02% |       0.19% |       0.09% |       1.91% |       0.14% |       5.82% |       0.87%
    mpki                             |        0.07 |        0.11 |        0.48 |        0.62 |        0.33 |        3.80 |        0.02 |        0.17 |        1.55 |        0.03 |        0.16 |        0.07 |        1.62 |        0.13 |        8.06 |        1.05
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   933046699 |   438648247 |  1609935273 |   367182744 |  1724822342 |   216749163 |  1773225289 |  1680123089 |  2601302801 |   128450482 |   180511155 |  2230798873 |    86633855 |   666710747 |   669551528 |  2990323550
    num cache misses                 |    14404965 |    22443400 |    17706308 |    21506683 |    10579651 |    12339912 |    47062006 |    26109637 |       99676 |     9795696 |     9705764 |    20975708 |     7454773 |    17161760 |    14861094 |    14105650
    miss rate                        |       1.54% |       5.12% |       1.10% |       5.86% |       0.61% |       5.69% |       2.65% |       1.55% |       0.00% |       7.63% |       5.38% |       0.94% |       8.60% |       2.57% |       2.22% |       0.47%
    mpki                             |        7.10 |       22.14 |        8.23 |       19.42 |        2.88 |       26.53 |        8.08 |        7.87 |        0.01 |       23.24 |       14.81 |        5.41 |       29.82 |       10.13 |        8.62 |        1.99
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    15673095 |    24146554 |    18747355 |    23733316 |    11793651 |    16488858 |    47328308 |    27023237 |    12459005 |    13141116 |     9894703 |    21268162 |     7879014 |    17377399 |    29442258 |    21647164
    num cache misses                 |    13535068 |    20133817 |    13114118 |    10312228 |     8303564 |    12121122 |     1544977 |    13842338 |      281235 |     9807490 |     9082453 |    14684036 |     7531699 |    12152580 |    14421865 |     2175837
    miss rate                        |      86.36% |      83.38% |      69.95% |      43.45% |      70.41% |      73.51% |       3.26% |      51.22% |       2.26% |      74.63% |      91.79% |      69.04% |      95.59% |      69.93% |      48.98% |      10.05%
    mpki                             |        6.67 |       19.86 |        6.09 |        9.31 |        2.26 |       26.06 |        0.27 |        4.17 |        0.04 |       23.27 |       13.85 |        3.79 |       30.13 |        7.17 |        8.37 |        0.31
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    14840031 |    21723508 |    13115261 |    11851795 |     8317258 |    14506676 |     1721136 |    14180801 |      294624 |    13141116 |     9166453 |    14710306 |     7552290 |    12156533 |    15108762 |     2267806
    num cache misses                 |     3692057 |    19893277 |    11195781 |     5866009 |     4796514 |     8070161 |      994000 |     2432495 |      277021 |     9789689 |     7929058 |     7388991 |     7247022 |    11673628 |     3976250 |      546821
    miss rate                        |      24.88% |      91.57% |      85.36% |      49.49% |      57.67% |      55.63% |      57.75% |      17.15% |      94.03% |      74.50% |      86.50% |      50.23% |      95.96% |      96.03% |      26.32% |      24.11%
    mpki                             |        1.82 |       19.62 |        5.20 |        5.30 |        1.31 |       17.35 |        0.17 |        0.73 |        0.03 |       23.23 |       12.10 |        1.91 |       28.99 |        6.89 |        2.31 |        0.08
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |   138580662 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      344.15 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      234.14 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
