                                     | Core 0     | Core 1     | Core 2     | Core 3     
  Instructions                       |  249999909 |  812817477 |  599387465 |  1077555309
  Cycles                             |  643985432 |  643987800 |  643988057 |   643987805
  IPC                                |       0.39 |       1.26 |       0.93 |        1.67
  Time (ns)                          |  214661811 |  214662600 |  214662686 |   214662602
Branch predictor stats               |            |            |            |            
  num correct                        |    2271023 |   37425664 |   29852647 |    71686700
  num incorrect                      |      15217 |     310392 |   23686906 |    12326582
  misprediction rate                 |      0.67% |      0.82% |     44.24% |      14.67%
  mpki                               |       0.06 |       0.38 |      39.52 |       11.44
TLB Summary                          |            |            |            |            
  I-TLB                              |            |            |            |            
    num accesses                     |   22095385 |   62180912 |   47229998 |   130653204
    num misses                       |          3 |         43 |         52 |          18
    miss rate                        |      0.00% |      0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |        0.00
  D-TLB                              |            |            |            |            
    num accesses                     |   68115827 |  467723999 |  174304906 |   454095130
    num misses                       |     121838 |      62628 |       9159 |     3213601
    miss rate                        |      0.18% |      0.01% |      0.01% |       0.71%
    mpki                             |       0.49 |       0.08 |       0.02 |        2.98
  L2 TLB                             |            |            |            |            
    num accesses                     |     121841 |      62671 |       9211 |     3213619
    num misses                       |     121749 |      18976 |       8270 |       24510
    miss rate                        |     99.92% |     30.28% |     89.78% |       0.76%
    mpki                             |       0.49 |       0.02 |       0.01 |        0.02
Cache Summary                        |            |            |            |            
  Cache L1-I                         |            |            |            |            
    num cache accesses               |   22095385 |   62180912 |   47229998 |   130653204
    num cache misses                 |     171736 |      55355 |      21038 |     1158852
    miss rate                        |      0.78% |      0.09% |      0.04% |       0.89%
    mpki                             |       0.69 |       0.07 |       0.04 |        1.08
  Cache L1-D                         |            |            |            |            
    num cache accesses               |   68115827 |  467723999 |  174304906 |   454095130
    num cache misses                 |   12871321 |    4395336 |     584739 |     2176298
    miss rate                        |     18.90% |      0.94% |      0.34% |       0.48%
    mpki                             |      51.49 |       5.41 |       0.98 |        2.02
  Cache L2                           |            |            |            |            
    num cache accesses               |   13043061 |    4457082 |     639167 |     3357002
    num cache misses                 |    8476023 |    3076147 |     576605 |      430228
    miss rate                        |     64.98% |     69.02% |     90.21% |      12.82%
    mpki                             |      33.90 |       3.78 |       0.96 |        0.40
  Cache L3                           |            |            |            |            
    num cache accesses               |    8476027 |    3082999 |     610682 |      452748
    num cache misses                 |    7773031 |    2022881 |     573154 |      167572
    miss rate                        |     91.71% |     65.61% |     93.85% |      37.01%
    mpki                             |      31.09 |       2.49 |       0.96 |        0.16
DRAM summary                         |            |            |            |            
  num dram accesses                  |   18776152 |          0 |          0 |           0
  average dram access latency (ns)   |     157.86 |        inf |        inf |         inf
  average dram queueing delay        |      47.85 |       0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     87.00% |      0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |            |            |            
  num loads from dram                |          0 |          0 |          0 |           0
  num loads from dram cache          |          0 |          0 |          0 |           0
  num loads from remote cache        |          0 |          0 |          0 |           0
