                                   | Core 0    
  Instructions                     |  499999905
  Cycles                           |  531918659
  IPC                              |       0.94
  Time (ns)                        |  177306220
Branch predictor stats             |           
  num correct                      |   13748171
  num incorrect                    |     237589
  misprediction rate               |      1.70%
  mpki                             |       0.48
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   49006107
    num misses                     |         15
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  211163136
    num misses                     |     261681
    miss rate                      |      0.12%
    mpki                           |       0.52
  L2 TLB                           |           
    num accesses                   |     261696
    num misses                     |      62498
    miss rate                      |     23.88%
    mpki                           |       0.12
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   49006107
    num cache misses               |      77613
    miss rate                      |      0.16%
    mpki                           |       0.16
  Cache L1-D                       |           
    num cache accesses             |  211163136
    num cache misses               |    6660755
    miss rate                      |      3.15%
    mpki                           |      13.32
  Cache L2                         |           
    num cache accesses             |    7081996
    num cache misses               |    4832074
    miss rate                      |     68.23%
    mpki                           |       9.66
  Cache L3                         |           
    num cache accesses             |    5184520
    num cache misses               |    4015372
    miss rate                      |     77.45%
    mpki                           |       8.03
DRAM summary                       |           
  num dram accesses                |    5244817
  average dram access latency (ns) |      72.76
  average dram queueing delay      |       7.74
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
