                                   | Core 0    
  Instructions                     |   99999946
  Cycles                           |   86835434
  IPC                              |       1.15
  Time (ns)                        |   28945145
Branch predictor stats             |           
  num correct                      |    7935581
  num incorrect                    |     671619
  misprediction rate               |      7.80%
  mpki                             |       6.72
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   10577831
    num misses                     |         37
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   29343428
    num misses                     |      80310
    miss rate                      |      0.27%
    mpki                           |       0.80
  L2 TLB                           |           
    num accesses                   |      80347
    num misses                     |       3360
    miss rate                      |      4.18%
    mpki                           |       0.03
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   10577831
    num cache misses               |     199414
    miss rate                      |      1.89%
    mpki                           |       1.99
  Cache L1-D                       |           
    num cache accesses             |   29343428
    num cache misses               |     311986
    miss rate                      |      1.06%
    mpki                           |       3.12
  Cache L2                         |           
    num cache accesses             |     520231
    num cache misses               |     184917
    miss rate                      |     35.55%
    mpki                           |       1.85
  Cache L3                         |           
    num cache accesses             |     193868
    num cache misses               |     165681
    miss rate                      |     85.46%
    mpki                           |       1.66
DRAM summary                       |           
  num dram accesses                |     207394
  average dram access latency (ns) |      75.78
  average dram queueing delay      |      10.76
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
