                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   614976496 |  2004248667 |   614501777 |   929685933 |  1831663608 |  2125794371 |   359661990 |  1219526454 |  1954952172 |  3661825818 |   567038645 |  3614587476 |   249999886 |  2158050878 |  1996196470 |  1451115413
  Cycles                             |  2857427978 |  2857426405 |  2857426674 |  2857426750 |  2857426401 |  2857428057 |  2857427739 |  2857426783 |  2857428036 |  2857427580 |  2857426427 |  2857426385 |  2857424854 |  2857427887 |  2857426391 |  2857427444
  IPC                                |        0.22 |        0.70 |        0.22 |        0.33 |        0.64 |        0.74 |        0.13 |        0.43 |        0.68 |        1.28 |        0.20 |        1.26 |        0.09 |        0.76 |        0.70 |        0.51
  Time (ns)                          |   952475993 |   952475469 |   952475558 |   952475584 |   952475467 |   952476019 |   952475913 |   952475595 |   952476012 |   952475860 |   952475476 |   952475462 |   952474952 |   952475963 |   952475464 |   952475815
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    32982110 |   258320644 |    37726845 |    21090124 |   275903968 |    97886507 |     6941856 |     1585491 |   103219631 |   324242610 |    18086154 |   290698110 |    34399075 |   123593242 |    36743079 |   159389345
  num incorrect                      |      771700 |    60194639 |     1277858 |      375001 |    31057050 |      812865 |     9612383 |       26870 |    75308678 |    54127299 |     8581927 |    48818970 |     4720676 |    20918618 |     5624056 |    24264939
  misprediction rate                 |       2.29% |      18.90% |       3.28% |       1.75% |      10.12% |       0.82% |      58.07% |       1.67% |      42.18% |      14.31% |      32.18% |      14.38% |      12.07% |      14.48% |      13.27% |      13.21%
  mpki                               |        1.25 |       30.03 |        2.08 |        0.40 |       16.96 |        0.38 |       26.73 |        0.02 |       38.52 |       14.78 |       15.13 |       13.51 |       18.88 |        9.69 |        2.82 |       16.72
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    61601309 |   281055466 |    58533944 |    83448060 |   293396454 |   162626807 |    39972640 |   139701129 |   156247864 |   415562281 |    44179561 |   529501126 |    43801034 |   242828867 |   189912003 |   170623845
    num misses                       |          47 |         183 |          22 |           4 |       11193 |          43 |          14 |           6 |          52 |        1292 |           3 |          65 |          84 |          56 |          88 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   214795987 |   782524204 |   204070257 |   366631810 |   738981738 |  1223258355 |   133736123 |   912234078 |   572466309 |  1531718909 |   251484636 |  1733007175 |   116504258 |  1012545722 |  1014822800 |   645381574
    num misses                       |      338133 |     1410289 |     1716057 |      190397 |     4196728 |      164438 |      959160 |    32847254 |       34262 |      810802 |      258309 |     9669311 |     4542397 |      653112 |     2241238 |     6736521
    miss rate                        |       0.16% |       0.18% |       0.84% |       0.05% |       0.57% |       0.01% |       0.72% |       3.60% |       0.01% |       0.05% |       0.10% |       0.56% |       3.90% |       0.06% |       0.22% |       1.04%
    mpki                             |        0.55 |        0.70 |        2.79 |        0.20 |        2.29 |        0.08 |        2.67 |       26.93 |        0.02 |        0.22 |        0.46 |        2.68 |       18.17 |        0.30 |        1.12 |        4.64
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      338180 |     1410472 |     1716079 |      190401 |     4207921 |      164481 |      959174 |    32847260 |       34314 |      812094 |      258312 |     9669376 |     4542481 |      653168 |     2241326 |     6736531
    num misses                       |      104166 |      224267 |      154072 |      102507 |      602676 |       48190 |      959163 |    23445790 |       30559 |       25587 |      173476 |       61513 |     1361712 |      102975 |       30702 |      594106
    miss rate                        |      30.80% |      15.90% |       8.98% |      53.84% |      14.32% |      29.30% |     100.00% |      71.38% |      89.06% |       3.15% |      67.16% |       0.64% |      29.98% |      15.77% |       1.37% |       8.82%
    mpki                             |        0.17 |        0.11 |        0.25 |        0.11 |        0.33 |        0.02 |        2.67 |       19.23 |        0.02 |        0.01 |        0.31 |        0.02 |        5.45 |        0.05 |        0.02 |        0.41
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    61601309 |   281055466 |    58533944 |    83448060 |   293396454 |   162626807 |    39972640 |   139701129 |   156247864 |   415562281 |    44179561 |   529501126 |    43801034 |   242828867 |   189912003 |   170623845
    num cache misses                 |       60670 |     8744805 |      392073 |      114029 |     5680778 |      146023 |       31580 |      588798 |       40229 |     5718979 |       65021 |    17539850 |      952062 |      704043 |      342201 |      127541
    miss rate                        |       0.10% |       3.11% |       0.67% |       0.14% |       1.94% |       0.09% |       0.08% |       0.42% |       0.03% |       1.38% |       0.15% |       3.31% |       2.17% |       0.29% |       0.18% |       0.07%
    mpki                             |        0.10 |        4.36 |        0.64 |        0.12 |        3.10 |        0.07 |        0.09 |        0.48 |        0.02 |        1.56 |        0.11 |        4.85 |        3.81 |        0.33 |        0.17 |        0.09
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   214795987 |   782524204 |   204070257 |   366631810 |   738981738 |  1223258355 |   133736123 |   912234078 |   572466309 |  1531718909 |   251484636 |  1733007175 |   116504258 |  1012545722 |  1014822800 |   645381574
    num cache misses                 |     7693011 |     9813817 |    12087402 |     9333719 |     7033704 |    11503007 |    10343741 |    10032961 |     2105387 |    14053045 |    12594380 |    58370897 |     6660046 |     6213682 |    15538594 |    21527990
    miss rate                        |       3.58% |       1.25% |       5.92% |       2.55% |       0.95% |       0.94% |       7.73% |       1.10% |       0.37% |       0.92% |       5.01% |       3.37% |       5.72% |       0.61% |       1.53% |       3.34%
    mpki                             |       12.51 |        4.90 |       19.67 |       10.04 |        3.84 |        5.41 |       28.76 |        8.23 |        1.08 |        3.84 |       22.21 |       16.15 |       26.64 |        2.88 |        7.78 |       14.84
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     8818157 |    19066840 |    13336417 |     9449164 |    12959107 |    11664170 |    11785068 |    10622284 |     2205470 |    19800135 |    13454264 |    75928336 |     8934240 |     6925263 |    16100459 |    21875894
    num cache misses                 |     6281236 |     8522485 |     5754736 |     6694688 |     6845815 |     8053116 |    10375321 |     7426249 |     2049687 |     7829913 |    11237863 |    11745187 |     6537888 |     4875139 |     8318116 |    15186263
    miss rate                        |      71.23% |      44.70% |      43.15% |      70.85% |      52.83% |      69.04% |      88.04% |      69.91% |      92.94% |      39.54% |      83.53% |      15.47% |      73.18% |      70.40% |      51.66% |      69.42%
    mpki                             |       10.21 |        4.25 |        9.36 |        7.20 |        3.74 |        3.79 |       28.85 |        6.09 |        1.05 |        2.14 |       19.82 |        3.25 |       26.15 |        2.26 |        4.17 |       10.47
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     7359922 |     9032513 |     6615261 |     6697847 |     7091412 |     8069032 |    11785068 |     7426930 |     2110379 |     7858475 |    12032726 |    11766540 |     7861943 |     4883466 |     8537971 |    15418469
    num cache misses                 |     5533710 |     1343335 |     3241112 |     6439616 |     2146432 |     4362310 |    10342069 |     6382202 |     2035139 |      630250 |    11100861 |      384671 |     4448505 |     2838648 |     1547802 |     3405410
    miss rate                        |      75.19% |      14.87% |      48.99% |      96.14% |      30.27% |      54.06% |      87.76% |      85.93% |      96.43% |       8.02% |      92.26% |       3.27% |      56.58% |      58.13% |      18.13% |      22.09%
    mpki                             |        9.00 |        0.67 |        5.27 |        6.93 |        1.17 |        2.05 |       28.75 |        5.23 |        1.04 |        0.17 |       19.58 |        0.11 |       17.79 |        1.32 |        0.78 |        2.35
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |    91943121 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      410.19 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      300.18 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      96.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
