                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  457465078 |  340421790 |  553515226 |  249999984
  Cycles                             |  334671533 |  334671531 |  334671532 |  334669695
  IPC                                |       1.37 |       1.02 |       1.65 |       0.75
  Time (ns)                          |  111557178 |  111557177 |  111557177 |  111556565
Branch predictor stats               |            |            |            |           
  num correct                        |   26097082 |   43685794 |   25480149 |   15199251
  num incorrect                      |    4488485 |   10353443 |     210665 |    9146162
  misprediction rate                 |     14.68% |     19.16% |      0.82% |     37.57%
  mpki                               |       9.81 |      30.41 |       0.38 |      36.58
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   51387281 |   47659405 |   42338048 |   29844534
    num misses                       |         56 |        113 |         43 |         10
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  214817386 |  133400626 |  318516493 |  114926447
    num misses                       |     135298 |     219401 |      42131 |     791204
    miss rate                        |      0.06% |      0.16% |      0.01% |      0.69%
    mpki                             |       0.30 |       0.64 |       0.08 |       3.16
  L2 TLB                             |            |            |            |           
    num accesses                     |     135354 |     219514 |      42174 |     791214
    num misses                       |      21360 |      37111 |      13112 |     629351
    miss rate                        |     15.78% |     16.91% |     31.09% |     79.54%
    mpki                             |       0.05 |       0.11 |       0.02 |       2.52
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   51387281 |   47659405 |   42338048 |   29844534
    num cache misses                 |     146475 |    1484773 |      37100 |      16217
    miss rate                        |      0.29% |      3.12% |      0.09% |      0.05%
    mpki                             |       0.32 |       4.36 |       0.07 |       0.06
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  214817386 |  133400626 |  318516493 |  114926447
    num cache misses                 |    1302739 |    1556904 |    2991628 |    1773525
    miss rate                        |      0.61% |      1.17% |      0.94% |      1.54%
    mpki                             |       2.85 |       4.57 |       5.40 |       7.09
  Cache L2                           |            |            |            |           
    num cache accesses               |    1450703 |    3124403 |    3031721 |    1928577
    num cache misses                 |    1019286 |    1319293 |    2092548 |    1666447
    miss rate                        |     70.26% |     42.23% |     69.02% |     86.41%
    mpki                             |       2.23 |       3.88 |       3.78 |       6.67
  Cache L3                           |            |            |            |           
    num cache accesses               |    1020913 |    1402336 |    2095657 |    1826288
    num cache misses                 |     549502 |     220287 |     947091 |     451888
    miss rate                        |     53.82% |     15.71% |     45.19% |     24.74%
    mpki                             |       1.20 |       0.65 |       1.71 |       1.81
DRAM summary                         |            |            |            |           
  num dram accesses                  |    3796149 |          0 |          0 |          0
  average dram access latency (ns)   |     115.52 |        inf |        inf |        inf
  average dram queueing delay        |       5.51 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     34.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
