                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  3048151299 |   904051012 |  6256406180 |  3240327597 |  3530134062 |   495787041 |  2214068830 |   249999989
  Cycles                             |  3276581201 |  3276581551 |  3276581307 |  3276581516 |  3276581595 |  3276581704 |  3276581611 |  3276578112
  IPC                                |        0.93 |        0.28 |        1.91 |        0.99 |        1.08 |        0.15 |        0.68 |        0.08
  Time (ns)                          |  1092193734 |  1092193850 |  1092193769 |  1092193839 |  1092193865 |  1092193901 |  1092193870 |  1092192704
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   465854263 |   124295875 |  1154622304 |   176484685 |   532261237 |   116133412 |   336356031 |    43244780
  num incorrect                      |   119509287 |    17085434 |    78766803 |   122385008 |    59895269 |    12886973 |    72765929 |    11689069
  misprediction rate                 |      20.42% |      12.08% |       6.39% |      40.95% |      10.11% |       9.99% |      17.79% |      21.28%
  mpki                               |       39.21 |       18.90 |       12.59 |       37.77 |       16.97 |       25.99 |       32.87 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   396606331 |   158364558 |  1025893590 |   264844770 |   565308773 |    41921162 |   306045612 |    23761816
    num misses                       |          19 |         107 |          39 |          52 |       20798 |       34659 |         432 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.07 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1025979059 |   421320066 |  2038951117 |   956914669 |  1422312000 |   171826043 |   859459370 |    88558906
    num misses                       |     4544489 |    16416106 |          23 |       58240 |     7966920 |     2649905 |     4566576 |    21160407
    miss rate                        |       0.44% |       3.90% |       0.00% |       0.01% |       0.56% |       1.54% |       0.53% |      23.89%
    mpki                             |        1.49 |       18.16 |        0.00 |        0.02 |        2.26 |        5.34 |        2.06 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     4544508 |    16416213 |          62 |       58292 |     7987718 |     2684564 |     4567008 |    21160410
    num misses                       |      951053 |     4906562 |          62 |       52069 |     1136517 |     2269224 |      430394 |    10898372
    miss rate                        |      20.93% |      29.89% |     100.00% |      89.32% |      14.23% |      84.53% |       9.42% |      51.50%
    mpki                             |        0.31 |        5.43 |        0.00 |        0.02 |        0.32 |        4.58 |        0.19 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   396606331 |   158364558 |  1025893590 |   264844770 |   565308773 |    41921162 |   306045612 |    23761816
    num cache misses                 |     1449402 |     1634048 |     9733535 |       66255 |     9612038 |      672176 |    17356763 |       27144
    miss rate                        |       0.37% |       1.03% |       0.95% |       0.03% |       1.70% |       1.60% |       5.67% |       0.11%
    mpki                             |        0.48 |        1.81 |        1.56 |        0.02 |        2.72 |        1.36 |        7.84 |        0.11
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1025979059 |   421320066 |  2038951117 |   956914669 |  1422312000 |   171826043 |   859459370 |    88558906
    num cache misses                 |     3941060 |    23270122 |       99039 |     3614146 |    12697307 |    14683378 |    18719832 |    28757169
    miss rate                        |       0.38% |       5.52% |       0.00% |       0.38% |       0.89% |       8.55% |       2.18% |      32.47%
    mpki                             |        1.29 |       25.74 |        0.02 |        1.12 |        3.60 |       29.62 |        8.45 |      115.03
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     6268646 |    29034492 |     9846930 |     3798955 |    22817768 |    15390474 |    36922759 |    32445612
    num cache misses                 |     1650510 |    17420230 |      299230 |     3511654 |     4629445 |    14392736 |     5391238 |    18602286
    miss rate                        |      26.33% |      60.00% |       3.04% |      92.44% |      20.29% |      93.52% |      14.60% |      57.33%
    mpki                             |        0.54 |       19.27 |        0.05 |        1.08 |        1.31 |       29.03 |        2.43 |       74.41
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     2548335 |    21579952 |      313586 |     3632903 |     5148565 |    14429469 |     6260740 |    22362197
    num cache misses                 |     1644871 |    14077547 |      299230 |     3509582 |     4524465 |    13917203 |     5040962 |    16402797
    miss rate                        |      64.55% |      65.23% |      95.42% |      96.61% |      87.88% |      96.45% |      80.52% |      73.35%
    mpki                             |        0.54 |       15.57 |        0.05 |        1.08 |        1.28 |       28.07 |        2.28 |       65.61
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    75797552 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      128.01 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       18.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      69.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
