                                   | Core 0    
  Instructions                     |  249999907
  Cycles                           |  238111430
  IPC                              |       1.05
  Time (ns)                        |   79370477
Branch predictor stats             |           
  num correct                      |    4611008
  num incorrect                    |     704186
  misprediction rate               |     13.25%
  mpki                             |       2.82
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   23785065
    num misses                     |         62
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  127043714
    num misses                     |     281032
    miss rate                      |      0.22%
    mpki                           |       1.12
  L2 TLB                           |           
    num accesses                   |     281094
    num misses                     |       4009
    miss rate                      |      1.43%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   23785065
    num cache misses               |      43704
    miss rate                      |      0.18%
    mpki                           |       0.17
  Cache L1-D                       |           
    num cache accesses             |  127043714
    num cache misses               |    1943208
    miss rate                      |      1.53%
    mpki                           |       7.77
  Cache L2                         |           
    num cache accesses             |    2089441
    num cache misses               |    1051608
    miss rate                      |     50.33%
    mpki                           |       4.21
  Cache L3                         |           
    num cache accesses             |    1154220
    num cache misses               |     468247
    miss rate                      |     40.57%
    mpki                           |       1.87
DRAM summary                       |           
  num dram accesses                |     618795
  average dram access latency (ns) |      50.54
  average dram queueing delay      |       0.54
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
