                                   | Core 0    
  Instructions                     |   99999886
  Cycles                           |   79948064
  IPC                              |       1.25
  Time (ns)                        |   26649355
Branch predictor stats             |           
  num correct                      |    5251304
  num incorrect                    |     927634
  misprediction rate               |     15.01%
  mpki                             |       9.28
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11061074
    num misses                     |         56
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   47995299
    num misses                     |      48667
    miss rate                      |      0.10%
    mpki                           |       0.49
  L2 TLB                           |           
    num accesses                   |      48723
    num misses                     |       5761
    miss rate                      |     11.82%
    mpki                           |       0.06
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11061074
    num cache misses               |      32403
    miss rate                      |      0.29%
    mpki                           |       0.32
  Cache L1-D                       |           
    num cache accesses             |   47995299
    num cache misses               |     285389
    miss rate                      |      0.59%
    mpki                           |       2.85
  Cache L2                         |           
    num cache accesses             |     320034
    num cache misses               |     231800
    miss rate                      |     72.43%
    mpki                           |       2.32
  Cache L3                         |           
    num cache accesses             |     234150
    num cache misses               |     189561
    miss rate                      |     80.96%
    mpki                           |       1.90
DRAM summary                       |           
  num dram accesses                |     259450
  average dram access latency (ns) |      92.96
  average dram queueing delay      |       7.92
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
