                                   | Core 0    
  Instructions                     |  499999976
  Cycles                           |  326364447
  IPC                              |       1.53
  Time (ns)                        |  108788149
Branch predictor stats             |           
  num correct                      |   23023477
  num incorrect                    |     192475
  misprediction rate               |      0.83%
  mpki                             |       0.38
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   38247215
    num misses                     |         43
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  287727657
    num misses                     |      35575
    miss rate                      |      0.01%
    mpki                           |       0.07
  L2 TLB                           |           
    num accesses                   |      35618
    num misses                     |       6804
    miss rate                      |     19.10%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   38247215
    num cache misses               |      36664
    miss rate                      |      0.10%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |  287727657
    num cache misses               |    2728875
    miss rate                      |      0.95%
    mpki                           |       5.46
  Cache L2                         |           
    num cache accesses             |    2785739
    num cache misses               |    1959280
    miss rate                      |     70.33%
    mpki                           |       3.92
  Cache L3                         |           
    num cache accesses             |    1980319
    num cache misses               |    1725631
    miss rate                      |     87.14%
    mpki                           |       3.45
DRAM summary                       |           
  num dram accesses                |    3150951
  average dram access latency (ns) |      71.18
  average dram queueing delay      |       6.16
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
