                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   926117692 |  4230509298 |   778641494 |   249999989
  Cycles                             |  4223573013 |  4223572809 |  4223572920 |  4223570305
  IPC                                |        0.22 |        1.00 |        0.18 |        0.06
  Time (ns)                          |  1407857671 |  1407857603 |  1407857640 |  1407856768
Branch predictor stats               |             |             |             |            
  num correct                        |   156114619 |   458626237 |   107132934 |    43244780
  num incorrect                      |    14447999 |    70213751 |    14698211 |    11689069
  misprediction rate                 |       8.47% |      13.28% |      12.06% |      21.28%
  mpki                               |       15.60 |       16.60 |       18.88 |       46.76
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   107421227 |   498023714 |   136437743 |    23761816
    num misses                       |          42 |          10 |         100 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   322826795 |  1896308376 |   362855295 |    88558906
    num misses                       |     5573963 |    19085947 |    14129719 |    21161006
    miss rate                        |       1.73% |       1.01% |       3.89% |      23.89%
    mpki                             |        6.02 |        4.51 |       18.15 |       84.64
  L2 TLB                             |             |             |             |            
    num accesses                     |     5574005 |    19085957 |    14129819 |    21161009
    num misses                       |     1505103 |     1683340 |     4245945 |    10898957
    miss rate                        |      27.00% |       8.82% |      30.05% |      51.50%
    mpki                             |        1.63 |        0.40 |        5.45 |       43.60
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   107421227 |   498023714 |   136437743 |    23761816
    num cache misses                 |       98645 |       98722 |     2612535 |      158254
    miss rate                        |       0.09% |       0.02% |       1.91% |       0.67%
    mpki                             |        0.11 |        0.02 |        3.36 |        0.63
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   322826795 |  1896308376 |   362855295 |    88558906
    num cache misses                 |    37997414 |    61136991 |    20992362 |    28961768
    miss rate                        |      11.77% |       3.22% |       5.79% |      32.70%
    mpki                             |       41.03 |       14.45 |       26.96 |      115.85
  Cache L2                           |             |             |             |            
    num cache accesses               |    43849189 |    61982301 |    29061242 |    33275905
    num cache misses                 |    31214229 |    24580542 |    19942975 |    24041717
    miss rate                        |      71.19% |      39.66% |      68.62% |      72.25%
    mpki                             |       33.70 |        5.81 |       25.61 |       96.17
  Cache L3                           |             |             |             |            
    num cache accesses               |    36973839 |    25461346 |    25412465 |    28238752
    num cache misses                 |    27657127 |     7658986 |    18923847 |    22940524
    miss rate                        |      74.80% |      30.08% |      74.47% |      81.24%
    mpki                             |       29.86 |        1.81 |       24.30 |       91.76
DRAM summary                         |             |             |             |            
  num dram accesses                  |   104221365 |           0 |           0 |           0
  average dram access latency (ns)   |      140.14 |         inf |         inf |         inf
  average dram queueing delay        |       30.13 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      74.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
