                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  3049636059 |   903600544 |  6260731470 |  3247125743 |  3527823799 |   497311835 |  2213331308 |   249999989
  Cycles                             |  3281149800 |  3281149800 |  3281149800 |  3281149758 |  3281149819 |  3281150122 |  3281150038 |  3281146647
  IPC                                |        0.93 |        0.28 |        1.91 |        0.99 |        1.08 |        0.15 |        0.67 |        0.08
  Time (ns)                          |  1093716600 |  1093716600 |  1093716600 |  1093716586 |  1093716607 |  1093716708 |  1093716680 |  1093715549
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   466098664 |   124238602 |  1155421071 |   177421314 |   531943748 |   116500060 |   336233305 |    43244780
  num incorrect                      |   119564473 |    17077313 |    78821528 |   122385886 |    59848855 |    12927783 |    72740435 |    11689069
  misprediction rate                 |      20.42% |      12.08% |       6.39% |      40.82% |      10.11% |       9.99% |      17.79% |      21.28%
  mpki                               |       39.21 |       18.90 |       12.59 |       37.69 |       16.96 |       26.00 |       32.86 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   396802307 |   158287967 |  1026602995 |   266015665 |   564919706 |    42044129 |   305876696 |    23761816
    num misses                       |          19 |         107 |          39 |          52 |       20734 |       34666 |         432 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.07 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1026459300 |   421105016 |  2040362620 |   959767124 |  1421248534 |   172343979 |   859244423 |    88558906
    num misses                       |     4546018 |    16406643 |          23 |       58506 |     7951454 |     2653600 |     4565058 |    21160368
    miss rate                        |       0.44% |       3.90% |       0.00% |       0.01% |       0.56% |       1.54% |       0.53% |      23.89%
    mpki                             |        1.49 |       18.16 |        0.00 |        0.02 |        2.25 |        5.34 |        2.06 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     4546037 |    16406750 |          62 |       58558 |     7972188 |     2688266 |     4565490 |    21160371
    num misses                       |      951395 |     4903576 |          62 |       52335 |     1133943 |     2272828 |      429219 |    10898335
    miss rate                        |      20.93% |      29.89% |     100.00% |      89.37% |      14.22% |      84.55% |       9.40% |      51.50%
    mpki                             |        0.31 |        5.43 |        0.00 |        0.02 |        0.32 |        4.57 |        0.19 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   396802307 |   158287967 |  1026602995 |   266015665 |   564919706 |    42044129 |   305876696 |    23761816
    num cache misses                 |     1453702 |     1633068 |     9746582 |       66191 |     9593765 |      672512 |    17371215 |       27142
    miss rate                        |       0.37% |       1.03% |       0.95% |       0.02% |       1.70% |       1.60% |       5.68% |       0.11%
    mpki                             |        0.48 |        1.81 |        1.56 |        0.02 |        2.72 |        1.35 |        7.85 |        0.11
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1026459300 |   421105016 |  2040362620 |   959767124 |  1421248534 |   172343979 |   859244423 |    88558906
    num cache misses                 |     3948211 |    23261295 |       98996 |     3632612 |    12680936 |    14728366 |    18712398 |    28759167
    miss rate                        |       0.38% |       5.52% |       0.00% |       0.38% |       0.89% |       8.55% |       2.18% |      32.47%
    mpki                             |        1.29 |       25.74 |        0.02 |        1.12 |        3.59 |       29.62 |        8.45 |      115.04
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     6280422 |    29030899 |     9859867 |     3817846 |    22785078 |    15435883 |    36931361 |    32449157
    num cache misses                 |     1660652 |    17432047 |      305278 |     3530083 |     4647565 |    14438313 |     5416788 |    18625425
    miss rate                        |      26.44% |      60.05% |       3.10% |      92.46% |      20.40% |      93.54% |      14.67% |      57.40%
    mpki                             |        0.54 |       19.29 |        0.05 |        1.09 |        1.32 |       29.03 |        2.45 |       74.50
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     2558822 |    21597897 |      319567 |     3651879 |     5168650 |    14475120 |     6287823 |    22386562
    num cache misses                 |     1653985 |    14092117 |      305278 |     3527975 |     4540801 |    13930326 |     5066795 |    16430401
    miss rate                        |      64.64% |      65.25% |      95.53% |      96.61% |      87.85% |      96.24% |      80.58% |      73.39%
    mpki                             |        0.54 |       15.60 |        0.05 |        1.09 |        1.29 |       28.01 |        2.29 |       65.72
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    75964034 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      128.00 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       17.99 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      69.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
