                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  3059570351 |   894518750 |  6098822084 |  3178126789 |  3642639968 |   486816120 |  2217818968 |   249999989
  Cycles                             |  3187702054 |  3187702010 |  3187701967 |  3187702004 |  3187702016 |  3187702318 |  3187702269 |  3187697275
  IPC                                |        0.96 |        0.28 |        1.91 |        1.00 |        1.14 |        0.15 |        0.70 |        0.08
  Time (ns)                          |  1062567351 |  1062567337 |  1062567322 |  1062567335 |  1062567339 |  1062567439 |  1062567423 |  1062565758
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   467599074 |   122922375 |  1125541515 |   168616695 |   549473755 |   114050437 |   336984174 |    43244780
  num incorrect                      |   119963691 |    16901022 |    76783497 |   121675385 |    61694720 |    12661487 |    72888587 |    11689069
  misprediction rate                 |      20.42% |      12.09% |       6.39% |      41.91% |      10.09% |       9.99% |      17.78% |      21.28%
  mpki                               |       39.21 |       18.89 |       12.59 |       38.29 |       16.94 |       26.01 |       32.86 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   398069417 |   156695208 |  1000055023 |   257175009 |   583107737 |    41156944 |   306909795 |    23761816
    num misses                       |          19 |         105 |          39 |          52 |       21330 |       33837 |         432 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.07 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1029799815 |   416828315 |  1987599977 |   934479986 |  1466266537 |   168691284 |   860568093 |    88558906
    num misses                       |     4560224 |    16219939 |          23 |       54453 |     8129909 |     2592819 |     4573729 |    21160189
    miss rate                        |       0.44% |       3.89% |       0.00% |       0.01% |       0.55% |       1.54% |       0.53% |      23.89%
    mpki                             |        1.49 |       18.13 |        0.00 |        0.02 |        2.23 |        5.33 |        2.06 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     4560243 |    16220044 |          62 |       54505 |     8151239 |     2626656 |     4574161 |    21160192
    num misses                       |      954616 |     4848854 |          62 |       48552 |     1162507 |     2220753 |      436305 |    10898259
    miss rate                        |      20.93% |      29.89% |     100.00% |      89.08% |      14.26% |      84.55% |       9.54% |      51.50%
    mpki                             |        0.31 |        5.42 |        0.00 |        0.02 |        0.32 |        4.56 |        0.20 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   398069417 |   156695208 |  1000055023 |   257175009 |   583107737 |    41156944 |   306909795 |    23761816
    num cache misses                 |     2046531 |     3367428 |     9496398 |       79683 |    10999733 |      784045 |    17883804 |      189560
    miss rate                        |       0.51% |       2.15% |       0.95% |       0.03% |       1.89% |       1.91% |       5.83% |       0.80%
    mpki                             |        0.67 |        3.76 |        1.56 |        0.03 |        3.02 |        1.61 |        8.06 |        0.76
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1029799815 |   416828315 |  1987599977 |   934479986 |  1466266537 |   168691284 |   860568093 |    88558906
    num cache misses                 |     4248835 |    23681064 |      100149 |     3390434 |    13614508 |    14513668 |    19305814 |    28748625
    miss rate                        |       0.41% |       5.68% |       0.01% |       0.36% |       0.93% |       8.60% |       2.24% |      32.46%
    mpki                             |        1.39 |       26.47 |        0.02 |        1.07 |        3.74 |       29.81 |        8.70 |      114.99
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7129148 |    31044169 |     9610950 |     3591299 |    25058323 |    15331815 |    37999074 |    32549188
    num cache misses                 |     2854617 |    23248920 |      303242 |     3306274 |    13207690 |    14661754 |    18778219 |    24325532
    miss rate                        |      40.04% |      74.89% |       3.16% |      92.06% |      52.71% |      95.63% |      49.42% |      74.73%
    mpki                             |        0.93 |       25.99 |        0.05 |        1.04 |        3.63 |       30.12 |        8.47 |       97.30
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3703080 |    27249452 |      317645 |     3429236 |    13653459 |    14696862 |    19588872 |    27962177
    num cache misses                 |     1277030 |    13753137 |      299966 |     3283023 |     4009114 |    13687687 |     4754271 |    15998174
    miss rate                        |      34.49% |      50.47% |      94.43% |      95.74% |      29.36% |      93.13% |      24.27% |      57.21%
    mpki                             |        0.42 |       15.37 |        0.05 |        1.03 |        1.10 |       28.12 |        2.14 |       63.99
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    72683488 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      126.31 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       16.30 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      68.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
