                                   | Core 0    
  Instructions                     |   99999905
  Cycles                           |  195123669
  IPC                              |       0.51
  Time (ns)                        |   65041223
Branch predictor stats             |           
  num correct                      |     586923
  num incorrect                    |       5938
  misprediction rate               |      1.00%
  mpki                             |       0.06
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    8642534
    num misses                     |         18
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   52081002
    num misses                     |    1063684
    miss rate                      |      2.04%
    mpki                           |      10.64
  L2 TLB                           |           
    num accesses                   |    1063702
    num misses                     |     655734
    miss rate                      |     61.65%
    mpki                           |       6.56
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    8642534
    num cache misses               |      97354
    miss rate                      |      1.13%
    mpki                           |       0.97
  Cache L1-D                       |           
    num cache accesses             |   52081002
    num cache misses               |    3979579
    miss rate                      |      7.64%
    mpki                           |      39.80
  Cache L2                         |           
    num cache accesses             |    4372410
    num cache misses               |    3437020
    miss rate                      |     78.61%
    mpki                           |      34.37
  Cache L3                         |           
    num cache accesses             |    3732497
    num cache misses               |    3417179
    miss rate                      |     91.55%
    mpki                           |      34.17
DRAM summary                       |           
  num dram accesses                |    6817974
  average dram access latency (ns) |      51.52
  average dram queueing delay      |       1.52
Coherency Traffic                  |           
  num loads from dram              |    3176240
  num loads from dram cache        |          0
  num loads from remote cache      |          0
