                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1406520324 |   249999989 |   923734302 |   860227805
  Cycles                             |  6469685779 |  6469682208 |  6469685403 |  6469685411
  IPC                                |        0.22 |        0.04 |        0.14 |        0.13
  Time (ns)                          |  2156561926 |  2156560736 |  2156561801 |  2156561804
Branch predictor stats               |             |             |             |            
  num correct                        |   111530577 |    43244780 |   155777438 |   118313270
  num incorrect                      |     9137109 |    11689069 |    14416705 |    16251085
  misprediction rate                 |       7.57% |      21.28% |       8.47% |      12.08%
  mpki                               |        6.50 |       46.76 |       15.61 |       18.89
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   117620147 |    23761816 |   107224004 |   150750853
    num misses                       |          42 |           3 |          42 |         104
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   387192863 |    88558906 |   322040211 |   400857405
    num misses                       |     1902204 |    21159994 |     5566076 |    15620182
    miss rate                        |       0.49% |      23.89% |       1.73% |       3.90%
    mpki                             |        1.35 |       84.64 |        6.03 |       18.16
  L2 TLB                             |             |             |             |            
    num accesses                     |     1902246 |    21159997 |     5566118 |    15620286
    num misses                       |      592331 |    10898571 |     1502676 |     4685328
    miss rate                        |      31.14% |      51.51% |      27.00% |      30.00%
    mpki                             |        0.42 |       43.59 |        1.63 |        5.45
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   117620147 |    23761816 |   107224004 |   150750853
    num cache misses                 |      157772 |      107722 |       80002 |     2332824
    miss rate                        |       0.13% |       0.45% |       0.07% |       1.55%
    mpki                             |        0.11 |        0.43 |        0.09 |        2.71
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   387192863 |    88558906 |   322040211 |   400857405
    num cache misses                 |    20716766 |    28775888 |    37722855 |    22515766
    miss rate                        |       5.35% |      32.49% |      11.71% |       5.62%
    mpki                             |       14.73 |      115.10 |       40.84 |       26.17
  Cache L2                           |             |             |             |            
    num cache accesses               |    21045582 |    32656887 |    42349072 |    29840997
    num cache misses                 |    18036284 |    22419896 |    30837152 |    20124063
    miss rate                        |      85.70% |      68.65% |      72.82% |      67.44%
    mpki                             |       12.82 |       89.68 |       33.38 |       23.39
  Cache L3                           |             |             |             |            
    num cache accesses               |    18207783 |    26239911 |    35386551 |    25130533
    num cache misses                 |    15841800 |    18537251 |    23967025 |    16749134
    miss rate                        |      87.01% |      70.65% |      67.73% |      66.65%
    mpki                             |       11.26 |       74.15 |       25.95 |       19.47
DRAM summary                         |             |             |             |            
  num dram accesses                  |    96602359 |           0 |           0 |           0
  average dram access latency (ns)   |      253.09 |         inf |         inf |         inf
  average dram queueing delay        |      133.07 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      89.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
