                                     | Core 0     | Core 1      | Core 2     | Core 3     | Core 4      | Core 5      | Core 6     | Core 7     
  Instructions                       |  473334715 |  1310229601 |  249999898 |  695089994 |  1126489748 |  1211491586 |  417800135 |  1128275028
  Cycles                             |  868340543 |   868339858 |  868336639 |  868339809 |   868340112 |   868339820 |  868340009 |   868339858
  IPC                                |       0.55 |        1.51 |       0.29 |       0.80 |        1.30 |        1.40 |       0.48 |        1.30
  Time (ns)                          |  289446848 |   289446620 |  289445547 |  289446603 |   289446704 |   289446607 |  289446670 |   289446620
Branch predictor stats               |            |             |            |            |             |             |            |            
  num correct                        |   70616253 |    87126330 |    4856955 |   12921555 |   100528300 |    55785571 |   22333227 |    89423016
  num incorrect                      |   16173525 |    14986801 |    6669357 |    1872981 |    16924071 |      463373 |     522409 |     7319647
  misprediction rate                 |     18.64% |      14.68% |     57.86% |     12.66% |      14.41% |       0.82% |      2.29% |       7.57%
  mpki                               |      34.17 |       11.44 |      26.68 |       2.69 |       15.02 |        0.38 |       1.25 |        6.49
TLB Summary                          |            |             |            |            |             |             |            |            
  I-TLB                              |            |             |            |            |             |             |            |            
    num accesses                     |   66724983 |   158897749 |   27532058 |   66266582 |   128132408 |    92681306 |   41938132 |    94701295
    num misses                       |        167 |          18 |         14 |         66 |         467 |          43 |         47 |          42
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |        0.00
  D-TLB                              |            |             |            |            |             |             |            |            
    num accesses                     |  184664231 |   552234709 |   93614435 |  354882723 |   471189885 |   697135235 |  147996704 |   310553727
    num misses                       |     988856 |     3913723 |     661938 |     816141 |      250488 |       93855 |     227663 |     1518947
    miss rate                        |      0.54% |       0.71% |      0.71% |      0.23% |       0.05% |       0.01% |      0.15% |       0.49%
    mpki                             |       2.09 |        2.99 |       2.65 |       1.17 |        0.22 |        0.08 |       0.54 |        1.35
  L2 TLB                             |            |             |            |            |             |             |            |            
    num accesses                     |     989023 |     3913741 |     661952 |     816207 |      250955 |       93898 |     227710 |     1518989
    num misses                       |      93659 |       29972 |     661946 |      10427 |        7947 |       27503 |      71417 |      474646
    miss rate                        |      9.47% |       0.77% |    100.00% |      1.28% |       3.17% |      29.29% |     31.36% |      31.25%
    mpki                             |       0.20 |        0.02 |       2.65 |       0.02 |        0.01 |        0.02 |       0.17 |        0.42
Cache Summary                        |            |             |            |            |             |             |            |            
  Cache L1-I                         |            |             |            |            |             |             |            |            
    num cache accesses               |   66724983 |   158897749 |   27532058 |   66266582 |   128132408 |    92681306 |   41938132 |    94701295
    num cache misses                 |    3944489 |     1406063 |       9598 |      45695 |     1637010 |       62360 |      27050 |      126434
    miss rate                        |      5.91% |       0.88% |      0.03% |      0.07% |       1.28% |       0.07% |      0.06% |       0.13%
    mpki                             |       8.33 |        1.07 |       0.04 |       0.07 |        1.45 |        0.05 |       0.06 |        0.11
  Cache L1-D                         |            |             |            |            |             |             |            |            
    num cache accesses               |  184664231 |   552234709 |   93614435 |  354882723 |   471189885 |   697135235 |  147996704 |   310553727
    num cache misses                 |    3085375 |     2746731 |    7293809 |    5494577 |     4066287 |     6354129 |    5218338 |    16575879
    miss rate                        |      1.67% |       0.50% |      7.79% |      1.55% |       0.86% |       0.91% |      3.53% |       5.34%
    mpki                             |       6.52 |        2.10 |      29.18 |       7.90 |        3.61 |        5.24 |      12.49 |       14.69
  Cache L2                           |            |             |            |            |             |             |            |            
    num cache accesses               |    7226683 |     4232853 |    8248244 |    5751609 |     5726524 |     6425185 |    5972232 |    16731694
    num cache misses                 |    2817433 |      433313 |    7303374 |    1473139 |     1063988 |     3916481 |    3959868 |    14426915
    miss rate                        |     38.99% |      10.24% |     88.54% |     25.61% |      18.58% |      60.96% |     66.30% |      86.23%
    mpki                             |       5.95 |        0.33 |      29.21 |       2.12 |        0.94 |        3.23 |       9.48 |       12.79
  Cache L3                           |            |             |            |            |             |             |            |            
    num cache accesses               |    3014724 |      514124 |    8248211 |    1684853 |     1094492 |     3926073 |    4723481 |    14456441
    num cache misses                 |    1273242 |      388435 |    7293525 |     925030 |      457727 |     1952975 |    3849271 |     1327205
    miss rate                        |     42.23% |      75.55% |     88.43% |     54.90% |      41.82% |      49.74% |     81.49% |       9.18%
    mpki                             |       2.69 |        0.30 |      29.17 |       1.33 |        0.41 |        1.61 |       9.21 |        1.18
DRAM summary                         |            |             |            |            |             |             |            |            
  num dram accesses                  |   25120518 |           0 |          0 |          0 |           0 |           0 |          0 |           0
  average dram access latency (ns)   |     173.55 |         inf |        inf |        inf |         inf |         inf |        inf |         inf
  average dram queueing delay        |      63.54 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     86.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |             |            |            |             |             |            |            
  num loads from dram                |          0 |           0 |          0 |          0 |           0 |           0 |          0 |           0
  num loads from dram cache          |          0 |           0 |          0 |          0 |           0 |           0 |          0 |           0
  num loads from remote cache        |          0 |           0 |          0 |          0 |           0 |           0 |          0 |           0
