                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   249999886 |  1448363220 |  1913059168 |  3883589294 |  1687635193 |   670326397 |   621796112 |  1467881409 |   300821077 |  2253125709 |   591960436 |  1808323280 |   890912874 |  1100793531 |  2546641017 |  1267486306
  Cycles                             |  1798457277 |  1798461574 |  1798461302 |  1798461244 |  1798461188 |  1798461326 |  1798461330 |  1798461301 |  1798461639 |  1798461419 |  1798461626 |  1798461294 |  1798461300 |  1798461562 |  1798461758 |  1798461701
  IPC                                |        0.14 |        0.81 |        1.06 |        2.16 |        0.94 |        0.37 |        0.35 |        0.82 |        0.17 |        1.25 |        0.33 |        1.01 |        0.50 |        0.61 |        1.42 |        0.70
  Time (ns)                          |   599485759 |   599487192 |   599487101 |   599487082 |   599487063 |   599487109 |   599487110 |   599487101 |   599487213 |   599487140 |   599487209 |   599487098 |   599487100 |   599487188 |   599487253 |   599487234
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    34399075 |    74641114 |   169267964 |   178834909 |    96504424 |    40722524 |    33662280 |   224516686 |    50353750 |    99492263 |    36426033 |   145455356 |    19997082 |    21940375 |   169420320 |   191085520
  num incorrect                      |     4720676 |    56479423 |    28280172 |     1486763 |    16357060 |    24506284 |      787311 |    57511816 |     4631204 |     5649739 |     1152937 |    24445934 |      354816 |     3265695 |    29126642 |    21518897
  misprediction rate                 |      12.07% |      43.07% |      14.32% |       0.82% |      14.49% |      37.57% |       2.29% |      20.39% |       8.42% |       5.37% |       3.07% |      14.39% |       1.74% |      12.96% |      14.67% |      10.12%
  mpki                               |       18.88 |       39.00 |       14.78 |        0.38 |        9.69 |       36.56 |        1.27 |       39.18 |       15.40 |        2.51 |        1.95 |       13.52 |        0.40 |        2.97 |       11.44 |       16.98
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
