                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   398759794 |   610861794 |  1169616556 |   249999981
  Cycles                             |  1844698296 |  1844698290 |  1844698201 |  1844694713
  IPC                                |        0.22 |        0.33 |        0.63 |        0.14
  Time (ns)                          |   614899432 |   614899430 |   614899400 |   614898238
Branch predictor stats               |             |             |             |            
  num correct                        |    65855312 |    11812179 |   177190168 |    58565837
  num incorrect                      |     4130640 |    16303034 |    38689294 |     6500447
  misprediction rate                 |       5.90% |      57.99% |      17.92% |       9.99%
  mpki                               |       10.36 |       26.69 |       33.08 |       26.00
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    66635074 |    67608684 |   161753000 |    21135842
    num misses                       |           4 |          14 |         274 |       17441
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.08%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.07
  D-TLB                              |             |             |             |            
    num accesses                     |   122204046 |   227702527 |   454435717 |    86633855
    num misses                       |      145056 |     1623862 |     2395950 |     1331667
    miss rate                        |       0.12% |       0.71% |       0.53% |       1.54%
    mpki                             |        0.36 |        2.66 |        2.05 |        5.33
  L2 TLB                             |             |             |             |            
    num accesses                     |      145060 |     1623876 |     2396224 |     1349108
    num misses                       |      145060 |     1623857 |      214968 |     1140468
    miss rate                        |     100.00% |     100.00% |       8.97% |      84.53%
    mpki                             |        0.36 |        2.66 |        0.18 |        4.56
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    66635074 |    67608684 |   161753000 |    21135842
    num cache misses                 |        7041 |       27339 |     9498671 |      366385
    miss rate                        |       0.01% |       0.04% |       5.87% |       1.73%
    mpki                             |        0.02 |        0.04 |        8.12 |        1.47
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   122204046 |   227702527 |   454435717 |    86633855
    num cache misses                 |     9283292 |    17659232 |     9509216 |     7426225
    miss rate                        |       7.60% |       7.76% |       2.09% |       8.57%
    mpki                             |       23.28 |       28.91 |        8.13 |       29.70
  Cache L2                           |             |             |             |            
    num cache accesses               |    12507414 |    20041465 |    19464146 |     7812483
    num cache misses                 |     9290333 |    17686433 |     8854827 |     7407648
    miss rate                        |      74.28% |      88.25% |      45.49% |      94.82%
    mpki                             |       23.30 |       28.95 |        7.57 |       29.63
  Cache L3                           |             |             |             |            
    num cache accesses               |    12507414 |    20041327 |     9313357 |     7428383
    num cache misses                 |     9283590 |    17661398 |     2751435 |     7113563
    miss rate                        |      74.22% |      88.12% |      29.54% |      95.76%
    mpki                             |       23.28 |       28.91 |        2.35 |       28.45
DRAM summary                         |             |             |             |            
  num dram accesses                  |    48474612 |           0 |           0 |           0
  average dram access latency (ns)   |      148.96 |         inf |         inf |         inf
  average dram queueing delay        |       38.95 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      78.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
