                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5       | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     
  Instructions                       |  1546715921 |  7021027604 |   944033773 |  6230260625 |  3943368164 |  10772393362 |  2055160982 |  6800318343 |  6167001125 |  5950561090 |  5060834387 |  3284484594 |  1232781646 |   249999989 |  6812123065 |  11259058422
  Cycles                             |  8659944966 |  8659945209 |  8659945097 |  8659945011 |  8659944925 |   8659944943 |  8659945047 |  8659944998 |  8659944971 |  8659945201 |  8659944902 |  8659945031 |  8659945147 |  8659925196 |  8659945017 |   8659945462
  IPC                                |        0.18 |        0.81 |        0.11 |        0.72 |        0.46 |         1.24 |        0.24 |        0.79 |        0.71 |        0.69 |        0.58 |        0.38 |        0.14 |        0.03 |        0.79 |         1.30
  Time (ns)                          |  2886648322 |  2886648403 |  2886648366 |  2886648337 |  2886648308 |   2886648314 |  2886648349 |  2886648333 |  2886648324 |  2886648400 |  2886648301 |  2886648344 |  2886648382 |  2886641732 |  2886648339 |   2886648487
Branch predictor stats               |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
  num correct                        |    14044318 |   399909723 |   159358429 |   802673924 |     5132845 |    955124054 |   127238551 |  1255003108 |   332477904 |   109765696 |   548112440 |   501088244 |    97744283 |    43244780 |  1041312683 |    497217309
  num incorrect                      |       94082 |    67609701 |    14744926 |   187162804 |       86986 |    159332837 |     4295320 |    85615204 |   234101916 |    16660735 |    83508296 |   106870840 |     7996212 |    11689069 |   266967661 |     28228260
  misprediction rate                 |       0.67% |      14.46% |       8.47% |      18.91% |       1.67% |       14.30% |       3.27% |       6.39% |      41.32% |      13.18% |      13.22% |      17.58% |       7.56% |      21.28% |      20.41% |        5.37%
  mpki                               |        0.06 |        9.63 |       15.62 |       30.04 |        0.02 |        14.79 |        2.09 |       12.59 |       37.96 |        2.80 |       16.50 |       32.54 |        6.49 |       46.76 |       39.19 |         2.51
TLB Summary                          |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num accesses                     |   136700946 |   788168401 |   109458154 |   873705446 |   451709242 |   1223218021 |   195178515 |  1115082355 |   502489178 |   566252610 |   595850804 |   452442627 |   103242979 |    23761816 |   886258230 |   1072156736
    num misses                       |           3 |          56 |          42 |         370 |           6 |         3627 |          22 |          39 |          52 |         150 |          10 |         596 |          42 |           3 |          19 |            8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  D-TLB                              |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num accesses                     |   421338828 |  3299829808 |   328420526 |  2433161133 |  2949791597 |   4503936788 |   680143618 |  2216216174 |  1818570066 |  3025894734 |  2274655904 |  1273830028 |   339358371 |    88558906 |  2293046820 |   3422721192
    num misses                       |      753288 |     2132452 |     5640067 |     4374234 |   106297233 |      2369370 |     5517166 |          23 |      108561 |     6722015 |    23029131 |     6769529 |     1660331 |    21159626 |    10152514 |      1100094
    miss rate                        |       0.18% |       0.06% |       1.72% |       0.18% |       3.60% |        0.05% |       0.81% |       0.00% |       0.01% |       0.22% |       1.01% |       0.53% |       0.49% |      23.89% |       0.44% |        0.03%
    mpki                             |        0.49 |        0.30 |        5.97 |        0.70 |       26.96 |         0.22 |        2.68 |        0.00 |        0.02 |        1.13 |        4.55 |        2.06 |        1.35 |       84.64 |        1.49 |         0.10
  L2 TLB                             |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num accesses                     |      753291 |     2132508 |     5640109 |     4374604 |   106297239 |      2372997 |     5517188 |          62 |      108613 |     6722165 |    23029141 |     6770125 |     1660373 |    21159629 |    10152533 |      1100102
    num misses                       |      752723 |      336236 |     1525266 |      695164 |    75894053 |        74905 |      535727 |          62 |       96840 |       91494 |     2040266 |      661839 |      515967 |    10898091 |     2125647 |        27179
    miss rate                        |      99.92% |      15.77% |      27.04% |      15.89% |      71.40% |        3.16% |       9.71% |     100.00% |      89.16% |       1.36% |       8.86% |       9.78% |      31.08% |      51.50% |      20.94% |        2.47%
    mpki                             |        0.49 |        0.05 |        1.62 |        0.11 |       19.25 |         0.01 |        0.26 |        0.00 |        0.02 |        0.02 |        0.40 |        0.20 |        0.42 |       43.59 |        0.31 |         0.00
Cache Summary                        |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num cache accesses               |   136700946 |   788168401 |   109458154 |   873705446 |   451709242 |   1223218021 |   195178515 |  1115082355 |   502489178 |   566252610 |   595850804 |   452442627 |   103242979 |    23761816 |   886258230 |   1072156736
    num cache misses                 |      439189 |     1605494 |       79636 |    25507227 |      840494 |     15110817 |      563760 |    14257435 |      105376 |      274094 |      219210 |    25763686 |      138285 |      105921 |     3408650 |        85641
    miss rate                        |       0.32% |       0.20% |       0.07% |       2.92% |       0.19% |        1.24% |       0.29% |       1.28% |       0.02% |       0.05% |       0.04% |       5.69% |       0.13% |       0.45% |       0.38% |        0.01%
    mpki                             |        0.28 |        0.23 |        0.08 |        4.09 |        0.21 |         1.40 |        0.27 |        2.10 |        0.02 |        0.05 |        0.04 |        7.84 |        0.11 |        0.42 |        0.50 |         0.01
  Cache L1-D                         |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num cache accesses               |   421338828 |  3299829808 |   328420526 |  2433161133 |  2949791597 |   4503936788 |   680143618 |  2216216174 |  1818570066 |  3025894734 |  2274655904 |  1273830028 |   339358371 |    88558906 |  2293046820 |   3422721192
    num cache misses                 |    79502143 |    19876807 |    38342337 |    30053732 |    32293118 |     41312290 |    39190633 |     1349105 |     6662931 |    46229746 |    72817342 |    29729736 |    18126311 |    28757354 |     8804023 |     90672638
    miss rate                        |      18.87% |       0.60% |      11.67% |       1.24% |       1.09% |        0.92% |       5.76% |       0.06% |       0.37% |       1.53% |       3.20% |       2.33% |       5.34% |      32.47% |       0.38% |        2.65%
    mpki                             |       51.40 |        2.83 |       40.62 |        4.82 |        8.19 |         3.84 |       19.07 |        0.20 |        1.08 |        7.77 |       14.39 |        9.05 |       14.70 |      115.03 |        1.29 |         8.05
  Cache L2                           |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num cache accesses               |    79941352 |    21513395 |    42026710 |    57138750 |    33137213 |     56563566 |    42604127 |    15888191 |     6942971 |    47384372 |    73785570 |    56800421 |    18421253 |    32570491 |    14110221 |     91105558
    num cache misses                 |    48692863 |    12183439 |    31300011 |    15470580 |    22360910 |      9287702 |    12189029 |     5349153 |     6454165 |    11166539 |    39760765 |    27319464 |    15777639 |    22327795 |     3870746 |      2242821
    miss rate                        |      60.91% |      56.63% |      74.48% |      27.08% |      67.48% |       16.42% |      28.61% |      33.67% |      92.96% |      23.57% |      53.89% |      48.10% |      85.65% |      68.55% |      27.43% |        2.46%
    mpki                             |       31.48 |        1.74 |       33.16 |        2.48 |        5.67 |         0.86 |        5.93 |        0.79 |        1.05 |        1.88 |        7.86 |        8.32 |       12.80 |       89.31 |        0.57 |         0.20
  Cache L3                           |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num cache accesses               |    48692883 |    12225608 |    34907763 |    17075852 |    22365094 |      9442503 |    15060391 |     5630814 |     6632694 |    12050646 |    40591881 |    28630644 |    15934706 |    26080935 |     5806667 |      2600949
