                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  505125433 |  696562725 |  793486347 |  249999984
  Cycles                             |  767025214 |  767025005 |  767025004 |  767022769
  IPC                                |       0.66 |       0.91 |       1.03 |       0.33
  Time (ns)                          |  255675072 |  255675002 |  255675002 |  255674257
Branch predictor stats               |            |            |            |           
  num correct                        |   76124643 |   32069859 |   44552748 |   15199251
  num incorrect                      |    8584260 |     265398 |    7570470 |    9146162
  misprediction rate                 |     10.13% |      0.82% |     14.52% |     37.57%
  mpki                               |      16.99 |       0.38 |       9.54 |      36.58
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   80907276 |   53285689 |   88538420 |   29844534
    num misses                       |       3063 |         43 |         56 |         10
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  203779323 |  400825920 |  374648096 |  114926447
    num misses                       |    1168488 |      53662 |     239808 |     791201
    miss rate                        |      0.57% |      0.01% |      0.06% |      0.69%
    mpki                             |       2.31 |       0.08 |       0.30 |       3.16
  L2 TLB                             |            |            |            |           
    num accesses                     |    1171551 |      53705 |     239864 |     791211
    num misses                       |     168460 |      16254 |      38040 |     629351
    miss rate                        |     14.38% |     30.27% |     15.86% |     79.54%
    mpki                             |       0.33 |       0.02 |       0.05 |       2.52
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   80907276 |   53285689 |   88538420 |   29844534
    num cache misses                 |    1714930 |      40716 |     305672 |      84089
    miss rate                        |      2.12% |      0.08% |      0.35% |      0.28%
    mpki                             |       3.40 |       0.06 |       0.39 |       0.34
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  203779323 |  400825920 |  374648096 |  114926447
    num cache misses                 |    2110243 |    4687035 |    2425591 |    2273633
    miss rate                        |      1.04% |      1.17% |      0.65% |      1.98%
    mpki                             |       4.18 |       6.73 |       3.06 |       9.09
  Cache L2                           |            |            |            |           
    num cache accesses               |    4034501 |    4782330 |    2758863 |    2739489
    num cache misses                 |    1980205 |    3511970 |    1976518 |    2258244
    miss rate                        |     49.08% |     73.44% |     71.64% |     82.43%
    mpki                             |       3.92 |       5.04 |       2.49 |       9.03
  Cache L3                           |            |            |            |           
    num cache accesses               |    2191295 |    3568847 |    2006153 |    2647978
    num cache misses                 |    1884634 |    3463746 |    1950140 |    2243899
    miss rate                        |     86.01% |     97.06% |     97.21% |     84.74%
    mpki                             |       3.73 |       4.97 |       2.46 |       8.98
DRAM summary                         |            |            |            |           
  num dram accesses                  |   13675743 |          0 |          0 |          0
  average dram access latency (ns)   |     117.40 |        inf |        inf |        inf
  average dram queueing delay        |       7.39 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     53.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
