                                   | Core 0    
  Instructions                     |  249999969
  Cycles                           |  214193426
  IPC                              |       1.17
  Time (ns)                        |   71397809
Branch predictor stats             |           
  num correct                      |   32217105
  num incorrect                    |    7507996
  misprediction rate               |     18.90%
  mpki                             |      30.03
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   35058549
    num misses                     |        106
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   97606891
    num misses                     |     176163
    miss rate                      |      0.18%
    mpki                           |       0.70
  L2 TLB                           |           
    num accesses                   |     176269
    num misses                     |      28108
    miss rate                      |     15.95%
    mpki                           |       0.11
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   35058549
    num cache misses               |    1066721
    miss rate                      |      3.04%
    mpki                           |       4.27
  Cache L1-D                       |           
    num cache accesses             |   97606891
    num cache misses               |    1199496
    miss rate                      |      1.23%
    mpki                           |       4.80
  Cache L2                         |           
    num cache accesses             |    2299005
    num cache misses               |    1024752
    miss rate                      |     44.57%
    mpki                           |       4.10
  Cache L3                         |           
    num cache accesses             |    1057619
    num cache misses               |      58019
    miss rate                      |      5.49%
    mpki                           |       0.23
DRAM summary                       |           
  num dram accesses                |      58465
  average dram access latency (ns) |      56.24
  average dram queueing delay      |       1.23
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
