                                   | Core 0    
  Instructions                     |  249999879
  Cycles                           |  298472288
  IPC                              |       0.84
  Time (ns)                        |   99490763
Branch predictor stats             |           
  num correct                      |    5768210
  num incorrect                    |     102901
  misprediction rate               |      1.75%
  mpki                             |       0.41
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   22339856
    num misses                     |          4
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   98207449
    num misses                     |      52384
    miss rate                      |      0.05%
    mpki                           |       0.21
  L2 TLB                           |           
    num accesses                   |      52388
    num misses                     |      27303
    miss rate                      |     52.12%
    mpki                           |       0.11
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   22339856
    num cache misses               |      29528
    miss rate                      |      0.13%
    mpki                           |       0.12
  Cache L1-D                       |           
    num cache accesses             |   98207449
    num cache misses               |    2547268
    miss rate                      |      2.59%
    mpki                           |      10.19
  Cache L2                         |           
    num cache accesses             |    2593803
    num cache misses               |    1836788
    miss rate                      |     70.81%
    mpki                           |       7.35
  Cache L3                         |           
    num cache accesses             |    1859684
    num cache misses               |    1798951
    miss rate                      |     96.73%
    mpki                           |       7.20
DRAM summary                       |           
  num dram accesses                |    2278487
  average dram access latency (ns) |     107.20
  average dram queueing delay      |      22.16
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
