                                     | Core 0      | Core 1       | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1153566517 |  11228396028 |   447818877 |  6037226630 |   460919173 |  7785729974 |  3207888248 |   495565939 |   874211277 |  1756629943 |  1076539648 |  3946780319 |   249999981 |   680498225 |  9341469428 |  7465135144
  Cycles                             |  6193556105 |   6193555213 |  6193556399 |  6193555210 |  6193556545 |  6193555200 |  6193555200 |  6193555396 |  6193555633 |  6193556227 |  6193556756 |  6193555692 |  6193550965 |  6193556328 |  6193555208 |  6193556274
  IPC                                |        0.19 |         1.81 |        0.07 |        0.97 |        0.07 |        1.26 |        0.52 |        0.08 |        0.14 |        0.28 |        0.17 |        0.64 |        0.04 |        0.11 |        1.51 |        1.21
  Time (ns)                          |  2064518702 |   2064518404 |  2064518800 |  2064518403 |  2064518848 |  2064518400 |  2064518400 |  2064518465 |  2064518544 |  2064518742 |  2064518919 |  2064518564 |  2064516988 |  2064518776 |  2064518403 |  2064518758
Branch predictor stats               |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    61780350 |   2072205707 |    74342071 |   535406983 |    63370694 |  1038462546 |   483849802 |    84175243 |     7924376 |    40497819 |    35266686 |   211027977 |    58565837 |    12590336 |   622377507 |   329493910
  num incorrect                      |     1445299 |    141362987 |     4497068 |    89305675 |     8715401 |   104610630 |    54352408 |     7732095 |       53056 |      722346 |    16619077 |   150622680 |     6500447 |    17548085 |   106847604 |    18703370
  misprediction rate                 |       2.29% |        6.39% |       5.70% |      14.30% |      12.09% |       9.15% |      10.10% |       8.41% |       0.67% |       1.75% |      32.03% |      41.65% |       9.99% |      58.22% |      14.65% |       5.37%
  mpki                               |        1.25 |        12.59 |       10.04 |       14.79 |       18.91 |       13.44 |       16.94 |       15.60 |        0.06 |        0.41 |       15.44 |       38.16 |       26.00 |       25.79 |       11.44 |        2.51
TLB Summary                          |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
