                                   | Core 0    
  Instructions                     |  499999987
  Cycles                           |  569262907
  IPC                              |       0.88
  Time (ns)                        |  189754303
Branch predictor stats             |           
  num correct                      |   31054328
  num incorrect                    |   18596704
  misprediction rate               |     37.45%
  mpki                             |      37.19
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   60169693
    num misses                     |         10
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  228459203
    num misses                     |    1651701
    miss rate                      |      0.72%
    mpki                           |       3.30
  L2 TLB                           |           
    num accesses                   |    1651711
    num misses                     |    1295103
    miss rate                      |     78.41%
    mpki                           |       2.59
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   60169693
    num cache misses               |      27470
    miss rate                      |      0.05%
    mpki                           |       0.05
  Cache L1-D                       |           
    num cache accesses             |  228459203
    num cache misses               |    3383996
    miss rate                      |      1.48%
    mpki                           |       6.77
  Cache L2                         |           
    num cache accesses             |    3633648
    num cache misses               |    3212042
    miss rate                      |     88.40%
    mpki                           |       6.42
  Cache L3                         |           
    num cache accesses             |    3476760
    num cache misses               |     811383
    miss rate                      |     23.34%
    mpki                           |       1.62
DRAM summary                       |           
  num dram accesses                |    1356839
  average dram access latency (ns) |      50.11
  average dram queueing delay      |       0.10
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
