                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  4082621828 |  3643446194 |  2295750471 |   470951822 |  1157892127 |  8194339493 |  4327228915 |  7109699184 |  1690992424 |   249999981 |  6353227425 |   677591267 |  5575869996 |  9068437118 |   849417836 |  1961166628
  Cycles                             |  5201446495 |  5201446500 |  5201446500 |  5201446500 |  5201446863 |  5201446422 |  5201446587 |  5201446464 |  5201446374 |  5201442540 |  5201446406 |  5201447099 |  5201446387 |  5201446492 |  5201446503 |  5201447102
  IPC                                |        0.78 |        0.70 |        0.44 |        0.09 |        0.22 |        1.58 |        0.83 |        1.37 |        0.33 |        0.05 |        1.22 |        0.13 |        1.07 |        1.74 |        0.16 |        0.38
  Time (ns)                          |  1733815499 |  1733815500 |  1733815500 |  1733815500 |  1733815621 |  1733815474 |  1733815529 |  1733815488 |  1733815458 |  1733814180 |  1733815469 |  1733815700 |  1733815463 |  1733815498 |  1733815501 |  1733815701
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   442218289 |   195107719 |   139556832 |    64751492 |    61951257 |   546221655 |   557381003 |   571733699 |    38713539 |    58565837 |   279712276 |    12557819 |   256766675 |  1673584930 |     7702728 |   297715797
  num incorrect                      |    67385782 |   138803563 |    83977453 |     8898523 |     1449329 |    93666967 |   130090289 |    96037890 |      689607 |     6500447 |    15888606 |    17496058 |     2135598 |   114170212 |       51576 |    64568727
  misprediction rate                 |      13.22% |      41.57% |      37.57% |      12.08% |       2.29% |      14.64% |      18.92% |      14.38% |       1.75% |       9.99% |       5.38% |      58.22% |       0.82% |       6.39% |       0.67% |      17.82%
  mpki                               |       16.51 |       38.10 |       36.58 |       18.89 |        1.25 |       11.43 |       30.06 |       13.51 |        0.41 |       26.00 |        2.50 |       25.82 |        0.38 |       12.59 |        0.06 |       32.92
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   480586809 |   296008368 |   274027323 |    82490798 |   115714059 |   994289416 |   606689403 |  1041463954 |   151418166 |    21135842 |   605695960 |    73424666 |   426574934 |  1486996846 |    75072233 |   271043733
    num misses                       |          10 |          52 |          10 |          92 |          47 |          18 |         288 |          65 |           4 |       17441 |           8 |          14 |          43 |          39 |           3 |         394
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  1834881582 |  1073089847 |  1055570121 |   219463327 |   404459886 |  3455054876 |  1690166771 |  3408749192 |   665467163 |    86633855 |  1934693786 |   247009337 |  3208546073 |  2955391254 |   231250811 |   761540774
    num misses                       |    18600054 |       63471 |     7259630 |     8542472 |      610901 |    24512050 |     3021707 |    19011954 |      351140 |     1331676 |      612542 |     1715270 |      432394 |          23 |      412853 |     4042531
    miss rate                        |       1.01% |       0.01% |       0.69% |       3.89% |       0.15% |       0.71% |       0.18% |       0.56% |       0.05% |       1.54% |       0.03% |       0.69% |       0.01% |       0.00% |       0.18% |       0.53%
    mpki                             |        4.56 |        0.02 |        3.16 |       18.14 |        0.53 |        2.99 |        0.70 |        2.67 |        0.21 |        5.33 |        0.10 |        2.53 |        0.08 |        0.00 |        0.49 |        2.06
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    18600064 |       63523 |     7259640 |     8542564 |      610948 |    24512068 |     3021995 |    19012019 |      351144 |     1349117 |      612550 |     1715284 |      432437 |          62 |      412856 |     4042925
    num misses                       |     1651635 |       56600 |     5772021 |     2549578 |      191069 |      187236 |      481998 |      121105 |      185444 |     1140468 |       15338 |     1715265 |      124432 |          62 |      412542 |      372130
    miss rate                        |       8.88% |      89.10% |      79.51% |      29.85% |      31.27% |       0.76% |      15.95% |       0.64% |      52.81% |      84.53% |       2.50% |     100.00% |      28.77% |     100.00% |      99.92% |       9.20%
    mpki                             |        0.40 |        0.02 |        2.51 |        5.41 |        0.17 |        0.02 |        0.11 |        0.02 |        0.11 |        4.56 |        0.00 |        2.53 |        0.02 |        0.00 |        0.49 |        0.19
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   480586809 |   296008368 |   274027323 |    82490798 |   115714059 |   994289416 |   606689403 |  1041463954 |   151418166 |    21135842 |   605695960 |    73424666 |   426574934 |  1486996846 |    75072233 |   271043733
