                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  619503672 |  249999898 |  366813384 |  483509230
  Cycles                             |  768750442 |  768749195 |  768750503 |  768750820
  IPC                                |       0.81 |       0.33 |       0.48 |       0.63
  Time (ns)                          |  256250147 |  256249732 |  256250168 |  256250273
Branch predictor stats               |            |            |            |           
  num correct                        |     808078 |    4856955 |   22352290 |   72772555
  num incorrect                      |      13696 |    6669357 |     766599 |   16223231
  misprediction rate                 |      1.67% |     57.86% |      3.32% |     18.23%
  mpki                               |       0.02 |      26.68 |       2.09 |      33.55
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   70958646 |   27532058 |   35023951 |   67571884
    num misses                       |          6 |         14 |         22 |        170
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  463429658 |   93614435 |  122080879 |  188236499
    num misses                       |   16825760 |     661938 |    1057281 |    1008152
    miss rate                        |      3.63% |      0.71% |      0.87% |      0.54%
    mpki                             |      27.16 |       2.65 |       2.88 |       2.09
  L2 TLB                             |            |            |            |           
    num accesses                     |   16825766 |     661952 |    1057303 |    1008322
    num misses                       |   12081218 |     661946 |      88887 |     100457
    miss rate                        |     71.80% |    100.00% |      8.41% |      9.96%
    mpki                             |      19.50 |       2.65 |       0.24 |       0.21
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   70958646 |   27532058 |   35023951 |   67571884
    num cache misses                 |     385642 |      21124 |     263660 |    3980417
    miss rate                        |      0.54% |      0.08% |      0.75% |      5.89%
    mpki                             |       0.62 |       0.08 |       0.72 |       8.23
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  463429658 |   93614435 |  122080879 |  188236499
    num cache misses                 |    5131513 |    7295465 |    7411528 |    3756849
    miss rate                        |      1.11% |      7.79% |      6.07% |      2.00%
    mpki                             |       8.28 |      29.18 |      20.21 |       7.77
  Cache L2                           |            |            |            |           
    num cache accesses               |    5528093 |    8261751 |    8293009 |    7930737
    num cache misses                 |    4079872 |    7316589 |    3787828 |    3655884
    miss rate                        |     73.80% |     88.56% |     45.67% |     46.10%
    mpki                             |       6.59 |      29.27 |      10.33 |       7.56
  Cache L3                           |            |            |            |           
    num cache accesses               |    4090877 |    8261751 |    4411013 |    3849694
    num cache misses                 |    3517743 |    7293035 |    2263139 |    1160734
    miss rate                        |     85.99% |     88.27% |     51.31% |     30.15%
    mpki                             |       5.68 |      29.17 |       6.17 |       2.40
DRAM summary                         |            |            |            |           
  num dram accesses                  |   19578228 |          0 |          0 |          0
  average dram access latency (ns)   |     155.28 |        inf |        inf |        inf
  average dram queueing delay        |      45.27 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     76.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
