                                     | Core 0      | Core 1      | Core 2      | Core 3       | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12      | Core 13     | Core 14      | Core 15    
  Instructions                       |  1480030505 |  7454797041 |  1357153216 |  13451592482 |  1178237916 |   249999989 |  2005716346 |   851893780 |  7139597493 |  2986387197 |  3356363946 |  6410637040 |  15108480460 |  6449084096 |  11918422376 |   426276462
  Cycles                             |  9394891300 |  9394890613 |  9394891339 |   9394890277 |  9394891205 |  9394876359 |  9394890435 |  9394893229 |  9394891403 |  9394890300 |  9394890300 |  9394891443 |   9394890300 |  9394890421 |   9394890300 |  9394891824
  IPC                                |        0.16 |        0.79 |        0.14 |         1.43 |        0.13 |        0.03 |        0.21 |        0.09 |        0.76 |        0.32 |        0.36 |        0.68 |         1.61 |        0.69 |         1.27 |        0.05
  Time (ns)                          |  3131630433 |  3131630204 |  3131630446 |   3131630092 |  3131630402 |  3131625453 |  3131630145 |  3131631076 |  3131630468 |  3131630100 |  3131630100 |  3131630481 |   3131630100 |  3131630140 |   3131630100 |  3131630608
Branch predictor stats               |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
  num correct                        |    13413065 |  1139873926 |   107566729 |   1191102648 |    22279036 |    43244780 |   107344206 |   117161550 |   774311718 |    68834862 |   511517481 |   966959451 |   1006673242 |   348386438 |    525708806 |    99855053
  num incorrect                      |       89798 |   292011958 |     8799393 |    198675023 |    30846271 |    11689069 |     2511208 |    16089630 |   118085935 |     1227783 |   109489422 |   108603011 |    172815669 |   244765943 |     29859008 |    11082374
  misprediction rate                 |       0.67% |      20.39% |       7.56% |       14.30% |      58.06% |      21.28% |       2.29% |      12.07% |      13.23% |       1.75% |      17.63% |      10.10% |       14.65% |      41.27% |        5.37% |       9.99%
  mpki                               |        0.06 |       39.17 |        6.48 |        14.77 |       26.18 |       46.76 |        1.25 |       18.89 |       16.54 |        0.41 |       32.62 |       16.94 |        11.44 |       37.95 |         2.51 |       26.00
TLB Summary                          |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
  I-TLB                              |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
    num accesses                     |   130805533 |   969812661 |   114054404 |   1527244520 |   128545200 |    23761816 |   199755533 |   149289541 |   840831994 |   266933623 |   462637634 |  1026253794 |   1833308567 |   524610292 |   1135418008 |    36006320
    num misses                       |           3 |          19 |          42 |         4507 |          14 |           3 |          47 |         101 |          10 |           4 |         596 |       37258 |           18 |          52 |            8 |       29907
    miss rate                        |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |        0.00% |       0.08%
    mpki                             |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |         0.00 |        0.00 |         0.00 |        0.07
  D-TLB                              |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
    num accesses                     |   402819093 |  2509445271 |   373574799 |   5625285462 |   434424859 |    88558906 |   694828538 |   396985361 |  3208160725 |  1173416556 |  1302022140 |  2580691778 |   6371020152 |  1900935071 |   3625586760 |   147687448
    num misses                       |      718641 |    11104130 |     1825260 |      2967813 |     3039917 |    21159779 |     1081093 |    15473176 |    32243109 |      626428 |     6912728 |    14299303 |     45308325 |      114751 |      1160764 |     2293121
    miss rate                        |       0.18% |       0.44% |       0.49% |        0.05% |       0.70% |      23.89% |       0.16% |       3.90% |       1.01% |       0.05% |       0.53% |       0.55% |        0.71% |       0.01% |        0.03% |       1.55%
    mpki                             |        0.49 |        1.49 |        1.34 |         0.22 |        2.58 |       84.64 |        0.54 |       18.16 |        4.52 |        0.21 |        2.06 |        2.23 |         3.00 |        0.02 |         0.10 |        5.38
  L2 TLB                             |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
    num accesses                     |      718644 |    11104149 |     1825302 |      2972320 |     3039931 |    21159782 |     1081140 |    15473277 |    32243119 |      626432 |     6913324 |    14336561 |     45308343 |      114803 |      1160772 |     2323028
    num misses                       |      718096 |     2325605 |      569828 |        93648 |     3039896 |    10898304 |      329283 |     4639840 |     2855033 |      326195 |      666997 |     2040281 |       346028 |      102345 |        28700 |     1964430
    miss rate                        |      99.92% |      20.94% |      31.22% |        3.15% |     100.00% |      51.50% |      30.46% |      29.99% |       8.85% |      52.07% |       9.65% |      14.23% |        0.76% |      89.15% |        2.47% |      84.56%
    mpki                             |        0.49 |        0.31 |        0.42 |         0.01 |        2.58 |       43.59 |        0.16 |        5.45 |        0.40 |        0.11 |        0.20 |        0.32 |         0.02 |        0.02 |         0.00 |        4.61
Cache Summary                        |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
  Cache L1-I                         |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
    num cache accesses               |   130805533 |   969812661 |   114054404 |   1527244520 |   128545200 |    23761816 |   199755533 |   149289541 |   840831994 |   266933623 |   462637634 |  1026253794 |   1833308567 |   524610292 |   1135418008 |    36006320
    num cache misses                 |     1016204 |     4995839 |      217814 |     20945813 |       92202 |      189911 |      197884 |     3236979 |      616627 |      387927 |    26842307 |    19347490 |     15811994 |       83425 |       185395 |      708560
    miss rate                        |       0.78% |       0.52% |       0.19% |        1.37% |       0.07% |       0.80% |       0.10% |       2.17% |       0.07% |       0.15% |       5.80% |       1.89% |        0.86% |       0.02% |        0.02% |       1.97%
    mpki                             |        0.69 |        0.67 |        0.16 |         1.56 |        0.08 |        0.76 |        0.10 |        3.80 |        0.09 |        0.13 |        8.00 |        3.02 |         1.05 |        0.01 |         0.02 |        1.66
  Cache L1-D                         |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
    num cache accesses               |   402819093 |  2509445271 |   373574799 |   5625285462 |   434424859 |    88558906 |   694828538 |   396985361 |  3208160725 |  1173416556 |  1302022140 |  2580691778 |   6371020152 |  1900935071 |   3625586760 |   147687448
    num cache misses                 |    75923031 |    10327477 |    20003956 |     52206652 |    33495714 |    28753421 |    24535665 |    22641540 |   102879278 |    30452612 |    30597036 |    23943581 |     30084822 |     6871193 |     96446631 |    12728227
    miss rate                        |      18.85% |       0.41% |       5.35% |        0.93% |       7.71% |      32.47% |       3.53% |       5.70% |       3.21% |       2.60% |       2.35% |       0.93% |        0.47% |       0.36% |        2.66% |       8.62%
    mpki                             |       51.30 |        1.39 |       14.74 |         3.88 |       28.43 |      115.01 |       12.23 |       26.58 |       14.41 |       10.20 |        9.12 |        3.73 |         1.99 |        1.07 |         8.09 |       29.86
  Cache L2                           |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
    num cache accesses               |    76939253 |    17327347 |    20383686 |     73189402 |    37832203 |    32601483 |    28233144 |    30078020 |   104369195 |    30868766 |    58843515 |    44011024 |     46041357 |     7042630 |     97030671 |    13476072
    num cache misses                 |    50005442 |     6883225 |    18759413 |     28964026 |    33587916 |    24332745 |    19905817 |    22227366 |    72502011 |    21522299 |    29728730 |    23202526 |      4513559 |     6692219 |      3495161 |    12888631
    miss rate                        |      64.99% |      39.72% |      92.03% |       39.57% |      88.78% |      74.64% |      70.51% |      73.90% |      69.47% |      69.72% |      50.52% |      52.72% |        9.80% |      95.02% |        3.60% |      95.64%
    mpki                             |       33.79 |        0.92 |       13.82 |         2.15 |       28.51 |       97.33 |        9.92 |       26.09 |       10.15 |        7.21 |        8.86 |        3.62 |         0.30 |        1.04 |         0.29 |       30.24
  Cache L3                           |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
    num cache accesses               |    50005460 |     8920956 |    18921730 |     29001105 |    37832203 |    28015849 |    23464733 |    26433092 |    73427079 |    21566455 |    31134103 |    23925221 |      4659102 |     6782556 |      3898147 |    12928909
    num cache misses                 |    45843245 |     2910667 |    14314754 |       931703 |    33490301 |    16447121 |    17497074 |    14265802 |     7375860 |    20682790 |     7802121 |     6660309 |      1043111 |     6641927 |      2247487 |    12485510
    miss rate                        |      91.68% |      32.63% |      75.65% |        3.21% |      88.52% |      58.71% |      74.57% |      53.97% |      10.05% |      95.90% |      25.06% |      27.84% |       22.39% |      97.93% |       57.66% |      96.57%
