                                     | Core 0      | Core 1     | Core 2      | Core 3      | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  1246548056 |  572536302 |  1032089359 |  1284249322 |  414530588 |  249999888 |  648594801 |  784071372
  Cycles                             |   745199669 |  745200116 |   745199680 |   745199670 |  745200000 |  745198753 |  745199884 |  745199675
  IPC                                |        1.67 |       0.77 |        1.38 |        1.72 |       0.56 |       0.34 |       0.87 |       1.05
  Time (ns)                          |   248399890 |  248400039 |   248399894 |   248399890 |  248400000 |  248399585 |  248399962 |  248399892
Branch predictor stats               |             |            |             |             |            |            |            |           
  num correct                        |   166046198 |   13068349 |    82997301 |    85238686 |   22243287 |   19818647 |     841162 |  118012985
  num incorrect                      |    16803730 |     231354 |    13948990 |    14682409 |     520319 |    1620730 |      14256 |   13362144
  misprediction rate                 |       9.19% |      1.74% |      14.39% |      14.69% |      2.29% |      7.56% |      1.67% |     10.17%
  mpki                               |       13.48 |       0.40 |       13.52 |       11.43 |       1.26 |       6.48 |       0.02 |      17.04
TLB Summary                          |             |            |             |             |            |            |            |           
  I-TLB                              |             |            |             |             |            |            |            |           
    num accesses                     |   186767363 |   51763575 |   151201740 |   155727197 |   41590142 |   20925725 |   74304839 |  125683299
    num misses                       |         848 |          4 |          65 |          18 |         47 |         42 |          6 |       4959
    miss rate                        |       0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |             |            |             |             |            |            |            |           
    num accesses                     |   486278938 |  223637403 |   494807545 |   541191690 |  147112160 |   68803936 |  485143393 |  316744787
    num misses                       |      149632 |     112747 |     2763581 |     3825397 |     222884 |     336440 |   17520705 |    1828795
    miss rate                        |       0.03% |      0.05% |       0.56% |       0.71% |      0.15% |      0.49% |      3.61% |      0.58%
    mpki                             |        0.12 |       0.20 |        2.68 |        2.98 |       0.54 |       1.35 |      27.01 |       2.33
  L2 TLB                             |             |            |             |             |            |            |            |           
    num accesses                     |      150480 |     112751 |     2763646 |     3825415 |     222931 |     336482 |   17520711 |    1833754
    num misses                       |        4525 |      62235 |       17682 |       29481 |      70519 |     104714 |   12583277 |     263364
    miss rate                        |       3.01% |     55.20% |       0.64% |       0.77% |     31.63% |     31.12% |     71.82% |     14.36%
    mpki                             |        0.00 |       0.11 |        0.02 |        0.02 |       0.17 |       0.42 |      19.40 |       0.34
Cache Summary                        |             |            |             |             |            |            |            |           
  Cache L1-I                         |             |            |             |             |            |            |            |           
    num cache accesses               |   186767363 |   51763575 |   151201740 |   155727197 |   41590142 |   20925725 |   74304839 |  125683299
    num cache misses                 |     3859464 |      65737 |     5025219 |     1353907 |      42864 |      39874 |     314483 |    2477772
    miss rate                        |       2.07% |      0.13% |       3.32% |       0.87% |      0.10% |      0.19% |      0.42% |      1.97%
    mpki                             |        3.10 |       0.11 |        4.87 |        1.05 |       0.10 |       0.16 |       0.48 |       3.16
  Cache L1-D                         |             |            |             |             |            |            |            |           
    num cache accesses               |   486278938 |  223637403 |   494807545 |   541191690 |  147112160 |   68803936 |  485143393 |  316744787
    num cache misses                 |     6608763 |    5574159 |    16726834 |     2558562 |    5175229 |    3684815 |    5328537 |    3062717
    miss rate                        |       1.36% |      2.49% |       3.38% |       0.47% |      3.52% |      5.36% |      1.10% |      0.97%
    mpki                             |        5.30 |       9.74 |       16.21 |        1.99 |      12.48 |      14.74 |       8.22 |       3.91
  Cache L2                           |             |            |             |             |            |            |            |           
    num cache accesses               |    10516100 |    5640250 |    21759300 |     3932898 |    5894482 |    3754819 |    5643266 |    5644866
    num cache misses                 |      619834 |    4051644 |     3433321 |      436953 |    4227042 |    3453227 |    3955925 |    2990114
    miss rate                        |       5.89% |     71.83% |      15.78% |      11.11% |     71.71% |     91.97% |     70.10% |     52.97%
    mpki                             |        0.50 |       7.08 |        3.33 |        0.34 |      10.20 |      13.81 |       6.10 |       3.81
  Cache L3                           |             |            |             |             |            |            |            |           
    num cache accesses               |      667826 |    4052583 |     3442179 |      457895 |    4914738 |    3483435 |    3956247 |    3094890
    num cache misses                 |      335745 |    3904265 |      159452 |      138650 |    3666276 |    2986580 |    3357433 |     934466
    miss rate                        |      50.27% |     96.34% |       4.63% |      30.28% |     74.60% |     85.74% |     84.86% |     30.19%
    mpki                             |        0.27 |       6.82 |        0.15 |        0.11 |       8.84 |      11.95 |       5.18 |       1.19
DRAM summary                         |             |            |             |             |            |            |            |           
  num dram accesses                  |    19608653 |          0 |           0 |           0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      149.35 |        inf |         inf |         inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       39.34 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      79.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |             |            |             |             |            |            |            |           
  num loads from dram                |           0 |          0 |           0 |           0 |          0 |          0 |          0 |          0
  num loads from dram cache          |           0 |          0 |           0 |           0 |          0 |          0 |          0 |          0
  num loads from remote cache        |           0 |          0 |           0 |           0 |          0 |          0 |          0 |          0
