                                     | Core 0       | Core 1       | Core 2       | Core 3      
  Instructions                       |   1235103188 |   2218140614 |    969093786 |    249999981
  Cycles                             |  12609205639 |  12609208337 |  12609205960 |  12609202769
  IPC                                |         0.10 |         0.18 |         0.08 |         0.02
  Time (ns)                          |   4203068547 |   4203069446 |   4203068654 |   4203067590
Branch predictor stats               |              |              |              |             
  num correct                        |     41405969 |    337042586 |      8773271 |     58565837
  num incorrect                      |     19392041 |     72897994 |        58713 |      6500447
  misprediction rate                 |       31.90% |       17.78% |        0.66% |        9.99%
  mpki                               |        15.70 |        32.86 |         0.06 |        26.00
TLB Summary                          |              |              |              |             
  I-TLB                              |              |              |              |             
    num accesses                     |     97341859 |    306919202 |     85648323 |     21135842
    num misses                       |            3 |          432 |            3 |        17441
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.08%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.07
  D-TLB                              |              |              |              |             
    num accesses                     |    535657045 |    860713137 |    263629809 |     86633855
    num misses                       |       554252 |      4576635 |       469774 |      1331670
    miss rate                        |        0.10% |        0.53% |        0.18% |        1.54%
    mpki                             |         0.45 |         2.06 |         0.48 |         5.33
  L2 TLB                             |              |              |              |             
    num accesses                     |       554255 |      4577067 |       469777 |      1349111
    num misses                       |       377910 |       438531 |       469418 |      1140464
    miss rate                        |       68.18% |        9.58% |       99.92% |       84.53%
    mpki                             |         0.31 |         0.20 |         0.48 |         4.56
Cache Summary                        |              |              |              |             
  Cache L1-I                         |              |              |              |             
    num cache accesses               |     97341859 |    306919202 |     85648323 |     21135842
    num cache misses                 |        66963 |     17653495 |       275030 |       363088
    miss rate                        |        0.07% |        5.75% |        0.32% |        1.72%
    mpki                             |         0.05 |         7.96 |         0.28 |         1.45
  Cache L1-D                         |              |              |              |             
    num cache accesses               |    535657045 |    860713137 |    263629809 |     86633855
    num cache misses                 |     27279368 |     18926319 |     49584225 |      7424294
    miss rate                        |        5.09% |        2.20% |       18.81% |        8.57%
    mpki                             |        22.09 |         8.53 |        51.17 |        29.70
  Cache L2                           |              |              |              |             
    num cache accesses               |     29274824 |     37551294 |     49859268 |      7807954
    num cache misses                 |     24290547 |     17418127 |     30458759 |      7400626
    miss rate                        |       82.97% |       46.38% |       61.09% |       94.78%
    mpki                             |        19.67 |         7.85 |        31.43 |        29.60
  Cache L3                           |              |              |              |             
    num cache accesses               |     26219040 |     18392690 |     30458772 |      7422096
    num cache misses                 |     24199766 |      5606043 |     30149473 |      7318412
    miss rate                        |       92.30% |       30.48% |       98.98% |       98.60%
    mpki                             |        19.59 |         2.53 |        31.11 |        29.27
DRAM summary                         |              |              |              |             
  num dram accesses                  |     94023862 |            0 |            0 |            0
  average dram access latency (ns)   |       904.23 |          inf |          inf |          inf
  average dram queueing delay        |       764.19 |         0.00 |         0.00 |         0.00
  average dram bandwidth utilization |       89.00% |        0.00% |        0.00% |        0.00%
Coherency Traffic                    |              |              |              |             
  num loads from dram                |            0 |            0 |            0 |            0
  num loads from dram cache          |            0 |            0 |            0 |            0
  num loads from remote cache        |            0 |            0 |            0 |            0
