                                   | Core 0    
  Instructions                     |  499999978
  Cycles                           |  358164867
  IPC                              |       1.40
  Time (ns)                        |  119388289
Branch predictor stats             |           
  num correct                      |   75184359
  num incorrect                    |    8433234
  misprediction rate               |     10.09%
  mpki                             |      16.87
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   79977756
    num misses                     |       3035
    miss rate                      |      0.00%
    mpki                           |       0.01
  D-TLB                            |           
    num accesses                   |  200753915
    num misses                     |    1048957
    miss rate                      |      0.52%
    mpki                           |       2.10
  L2 TLB                           |           
    num accesses                   |    1051992
    num misses                     |     152873
    miss rate                      |     14.53%
    mpki                           |       0.31
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   79977756
    num cache misses               |    1445137
    miss rate                      |      1.81%
    mpki                           |       2.89
  Cache L1-D                       |           
    num cache accesses             |  200753915
    num cache misses               |    1769148
    miss rate                      |      0.88%
    mpki                           |       3.54
  Cache L2                         |           
    num cache accesses             |    3290522
    num cache misses               |    1712233
    miss rate                      |     52.04%
    mpki                           |       3.42
  Cache L3                         |           
    num cache accesses             |    1788803
    num cache misses               |     608889
    miss rate                      |     34.04%
    mpki                           |       1.22
DRAM summary                       |           
  num dram accesses                |     720793
  average dram access latency (ns) |      50.53
  average dram queueing delay      |       0.52
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
