                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  312137830 |  249999907 |  305593746 |  528087516
  Cycles                             |  386337638 |  386335488 |  386337598 |  386337707
  IPC                                |       0.81 |       0.65 |       0.79 |       1.37
  Time (ns)                          |  128779213 |  128778496 |  128779200 |  128779236
Branch predictor stats               |            |            |            |           
  num correct                        |    7002340 |    4611008 |   24618212 |   69393966
  num incorrect                      |     123481 |     704186 |    4143314 |    6995788
  misprediction rate                 |      1.73% |     13.25% |     14.41% |      9.16%
  mpki                               |       0.40 |       2.82 |      13.56 |      13.25
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   28232491 |   23785065 |   44822954 |   78931935
    num misses                       |          4 |         62 |         65 |        486
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  121260626 |  127043714 |  146618806 |  207549331
    num misses                       |      58285 |     280941 |     820076 |      83405
    miss rate                        |      0.05% |      0.22% |      0.56% |      0.04%
    mpki                             |       0.19 |       1.12 |       2.68 |       0.16
  L2 TLB                             |            |            |            |           
    num accesses                     |      58289 |     281003 |     820141 |      83891
    num misses                       |      33066 |       4011 |       5292 |       2452
    miss rate                        |     56.73% |      1.43% |      0.65% |      2.92%
    mpki                             |       0.11 |       0.02 |       0.02 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   28232491 |   23785065 |   44822954 |   78931935
    num cache misses                 |      20259 |      33097 |    1445856 |    1645736
    miss rate                        |      0.07% |      0.14% |      3.23% |      2.09%
    mpki                             |       0.06 |       0.13 |       4.73 |       3.12
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  121260626 |  127043714 |  146618806 |  207549331
    num cache misses                 |    3052101 |    2013912 |    5110908 |    2823750
    miss rate                        |      2.52% |      1.59% |      3.49% |      1.36%
    mpki                             |       9.78 |       8.06 |      16.72 |       5.35
  Cache L2                           |            |            |            |           
    num cache accesses               |    3089932 |    2351130 |    6601389 |    4515221
    num cache misses                 |    2287694 |     961051 |     759016 |     491978
    miss rate                        |     74.04% |     40.88% |     11.50% |     10.90%
    mpki                             |       7.33 |       3.84 |       2.48 |       0.93
  Cache L3                           |            |            |            |           
    num cache accesses               |    2311721 |    1265350 |     808097 |     538488
    num cache misses                 |    2268784 |     893067 |     715521 |     483875
    miss rate                        |     98.14% |     70.58% |     88.54% |     89.86%
    mpki                             |       7.27 |       3.57 |       2.34 |       0.92
DRAM summary                         |            |            |            |           
  num dram accesses                  |    5649000 |          0 |          0 |          0
  average dram access latency (ns)   |     115.75 |        inf |        inf |        inf
  average dram queueing delay        |       5.74 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     43.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
