                                     | Core 0      | Core 1     | Core 2     | Core 3      | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  1187180145 |  560288146 |  959878626 |  1228395465 |  399334303 |  249999888 |  628858472 |  742154643
  Cycles                             |   731293097 |  731293294 |  731292990 |   731293141 |  731293200 |  731290445 |  731293053 |  731293099
  IPC                                |        1.62 |       0.77 |       1.31 |        1.68 |       0.55 |       0.34 |       0.86 |       1.01
  Time (ns)                          |   243764366 |  243764432 |  243764330 |   243764381 |  243764400 |  243763482 |  243764351 |  243764367
Branch predictor stats               |             |            |            |             |            |            |            |           
  num correct                        |   155186716 |   12716616 |   77173067 |    81802458 |   21633195 |   19818647 |     814321 |  111909523
  num incorrect                      |    16153157 |     225488 |   12953450 |    14012561 |     505923 |    1620730 |      13800 |   12567657
  misprediction rate                 |       9.43% |      1.74% |     14.37% |      14.62% |      2.29% |      7.56% |      1.67% |     10.10%
  mpki                               |       13.61 |       0.40 |      13.49 |       11.41 |       1.27 |       6.48 |       0.02 |      16.93
TLB Summary                          |             |            |            |             |            |            |            |           
  I-TLB                              |             |            |            |             |            |            |            |           
    num accesses                     |   179770173 |   50356625 |  140627615 |   149003655 |   40302123 |   20925725 |   72047383 |  118829360
    num misses                       |         835 |          4 |         65 |          18 |         47 |         42 |          6 |       4450
    miss rate                        |       0.00% |      0.00% |      0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        0.00 |       0.00 |       0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |             |            |            |             |            |            |            |           
    num accesses                     |   468986785 |  218713059 |  460092104 |   517669224 |  141198194 |   68803935 |  470368323 |  298953182
    num misses                       |      144646 |     110462 |    2575277 |     3635225 |     210714 |     336471 |   16978011 |    1673336
    miss rate                        |       0.03% |      0.05% |      0.56% |       0.70% |      0.15% |      0.49% |      3.61% |      0.56%
    mpki                             |        0.12 |       0.20 |       2.68 |        2.96 |       0.53 |       1.35 |      27.00 |       2.25
  L2 TLB                             |             |            |            |             |            |            |            |           
    num accesses                     |      145481 |     110466 |    2575342 |     3635243 |     210761 |     336513 |   16978017 |    1677786
    num misses                       |        4425 |      60015 |      16194 |       27840 |      67919 |     104712 |   12190912 |     238959
    miss rate                        |       3.04% |     54.33% |      0.63% |       0.77% |     32.23% |     31.12% |     71.80% |     14.24%
    mpki                             |        0.00 |       0.11 |       0.02 |        0.02 |       0.17 |       0.42 |      19.39 |       0.32
Cache Summary                        |             |            |            |             |            |            |            |           
  Cache L1-I                         |             |            |            |             |            |            |            |           
    num cache accesses               |   179770173 |   50356625 |  140627615 |   149003655 |   40302123 |   20925725 |   72047383 |  118829360
    num cache misses                 |     3719138 |      14905 |    4192072 |     1235685 |      13363 |      20842 |      64498 |    2038860
    miss rate                        |       2.07% |      0.03% |      2.98% |       0.83% |      0.03% |      0.10% |      0.09% |      1.72%
    mpki                             |        3.13 |       0.03 |       4.37 |        1.01 |       0.03 |       0.08 |       0.10 |       2.75
  Cache L1-D                         |             |            |            |             |            |            |            |           
    num cache accesses               |   468986785 |  218713059 |  460092104 |   517669224 |  141198194 |   68803935 |  470368323 |  298953182
    num cache misses                 |     5510849 |    5422279 |   15162542 |     2418955 |    5004032 |    3669237 |    5128359 |    2680293
    miss rate                        |       1.18% |      2.48% |      3.30% |       0.47% |      3.54% |      5.33% |      1.09% |      0.90%
    mpki                             |        4.64 |       9.68 |      15.80 |        1.97 |      12.53 |      14.68 |       8.16 |       3.61
  Cache L2                           |             |            |            |             |            |            |            |           
    num cache accesses               |     9273978 |    5441316 |   19365490 |     3679850 |    5682946 |    3720277 |    5193823 |    4825604
    num cache misses                 |      393172 |    3797836 |     265630 |      184942 |    3688780 |    3118161 |    3455060 |    1081058
    miss rate                        |       4.24% |     69.80% |      1.37% |       5.03% |     64.91% |     83.82% |     66.52% |     22.40%
    mpki                             |        0.33 |       6.78 |       0.28 |        0.15 |       9.24 |      12.47 |       5.49 |       1.46
  Cache L3                           |             |            |            |             |            |            |            |           
    num cache accesses               |      439365 |    3803593 |     278789 |      210745 |    4379013 |    3151732 |    3456106 |    1189084
    num cache misses                 |      365956 |    3779289 |     262670 |      183975 |    3579335 |    2896151 |    3260414 |     953891
    miss rate                        |      83.29% |     99.36% |     94.22% |      87.30% |     81.74% |     91.89% |     94.34% |     80.22%
    mpki                             |        0.31 |       6.75 |       0.27 |        0.15 |       8.96 |      11.58 |       5.18 |       1.29
DRAM summary                         |             |            |            |             |            |            |            |           
  num dram accesses                  |    19363820 |          0 |          0 |           0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      151.89 |        inf |        inf |         inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       41.88 |       0.00 |       0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      79.00% |      0.00% |      0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |             |            |            |             |            |            |            |           
  num loads from dram                |           0 |          0 |          0 |           0 |          0 |          0 |          0 |          0
  num loads from dram cache          |           0 |          0 |          0 |           0 |          0 |          0 |          0 |          0
  num loads from remote cache        |           0 |          0 |          0 |           0 |          0 |          0 |          0 |          0
