                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  734488895 |  343816020 |  575967804 |  747188424 |  254566702 |  249999888 |  403879504 |  460655324
  Cycles                             |  466011329 |  466010972 |  466010874 |  466010931 |  466011203 |  466008283 |  466010841 |  466011018
  IPC                                |       1.58 |       0.74 |       1.24 |       1.60 |       0.55 |       0.54 |       0.87 |       0.99
  Time (ns)                          |  155337110 |  155336991 |  155336958 |  155336977 |  155337068 |  155336095 |  155336947 |  155337006
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   96278144 |    7620122 |   46393637 |   49766219 |   13948419 |   19818647 |     526312 |   69456912
  num incorrect                      |   10045438 |     133780 |    7801560 |    8542316 |     326013 |    1620730 |       8920 |    7794529
  misprediction rate                 |      9.45% |      1.73% |     14.40% |     14.65% |      2.28% |      7.56% |      1.67% |     10.09%
  mpki                               |      13.68 |       0.39 |      13.55 |      11.43 |       1.28 |       6.48 |       0.02 |      16.92
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  110946063 |   31495937 |   84452914 |   90665220 |   25338427 |   20925725 |   46262285 |   73748237
    num misses                       |        530 |          4 |         65 |         18 |         47 |         42 |          6 |       2973
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  289650877 |  135350394 |  276360832 |  315058693 |   87946345 |   68803936 |  302123526 |  185652306
    num misses                       |      87231 |      63703 |    1545416 |    2236138 |     149416 |     336415 |   10985009 |    1066723
    miss rate                        |      0.03% |      0.05% |      0.56% |      0.71% |      0.17% |      0.49% |      3.64% |      0.57%
    mpki                             |       0.12 |       0.19 |       2.68 |       2.99 |       0.59 |       1.35 |      27.20 |       2.32
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      87761 |      63707 |    1545481 |    2236156 |     149463 |     336457 |   10985015 |    1069696
    num misses                       |       2754 |      38418 |      10049 |      17236 |      43542 |     104714 |    7924169 |     155667
    miss rate                        |      3.14% |     60.30% |      0.65% |      0.77% |     29.13% |     31.12% |     72.14% |     14.55%
    mpki                             |       0.00 |       0.11 |       0.02 |       0.02 |       0.17 |       0.42 |      19.62 |       0.34
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |  110946063 |   31495937 |   84452914 |   90665220 |   25338427 |   20925725 |   46262285 |   73748237
    num cache misses                 |    2319091 |       8122 |    2494460 |     787905 |       8615 |      20949 |      41702 |    1324312
    miss rate                        |      2.09% |      0.03% |      2.95% |      0.87% |      0.03% |      0.10% |      0.09% |      1.80%
    mpki                             |       3.16 |       0.02 |       4.33 |       1.05 |       0.03 |       0.08 |       0.10 |       2.87
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  289650877 |  135350394 |  276360832 |  315058693 |   87946345 |   68803936 |  302123526 |  185652306
    num cache misses                 |    3284350 |    3234263 |    9234275 |    1505023 |    3145371 |    3667620 |    3301573 |    1726603
    miss rate                        |      1.13% |      2.39% |      3.34% |      0.48% |      3.58% |      5.33% |      1.09% |      0.93%
    mpki                             |       4.47 |       9.41 |      16.03 |       2.01 |      12.36 |      14.67 |       8.17 |       3.75
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    5636853 |    3244475 |   11739533 |    2314855 |    3574916 |    3708295 |    3343910 |    3122233
    num cache misses                 |     294771 |    2422054 |     243191 |     176146 |    2331008 |    3119957 |    2227734 |     723561
    miss rate                        |      5.23% |     74.65% |      2.07% |      7.61% |     65.20% |     84.13% |     66.62% |     23.17%
    mpki                             |       0.40 |       7.04 |       0.42 |       0.24 |       9.16 |      12.48 |       5.52 |       1.57
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     330230 |    2424909 |     255897 |     198634 |    2768823 |    3140983 |    2228408 |     795917
    num cache misses                 |     277847 |    2394711 |     240194 |     174841 |    2229359 |    1567571 |    2057506 |     633190
    miss rate                        |     84.14% |     98.75% |     93.86% |     88.02% |     80.52% |     49.91% |     92.33% |     79.55%
    mpki                             |       0.38 |       6.97 |       0.42 |       0.23 |       8.76 |       6.27 |       5.09 |       1.37
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   12207548 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     151.56 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      41.55 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     78.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
