                                   | Core 0    
  Instructions                     |  499999978
  Cycles                           |  374198961
  IPC                              |       1.34
  Time (ns)                        |  124732987
Branch predictor stats             |           
  num correct                      |   75184359
  num incorrect                    |    8433234
  misprediction rate               |     10.09%
  mpki                             |      16.87
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   79977756
    num misses                     |       3035
    miss rate                      |      0.00%
    mpki                           |       0.01
  D-TLB                            |           
    num accesses                   |  200753915
    num misses                     |    1048939
    miss rate                      |      0.52%
    mpki                           |       2.10
  L2 TLB                           |           
    num accesses                   |    1051974
    num misses                     |     152879
    miss rate                      |     14.53%
    mpki                           |       0.31
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   79977756
    num cache misses               |    1444532
    miss rate                      |      1.81%
    mpki                           |       2.89
  Cache L1-D                       |           
    num cache accesses             |  200753915
    num cache misses               |    1768643
    miss rate                      |      0.88%
    mpki                           |       3.54
  Cache L2                         |           
    num cache accesses             |    3254791
    num cache misses               |    1706857
    miss rate                      |     52.44%
    mpki                           |       3.41
  Cache L3                         |           
    num cache accesses             |    1748618
    num cache misses               |     401666
    miss rate                      |     22.97%
    mpki                           |       0.80
DRAM summary                       |           
  num dram accesses                |     452697
  average dram access latency (ns) |      97.89
  average dram queueing delay      |      12.85
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
