                                   | Core 0    
  Instructions                     |   99999856
  Cycles                           |  136960801
  IPC                              |       0.73
  Time (ns)                        |   45653600
Branch predictor stats             |           
  num correct                      |    4412429
  num incorrect                    |      77840
  misprediction rate               |      1.73%
  mpki                             |       0.78
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    8826080
    num misses                     |         57
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   38104618
    num misses                     |      39050
    miss rate                      |      0.10%
    mpki                           |       0.39
  L2 TLB                           |           
    num accesses                   |      39107
    num misses                     |      30501
    miss rate                      |     77.99%
    mpki                           |       0.31
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    8826080
    num cache misses               |      90523
    miss rate                      |      1.03%
    mpki                           |       0.91
  Cache L1-D                       |           
    num cache accesses             |   38104618
    num cache misses               |    2606677
    miss rate                      |      6.84%
    mpki                           |      26.07
  Cache L2                         |           
    num cache accesses             |    2871644
    num cache misses               |    2520637
    miss rate                      |     87.78%
    mpki                           |      25.21
  Cache L3                         |           
    num cache accesses             |    2696624
    num cache misses               |    2496011
    miss rate                      |     92.56%
    mpki                           |      24.96
DRAM summary                       |           
  num dram accesses                |    4975638
  average dram access latency (ns) |      53.23
  average dram queueing delay      |       3.22
Coherency Traffic                  |           
  num loads from dram              |    1987412
  num loads from dram cache        |          0
  num loads from remote cache      |          0
