                                   | Core 0    
  Instructions                     |  249999941
  Cycles                           |  182615646
  IPC                              |       1.37
  Time (ns)                        |   60871882
Branch predictor stats             |           
  num correct                      |   37707678
  num incorrect                    |    4237467
  misprediction rate               |     10.10%
  mpki                             |      16.95
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   40025757
    num misses                     |       1554
    miss rate                      |      0.00%
    mpki                           |       0.01
  D-TLB                            |           
    num accesses                   |  100673480
    num misses                     |     560505
    miss rate                      |      0.56%
    mpki                           |       2.24
  L2 TLB                           |           
    num accesses                   |     562059
    num misses                     |      79939
    miss rate                      |     14.22%
    mpki                           |       0.32
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   40025757
    num cache misses               |     739675
    miss rate                      |      1.85%
    mpki                           |       2.96
  Cache L1-D                       |           
    num cache accesses             |  100673480
    num cache misses               |     920331
    miss rate                      |      0.91%
    mpki                           |       3.68
  Cache L2                         |           
    num cache accesses             |    1699811
    num cache misses               |     900661
    miss rate                      |     52.99%
    mpki                           |       3.60
  Cache L3                         |           
    num cache accesses             |     940648
    num cache misses               |     336187
    miss rate                      |     35.74%
    mpki                           |       1.34
DRAM summary                       |           
  num dram accesses                |     395328
  average dram access latency (ns) |      50.55
  average dram queueing delay      |       0.54
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
