                                   | Core 0    
  Instructions                     |  499999976
  Cycles                           |  330380787
  IPC                              |       1.51
  Time (ns)                        |  110126929
Branch predictor stats             |           
  num correct                      |   23023477
  num incorrect                    |     192475
  misprediction rate               |      0.83%
  mpki                             |       0.38
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   38247215
    num misses                     |         43
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  287727657
    num misses                     |      35589
    miss rate                      |      0.01%
    mpki                           |       0.07
  L2 TLB                           |           
    num accesses                   |      35632
    num misses                     |       6803
    miss rate                      |     19.09%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   38247215
    num cache misses               |      35813
    miss rate                      |      0.09%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |  287727657
    num cache misses               |    2724533
    miss rate                      |      0.95%
    mpki                           |       5.45
  Cache L2                         |           
    num cache accesses             |    2768529
    num cache misses               |    1912045
    miss rate                      |     69.06%
    mpki                           |       3.82
  Cache L3                         |           
    num cache accesses             |    1920870
    num cache misses               |    1491033
    miss rate                      |     77.62%
    mpki                           |       2.98
DRAM summary                       |           
  num dram accesses                |    2883475
  average dram access latency (ns) |     101.06
  average dram queueing delay      |      16.02
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
