                                   | Core 0    
  Instructions                     |   99999931
  Cycles                           |   94799558
  IPC                              |       1.05
  Time (ns)                        |   31599853
Branch predictor stats             |           
  num correct                      |     982930
  num incorrect                    |     224757
  misprediction rate               |     18.61%
  mpki                             |       2.25
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9055153
    num misses                     |         36
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   48007680
    num misses                     |     124084
    miss rate                      |      0.26%
    mpki                           |       1.24
  L2 TLB                           |           
    num accesses                   |     124120
    num misses                     |       2032
    miss rate                      |      1.64%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9055153
    num cache misses               |      11174
    miss rate                      |      0.12%
    mpki                           |       0.11
  Cache L1-D                       |           
    num cache accesses             |   48007680
    num cache misses               |     618334
    miss rate                      |      1.29%
    mpki                           |       6.18
  Cache L2                         |           
    num cache accesses             |     649279
    num cache misses               |     439205
    miss rate                      |     67.65%
    mpki                           |       4.39
  Cache L3                         |           
    num cache accesses             |     458977
    num cache misses               |     163646
    miss rate                      |     35.65%
    mpki                           |       1.64
DRAM summary                       |           
  num dram accesses                |     213637
  average dram access latency (ns) |      71.37
  average dram queueing delay      |       6.35
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
