                                   | Core 0    
  Instructions                     |  499999987
  Cycles                           |  643115082
  IPC                              |       0.78
  Time (ns)                        |  214371694
Branch predictor stats             |           
  num correct                      |   31054328
  num incorrect                    |   18596704
  misprediction rate               |     37.45%
  mpki                             |      37.19
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   60169693
    num misses                     |         10
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  228459203
    num misses                     |    1651698
    miss rate                      |      0.72%
    mpki                           |       3.30
  L2 TLB                           |           
    num accesses                   |    1651708
    num misses                     |    1295103
    miss rate                      |     78.41%
    mpki                           |       2.59
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   60169693
    num cache misses               |      27576
    miss rate                      |      0.05%
    mpki                           |       0.06
  Cache L1-D                       |           
    num cache accesses             |  228459203
    num cache misses               |    3383995
    miss rate                      |      1.48%
    mpki                           |       6.77
  Cache L2                         |           
    num cache accesses             |    3780287
    num cache misses               |    3212250
    miss rate                      |     84.97%
    mpki                           |       6.42
  Cache L3                         |           
    num cache accesses             |    3624451
    num cache misses               |    1348143
    miss rate                      |     37.20%
    mpki                           |       2.70
DRAM summary                       |           
  num dram accesses                |    2059511
  average dram access latency (ns) |      55.41
  average dram queueing delay      |       0.40
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
