                                   | Core 0    
  Instructions                     |   99999956
  Cycles                           |  333322165
  IPC                              |       0.30
  Time (ns)                        |  111107389
Branch predictor stats             |           
  num correct                      |   13692472
  num incorrect                    |    1887219
  misprediction rate               |     12.11%
  mpki                             |      18.87
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   17506689
    num misses                     |         59
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   46702529
    num misses                     |    1792433
    miss rate                      |      3.84%
    mpki                           |      17.92
  L2 TLB                           |           
    num accesses                   |    1792492
    num misses                     |     543640
    miss rate                      |     30.33%
    mpki                           |       5.44
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   17506689
    num cache misses               |     584262
    miss rate                      |      3.34%
    mpki                           |       5.84
  Cache L1-D                       |           
    num cache accesses             |   46702529
    num cache misses               |    3146719
    miss rate                      |      6.74%
    mpki                           |      31.47
  Cache L2                         |           
    num cache accesses             |    4592985
    num cache misses               |    3425281
    miss rate                      |     74.58%
    mpki                           |      34.25
  Cache L3                         |           
    num cache accesses             |    4287818
    num cache misses               |    3322226
    miss rate                      |     77.48%
    mpki                           |      33.22
DRAM summary                       |           
  num dram accesses                |    6628068
  average dram access latency (ns) |      51.10
  average dram queueing delay      |       1.10
Coherency Traffic                  |           
  num loads from dram              |    2508238
  num loads from dram cache        |          0
  num loads from remote cache      |          0
