                                   | Core 0    
  Instructions                     |  249999950
  Cycles                           |  140824353
  IPC                              |       1.78
  Time (ns)                        |   46941451
Branch predictor stats             |           
  num correct                      |   14251484
  num incorrect                    |    2409711
  misprediction rate               |     14.46%
  mpki                             |       9.64
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   28074888
    num misses                     |         56
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  117469380
    num misses                     |      75900
    miss rate                      |      0.06%
    mpki                           |       0.30
  L2 TLB                           |           
    num accesses                   |      75956
    num misses                     |      12173
    miss rate                      |     16.03%
    mpki                           |       0.05
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   28074888
    num cache misses               |      79450
    miss rate                      |      0.28%
    mpki                           |       0.32
  Cache L1-D                       |           
    num cache accesses             |  117469380
    num cache misses               |     718348
    miss rate                      |      0.61%
    mpki                           |       2.87
  Cache L2                         |           
    num cache accesses             |     798028
    num cache misses               |     564003
    miss rate                      |     70.67%
    mpki                           |       2.26
  Cache L3                         |           
    num cache accesses             |     564259
    num cache misses               |      44706
    miss rate                      |      7.92%
    mpki                           |       0.18
DRAM summary                       |           
  num dram accesses                |      50683
  average dram access latency (ns) |      92.82
  average dram queueing delay      |       7.78
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
