                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   2074277162 |   7945415553 |   1606676562 |  12483388438 |   1296384701 |    249999989 |   2202600081 |    851688429 |   4448938481 |   3298700218 |   3542755161 |   6280202525 |  15896861890 |   6945381843 |  12530269198 |    472255925
  Cycles                             |  10816142495 |  10816142666 |  10816141833 |  10816141811 |  10816141873 |  10816135894 |  10816142559 |  10816142439 |  10816142323 |  10816142529 |  10816141800 |  10816141934 |  10816141806 |  10816142522 |  10816141810 |  10816141909
  IPC                                |         0.19 |         0.73 |         0.15 |         1.15 |         0.12 |         0.02 |         0.20 |         0.08 |         0.41 |         0.30 |         0.33 |         0.58 |         1.47 |         0.64 |         1.16 |         0.04
  Time (ns)                          |   3605380832 |   3605380889 |   3605380611 |   3605380604 |   3605380625 |   3605378632 |   3605380853 |   3605380813 |   3605380775 |   3605380843 |   3605380600 |   3605380645 |   3605380602 |   3605380841 |   3605380604 |   3605380637
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     18832824 |   1214948431 |    127365337 |   1105822562 |     25508514 |     43244780 |    117415311 |    117133607 |    484558526 |     75870923 |    540445866 |    947057148 |   1059391683 |    374817421 |    553173000 |    110610129
  num incorrect                      |       126158 |    311203295 |     10416951 |    184430692 |     35185686 |     11689069 |      2746789 |     16086419 |     73847523 |      1352519 |    115294200 |    106507528 |    181781459 |    263594592 |     31403950 |     12281779
  misprediction rate                 |        0.67% |       20.39% |        7.56% |       14.29% |       57.97% |       21.28% |        2.29% |       12.08% |       13.22% |        1.75% |       17.58% |       10.11% |       14.65% |       41.29% |        5.37% |        9.99%
  mpki                               |         0.06 |        39.17 |         6.48 |        14.77 |        27.14 |        46.76 |         1.25 |        18.89 |        16.60 |         0.41 |        32.54 |        16.96 |        11.44 |        37.95 |         2.51 |        26.01
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
