                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  307093775 |  488546173 |  249999879 |  304164629
  Cycles                             |  319341655 |  319341692 |  319339605 |  319341668
  IPC                                |       0.96 |       1.53 |       0.78 |       0.95
  Time (ns)                          |  106447219 |  106447231 |  106446535 |  106447223
Branch predictor stats               |            |            |            |           
  num correct                        |    7901813 |   21568118 |    5768210 |   15045961
  num incorrect                      |    1137700 |    1218955 |     102901 |   12055092
  misprediction rate                 |     12.59% |      5.35% |      1.75% |     44.48%
  mpki                               |       3.70 |       2.50 |       0.41 |      39.63
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   29971769 |   46574323 |   22339856 |   23901831
    num misses                       |         62 |          8 |          4 |         52
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  153160976 |  148552344 |   98207446 |   88345569
    num misses                       |     402285 |      47265 |      52546 |       4649
    miss rate                        |      0.26% |      0.03% |      0.05% |      0.01%
    mpki                             |       1.31 |       0.10 |       0.21 |       0.02
  L2 TLB                             |            |            |            |           
    num accesses                     |     402347 |      47273 |      52550 |       4701
    num misses                       |       5814 |       1369 |      27303 |       4245
    miss rate                        |      1.45% |      2.90% |     51.96% |     90.30%
    mpki                             |       0.02 |       0.00 |       0.11 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   29971769 |   46574323 |   22339856 |   23901831
    num cache misses                 |      15491 |       3751 |      14379 |       5742
    miss rate                        |      0.05% |      0.01% |      0.06% |      0.02%
    mpki                             |       0.05 |       0.01 |       0.06 |       0.02
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  153160976 |  148552344 |   98207446 |   88345569
    num cache misses                 |    2701942 |    3930972 |    2543207 |     284125
    miss rate                        |      1.76% |      2.65% |      2.59% |      0.32%
    mpki                             |       8.80 |       8.05 |      10.17 |       0.93
  Cache L2                           |            |            |            |           
    num cache accesses               |    2756007 |    3950330 |    2559377 |     299334
    num cache misses                 |     577719 |     100693 |    1737634 |     273588
    miss rate                        |     20.96% |      2.55% |     67.89% |     91.40%
    mpki                             |       1.88 |       0.21 |       6.95 |       0.90
  Cache L3                           |            |            |            |           
    num cache accesses               |     616587 |     116854 |    1740185 |     283279
    num cache misses                 |     232094 |      94041 |    1688328 |     272860
    miss rate                        |     37.64% |     80.48% |     97.02% |     96.32%
    mpki                             |       0.76 |       0.19 |       6.75 |       0.90
DRAM summary                         |            |            |            |           
  num dram accesses                  |    3027592 |          0 |          0 |          0
  average dram access latency (ns)   |     153.26 |        inf |        inf |        inf
  average dram queueing delay        |      33.24 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     56.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
