                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  2845601818 |  1252007954 |   854484544 |   249999989
  Cycles                             |  3469682022 |  3469682338 |  3469682802 |  3469671336
  IPC                                |        0.82 |        0.36 |        0.25 |        0.07
  Time (ns)                          |  1156560674 |  1156560779 |  1156560934 |  1156557112
Branch predictor stats               |             |             |             |            
  num correct                        |   308147127 |    99256706 |   117509707 |    43244780
  num incorrect                      |    46942654 |     8116749 |    16140869 |    11689069
  misprediction rate                 |      13.22% |       7.56% |      12.08% |      21.28%
  mpki                               |       16.50 |        6.48 |       18.89 |       46.76
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   334830238 |   104824520 |   149737998 |    23761816
    num misses                       |          10 |          42 |         101 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |  1278706707 |   344734282 |   398153055 |    88558906
    num misses                       |    13014549 |     1684467 |    15519100 |    21160177
    miss rate                        |       1.02% |       0.49% |       3.90% |      23.89%
    mpki                             |        4.57 |        1.35 |       18.16 |       84.64
  L2 TLB                             |             |             |             |            
    num accesses                     |    13014559 |     1684509 |    15519201 |    21160180
    num misses                       |     1159008 |      523264 |     4652638 |    10898270
    miss rate                        |       8.91% |      31.06% |      29.98% |      51.50%
    mpki                             |        0.41 |        0.42 |        5.44 |       43.59
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   334830238 |   104824520 |   149737998 |    23761816
    num cache misses                 |      247716 |      200960 |     3269961 |      190306
    miss rate                        |       0.07% |       0.19% |       2.18% |       0.80%
    mpki                             |        0.09 |        0.16 |        3.83 |        0.76
  Cache L1-D                         |             |             |             |            
    num cache accesses               |  1278706707 |   344734282 |   398153055 |    88558906
    num cache misses                 |    41001856 |    18453429 |    22754229 |    28761584
    miss rate                        |       3.21% |       5.35% |       5.71% |      32.48%
    mpki                             |       14.41 |       14.74 |       26.63 |      115.05
  Cache L2                           |             |             |             |            
    num cache accesses               |    41772442 |    18817128 |    30603741 |    32662199
    num cache misses                 |    28879400 |    17294376 |    22350053 |    24345642
    miss rate                        |      69.14% |      91.91% |      73.03% |      74.54%
    mpki                             |       10.15 |       13.81 |       26.16 |       97.38
  Cache L3                           |             |             |             |            
    num cache accesses               |    29431491 |    17457516 |    26936966 |    28081724
    num cache misses                 |    10554348 |    15193975 |    15458914 |    17678851
    miss rate                        |      35.86% |      87.03% |      57.39% |      62.96%
    mpki                             |        3.71 |       12.14 |       18.09 |       70.72
DRAM summary                         |             |             |             |            
  num dram accesses                  |    76614603 |           0 |           0 |           0
  average dram access latency (ns)   |      134.81 |         inf |         inf |         inf
  average dram queueing delay        |       24.80 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      66.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
