                                   | Core 0    
  Instructions                     |  499999903
  Cycles                           |  304505916
  IPC                              |       1.64
  Time (ns)                        |  101501972
Branch predictor stats             |           
  num correct                      |   34729981
  num incorrect                    |    6096176
  misprediction rate               |     14.93%
  mpki                             |      12.19
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   60810888
    num misses                     |         35
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  213097277
    num misses                     |    2328591
    miss rate                      |      1.09%
    mpki                           |       4.66
  L2 TLB                           |           
    num accesses                   |    2328626
    num misses                     |      23747
    miss rate                      |      1.02%
    mpki                           |       0.05
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   60810888
    num cache misses               |    1430231
    miss rate                      |      2.35%
    mpki                           |       2.86
  Cache L1-D                       |           
    num cache accesses             |  213097277
    num cache misses               |    1455522
    miss rate                      |      0.68%
    mpki                           |       2.91
  Cache L2                         |           
    num cache accesses             |    2890045
    num cache misses               |     382977
    miss rate                      |     13.25%
    mpki                           |       0.77
  Cache L3                         |           
    num cache accesses             |     387337
    num cache misses               |      40209
    miss rate                      |     10.38%
    mpki                           |       0.08
DRAM summary                       |           
  num dram accesses                |      47525
  average dram access latency (ns) |      93.19
  average dram queueing delay      |       8.15
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
