                                     | Core 0     | Core 1      | Core 2     | Core 3     
  Instructions                       |  249999893 |  1258540639 |  680178240 |  1233891145
  Cycles                             |  698936498 |   698938338 |  698938504 |   698938418
  IPC                                |       0.36 |        1.80 |       0.97 |        1.77
  Time (ns)                          |  232978833 |   232979446 |  232979501 |   232979473
Branch predictor stats               |            |             |            |            
  num correct                        |    2271023 |    57959548 |   31885491 |    82180225
  num incorrect                      |      15217 |      482775 |   27632607 |    14086345
  misprediction rate                 |      0.67% |       0.83% |     46.43% |      14.63%
  mpki                               |       0.06 |        0.38 |      40.63 |       11.42
TLB Summary                          |            |             |            |            
  I-TLB                              |            |             |            |            
    num accesses                     |   22095385 |    96288444 |   52295120 |   149689120
    num misses                       |          3 |          43 |         52 |          18
    miss rate                        |      0.00% |       0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |        0.00
  D-TLB                              |            |             |            |            
    num accesses                     |   68115829 |   724191660 |  195816201 |   520078635
    num misses                       |     121838 |       97746 |       9363 |     3662627
    miss rate                        |      0.18% |       0.01% |      0.00% |       0.70%
    mpki                             |       0.49 |        0.08 |       0.01 |        2.97
  L2 TLB                             |            |             |            |            
    num accesses                     |     121841 |       97789 |       9415 |     3662645
    num misses                       |     121749 |       28174 |       8312 |       28084
    miss rate                        |     99.92% |      28.81% |     88.28% |       0.77%
    mpki                             |       0.49 |        0.02 |       0.01 |        0.02
Cache Summary                        |            |             |            |            
  Cache L1-I                         |            |             |            |            
    num cache accesses               |   22095385 |    96288444 |   52295120 |   149689120
    num cache misses                 |     132746 |       46240 |       9150 |     1208500
    miss rate                        |      0.60% |       0.05% |      0.02% |       0.81%
    mpki                             |       0.53 |        0.04 |       0.01 |        0.98
  Cache L1-D                         |            |             |            |            
    num cache accesses               |   68115829 |   724191660 |  195816201 |   520078635
    num cache misses                 |   12897997 |     6528360 |     557800 |     2383127
    miss rate                        |     18.94% |       0.90% |      0.28% |       0.46%
    mpki                             |      51.59 |        5.19 |       0.82 |        1.93
  Cache L2                           |            |             |            |            
    num cache accesses               |   13038541 |     6578973 |     578509 |     3607433
    num cache misses                 |    8938271 |     3518532 |     540799 |       82668
    miss rate                        |     68.55% |      53.48% |     93.48% |       2.29%
    mpki                             |      35.75 |        2.80 |       0.80 |        0.07
  Cache L3                           |            |             |            |            
    num cache accesses               |    8946069 |     3523410 |     552785 |       98716
    num cache misses                 |    8921101 |     1103397 |     540757 |       81645
    miss rate                        |     99.72% |      31.32% |     97.82% |      82.71%
    mpki                             |      35.68 |        0.88 |       0.80 |        0.07
DRAM summary                         |            |             |            |            
  num dram accesses                  |   18941408 |           0 |          0 |           0
  average dram access latency (ns)   |     143.82 |         inf |        inf |         inf
  average dram queueing delay        |      33.81 |        0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     81.00% |       0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |             |            |            
  num loads from dram                |          0 |           0 |          0 |           0
  num loads from dram cache          |          0 |           0 |          0 |           0
  num loads from remote cache        |          0 |           0 |          0 |           0
