                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   249999973 |   861966959 |  1395554291 |  1701778274 |   972459803 |   756460881 |  1209194723 |  1881364896
  Cycles                             |  1129720890 |  1129722108 |  1129722121 |  1129722316 |  1129722183 |  1129722109 |  1129722109 |  1129722108
  IPC                                |        0.22 |        0.76 |        1.24 |        1.51 |        0.86 |        0.67 |        1.07 |        1.67
  Time (ns)                          |   376573630 |   376574036 |   376574040 |   376574105 |   376574061 |   376574036 |   376574036 |   376574036
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    40600608 |    19287037 |    80044546 |    74844258 |     1270862 |    45985875 |   182372982 |   248957626
  num incorrect                      |     2521753 |      341768 |    13555250 |     4249006 |       21538 |    27672777 |    20480088 |    25296343
  misprediction rate                 |       5.85% |       1.74% |      14.48% |       5.37% |       1.67% |      37.57% |      10.10% |       9.22%
  mpki                               |       10.09 |        0.40 |        9.71 |        2.50 |        0.02 |       36.58 |       16.94 |       13.45
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    41868591 |    77743857 |   157188803 |   162342684 |   111379734 |    90291983 |   193577770 |   283218503
    num misses                       |           4 |           4 |          56 |           8 |           6 |          10 |        7273 |        1293
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    75636447 |   340776582 |   654723469 |   518539896 |   727487900 |   347766266 |   486977706 |   737673487
    num misses                       |       88470 |      171504 |      420066 |      164695 |    26311883 |     2393423 |     2734877 |      234352
    miss rate                        |       0.12% |       0.05% |       0.06% |       0.03% |       3.62% |       0.69% |       0.56% |       0.03%
    mpki                             |        0.35 |        0.20 |        0.30 |        0.10 |       27.06 |        3.16 |        2.26 |        0.12
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       88474 |      171508 |      420122 |      164703 |    26311889 |     2393433 |     2742150 |      235645
    num misses                       |       88474 |       95740 |       66253 |        4246 |    18834605 |     1902887 |      393531 |        6984
    miss rate                        |     100.00% |      55.82% |      15.77% |       2.58% |      71.58% |      79.50% |      14.35% |       2.96%
    mpki                             |        0.35 |        0.11 |        0.05 |        0.00 |       19.37 |        2.52 |        0.33 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    41868591 |    77743857 |   157188803 |   162342684 |   111379734 |    90291983 |   193577770 |   283218503
    num cache misses                 |        7090 |      100208 |      454722 |       31682 |      470034 |       49415 |     3717203 |     5840783
    miss rate                        |       0.02% |       0.13% |       0.29% |       0.02% |       0.42% |       0.05% |       1.92% |       2.06%
    mpki                             |        0.03 |        0.12 |        0.33 |        0.02 |        0.48 |        0.07 |        3.07 |        3.10
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |    75636447 |   340776582 |   654723469 |   518539896 |   727487900 |   347766266 |   486977706 |   737673487
    num cache misses                 |     5663693 |     8511447 |     4004545 |    13795581 |     8021246 |     5369219 |     4592112 |     9560594
    miss rate                        |       7.49% |       2.50% |       0.61% |       2.66% |       1.10% |       1.54% |       0.94% |       1.30%
    mpki                             |       22.65 |        9.87 |        2.87 |        8.11 |        8.25 |        7.10 |        3.80 |        5.08
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7690472 |     8612253 |     4464465 |    13887275 |     8491662 |     5863814 |     8464682 |    15471693
    num cache misses                 |     5670783 |     6230899 |     3143310 |      511698 |     5946924 |     5044481 |     4460528 |      937713
    miss rate                        |      73.74% |      72.35% |      70.41% |       3.68% |      70.03% |      86.03% |      52.70% |       6.06%
    mpki                             |       22.68 |        7.23 |        2.25 |        0.30 |        6.12 |        6.67 |        3.69 |        0.50
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7690472 |     6232343 |     3149002 |      573814 |     5947420 |     5554503 |     4616515 |     1008256
    num cache misses                 |     5660125 |     6005182 |     1837157 |      359248 |     5071335 |     1459785 |     1380644 |      506643
    miss rate                        |      73.60% |      96.36% |      58.34% |      62.61% |      85.27% |      26.28% |      29.91% |      50.25%
    mpki                             |       22.64 |        6.97 |        1.32 |        0.21 |        5.21 |        1.93 |        1.14 |        0.27
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    29805811 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      152.35 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       42.34 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      79.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
