                                   | Core 0    
  Instructions                     |   99999948
  Cycles                           |  506725504
  IPC                              |       0.20
  Time (ns)                        |  168908501
Branch predictor stats             |           
  num correct                      |     129398
  num incorrect                    |       2196
  misprediction rate               |      1.67%
  mpki                             |       0.02
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11457119
    num misses                     |          6
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   74796250
    num misses                     |    2953005
    miss rate                      |      3.95%
    mpki                           |      29.53
  L2 TLB                           |           
    num accesses                   |    2953011
    num misses                     |    1885735
    miss rate                      |     63.86%
    mpki                           |      18.86
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11457119
    num cache misses               |    2189607
    miss rate                      |     19.11%
    mpki                           |      21.90
  Cache L1-D                       |           
    num cache accesses             |   74796250
    num cache misses               |    3435809
    miss rate                      |      4.59%
    mpki                           |      34.36
  Cache L2                         |           
    num cache accesses             |    6776252
    num cache misses               |    5458178
    miss rate                      |     80.55%
    mpki                           |      54.58
  Cache L3                         |           
    num cache accesses             |    6609014
    num cache misses               |    5440950
    miss rate                      |     82.33%
    mpki                           |      54.41
DRAM summary                       |           
  num dram accesses                |   10865516
  average dram access latency (ns) |      51.55
  average dram queueing delay      |       1.54
Coherency Traffic                  |           
  num loads from dram              |    2578754
  num loads from dram cache        |          0
  num loads from remote cache      |          0
