                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      
  Instructions                       |  6183136192 |  1952272663 |   249999989 |  2280947927 |   865111608 |  6045635023 |  5139998490 |  10421532258
  Cycles                             |  7223379121 |  7223379390 |  7223376180 |  7223379189 |  7223381225 |  7223379067 |  7223378210 |   7223378236
  IPC                                |        0.86 |        0.27 |        0.03 |        0.32 |        0.12 |        0.84 |        0.71 |         1.44
  Time (ns)                          |  2407793041 |  2407793130 |  2407792060 |  2407793063 |  2407793742 |  2407793023 |  2407792737 |   2407792746
Branch predictor stats               |             |             |             |             |             |             |             |             
  num correct                        |   352630501 |    17706915 |    43244780 |   122154303 |   118950165 |   278403668 |   775357739 |    694647026
  num incorrect                      |    59674703 |      118574 |    11689069 |     2857125 |    16341622 |     2316417 |    87065812 |    119125759
  misprediction rate                 |      14.47% |       0.67% |      21.28% |       2.29% |      12.08% |       0.83% |      10.10% |       14.64%
  mpki                               |        9.65 |        0.06 |       46.76 |        1.25 |       18.89 |        0.38 |       16.94 |        11.43
TLB Summary                          |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |   694492485 |   172543347 |    23761816 |   228030302 |   151589896 |   462517688 |   822817869 |   1264491068
    num misses                       |          56 |           3 |           3 |          47 |         105 |          43 |       30018 |           18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |         0.00
  D-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |  2904817242 |   531542403 |    88558906 |   790821567 |   403124169 |  3478853341 |  2069247309 |   4394046534
    num misses                       |     1873050 |      949118 |    21159915 |     1220905 |    15690376 |      468149 |    11491756 |     31181452
    miss rate                        |       0.06% |       0.18% |      23.89% |       0.15% |       3.89% |       0.01% |       0.56% |        0.71%
    mpki                             |        0.30 |        0.49 |       84.64 |        0.54 |       18.14 |        0.08 |        2.24 |         2.99
  L2 TLB                             |             |             |             |             |             |             |             |             
    num accesses                     |     1873106 |      949121 |    21159918 |     1220952 |    15690481 |      468192 |    11521774 |     31181470
    num misses                       |      295402 |      948401 |    10898578 |      376336 |     4706273 |      134595 |     1641051 |       238012
    miss rate                        |      15.77% |      99.92% |      51.51% |      30.82% |      29.99% |      28.75% |      14.24% |        0.76%
    mpki                             |        0.05 |        0.49 |       43.59 |        0.16 |        5.44 |        0.02 |        0.32 |         0.02
Cache Summary                        |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |             |             |             
    num cache accesses               |   694492485 |   172543347 |    23761816 |   228030302 |   151589896 |   462517688 |   822817869 |   1264491068
    num cache misses                 |     2106572 |     1340606 |      192686 |      227274 |     3374075 |      424814 |    15807590 |     11708266
    miss rate                        |       0.30% |       0.78% |       0.81% |       0.10% |       2.23% |       0.09% |       1.92% |        0.93%
    mpki                             |        0.34 |        0.69 |        0.77 |        0.10 |        3.90 |        0.07 |        3.08 |         1.12
  Cache L1-D                         |             |             |             |             |             |             |             |             
    num cache accesses               |  2904817242 |   531542403 |    88558906 |   790821567 |   403124169 |  3478853341 |  2069247309 |   4394046534
    num cache misses                 |    17951240 |   100271184 |    28785475 |    28022312 |    23109953 |    32867485 |    19449523 |     21823702
    miss rate                        |       0.62% |      18.86% |      32.50% |       3.54% |       5.73% |       0.94% |       0.94% |        0.50%
    mpki                             |        2.90 |       51.36 |      115.14 |       12.29 |       26.71 |        5.44 |        3.78 |         2.09
  Cache L2                           |             |             |             |             |             |             |             |             
    num cache accesses               |    20109982 |   101611807 |    32782203 |    32450822 |    31691485 |    33398386 |    36142384 |     33862270
    num cache misses                 |    14344609 |    66034769 |    24400579 |    22999758 |    22768950 |    23218877 |    19249739 |      5319761
    miss rate                        |      71.33% |      64.99% |      74.43% |      70.88% |      71.85% |      69.52% |      53.26% |       15.71%
    mpki                             |        2.32 |       33.82 |       97.60 |       10.08 |       26.32 |        3.84 |        3.75 |         0.51
  Cache L3                           |             |             |             |             |             |             |             |             
    num cache accesses               |    14402388 |    66034786 |    28230143 |    27305275 |    27985853 |    23330809 |    20139662 |      5660221
    num cache misses                 |     9968407 |    53330694 |    19223832 |    20460994 |    17368701 |    17019792 |     7615055 |      2650385
    miss rate                        |      69.21% |      80.76% |      68.10% |      74.93% |      62.06% |      72.95% |      37.81% |       46.82%
    mpki                             |        1.61 |       27.32 |       76.90 |        8.97 |       20.08 |        2.82 |        1.48 |         0.25
DRAM summary                         |             |             |             |             |             |             |             |             
  num dram accesses                  |   228071164 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  average dram access latency (ns)   |      263.58 |         inf |         inf |         inf |         inf |         inf |         inf |          inf
  average dram queueing delay        |      153.57 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
