                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   249999973 |   845041083 |  1921468162 |  1538693636 |   931616558 |   726442162 |  1206313229 |  1745840894
  Cycles                             |  1090201438 |  1090203300 |  1090203300 |  1090203300 |  1090203300 |  1090203362 |  1090203485 |  1090203506
  IPC                                |        0.23 |        0.78 |        1.76 |        1.41 |        0.85 |        0.67 |        1.11 |        1.60
  Time (ns)                          |   363400480 |   363401100 |   363401100 |   363401100 |   363401100 |   363401121 |   363401162 |   363401169
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    40600608 |    19165341 |   109954696 |    67624443 |     1216266 |    44146729 |   181967308 |   232640310
  num incorrect                      |     2521753 |      339740 |    18648682 |     3844987 |       20612 |    26568037 |    20423097 |    23526268
  misprediction rate                 |       5.85% |       1.74% |      14.50% |       5.38% |       1.67% |      37.57% |      10.09% |       9.18%
  mpki                               |       10.09 |        0.40 |        9.71 |        2.50 |        0.02 |       36.57 |       16.93 |       13.48
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    41868591 |    76281493 |   216134380 |   146792607 |   106705316 |    86666140 |   193093133 |   261607583
    num misses                       |           4 |           4 |          56 |           8 |           6 |          10 |        7273 |        1166
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    75636447 |   332373519 |   901703784 |   469020835 |   696921241 |   333991164 |   485619838 |   680901959
    num misses                       |       88470 |      168885 |      580499 |      147119 |    25226748 |     2290013 |     2706979 |      209533
    miss rate                        |       0.12% |       0.05% |       0.06% |       0.03% |       3.62% |       0.69% |       0.56% |       0.03%
    mpki                             |        0.35 |        0.20 |        0.30 |        0.10 |       27.08 |        3.15 |        2.24 |        0.12
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       88474 |      168889 |      580555 |      147127 |    25226754 |     2290023 |     2714252 |      210699
    num misses                       |       88474 |       93183 |       91497 |        3865 |    18065127 |     1820453 |      388306 |        6277
    miss rate                        |     100.00% |      55.17% |      15.76% |       2.63% |      71.61% |      79.49% |      14.31% |       2.98%
    mpki                             |        0.35 |        0.11 |        0.05 |        0.00 |       19.39 |        2.51 |        0.32 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    41868591 |    76281493 |   216134380 |   146792607 |   106705316 |    86666140 |   193093133 |   261607583
    num cache misses                 |        7527 |      105288 |      626099 |       43095 |      491373 |       47735 |     3683762 |     5442491
    miss rate                        |       0.02% |       0.14% |       0.29% |       0.03% |       0.46% |       0.06% |       1.91% |       2.08%
    mpki                             |        0.03 |        0.12 |        0.33 |        0.03 |        0.53 |        0.07 |        3.05 |        3.12
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |    75636447 |   332373519 |   901703784 |   469020835 |   696921241 |   333991164 |   485619838 |   680901959
    num cache misses                 |     5663895 |     8374960 |     5521701 |    12592933 |     7683497 |     5161806 |     4547868 |     9318553
    miss rate                        |       7.49% |       2.52% |       0.61% |       2.68% |       1.10% |       1.55% |       0.94% |       1.37%
    mpki                             |       22.66 |        9.91 |        2.87 |        8.18 |        8.25 |        7.11 |        3.77 |        5.34
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7686487 |     8497046 |     6148702 |    12728579 |     8183018 |     5676958 |     8374929 |    14849831
    num cache misses                 |     5671422 |     6131138 |     4315126 |      679459 |     5759591 |     4847292 |     4413333 |      973178
    miss rate                        |      73.78% |      72.16% |      70.18% |       5.34% |      70.38% |      85.39% |      52.70% |       6.55%
    mpki                             |       22.69 |        7.26 |        2.25 |        0.44 |        6.18 |        6.67 |        3.66 |        0.56
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7686487 |     6153897 |     4316129 |      774236 |     5767866 |     5379795 |     4557199 |     1062703
    num cache misses                 |     5645197 |     5907791 |      194092 |      548881 |     5064064 |     1468737 |     1295737 |      691772
    miss rate                        |      73.44% |      96.00% |       4.50% |      70.89% |      87.80% |      27.30% |      28.43% |      65.10%
    mpki                             |       22.58 |        6.99 |        0.10 |        0.36 |        5.44 |        2.02 |        1.07 |        0.40
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    27574283 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      146.28 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       36.27 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      75.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
