                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  2089746714 |  1003166365 |  2135159064 |  1141798115 |  3687853314 |   466032901 |  5737618071 |  3393249183 |  7732563566 |   417000549 |   654436699 |  4102281187 |   249999981 |  1680533450 |  1723368706 |  7003729491
  Cycles                             |  4244331337 |  4244329739 |  4244329716 |  4244329716 |  4244331145 |  4244331250 |  4244329716 |  4244329716 |  4244329721 |  4244330577 |  4244330940 |  4244331154 |  4244273777 |  4244330700 |  4244331573 |  4244329716
  IPC                                |        0.49 |        0.24 |        0.50 |        0.27 |        0.87 |        0.11 |        1.35 |        0.80 |        1.82 |        0.10 |        0.15 |        0.97 |        0.06 |        0.40 |        0.41 |        1.65
  Time (ns)                          |  1414777113 |  1414776580 |  1414776572 |  1414776572 |  1414777049 |  1414777084 |  1414776572 |  1414776572 |  1414776574 |  1414776859 |  1414776980 |  1414777052 |  1414757926 |  1414776900 |  1414777191 |  1414776572
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   127017499 |    34111826 |     2786563 |    70333460 |   210535831 |    64086627 |   253415635 |    63531574 |  1427048087 |    68868913 |    51895150 |   188902124 |    58565837 |    38419027 |   261452888 |   466609196
  num incorrect                      |    76431709 |    15924359 |       47224 |     2497082 |    35636770 |     8807694 |    14379217 |     9609293 |    97351294 |     4386957 |     4261339 |     1570315 |     6500447 |      684168 |    56791203 |    80103986
  misprediction rate                 |      37.57% |      31.83% |       1.67% |       3.43% |      14.48% |      12.08% |       5.37% |      13.14% |       6.39% |       5.99% |       7.59% |       0.82% |       9.99% |       1.75% |      17.85% |      14.65%
  mpki                               |       36.57 |       15.87 |        0.02 |        2.19 |        9.66 |       18.90 |        2.51 |        2.83 |       12.59 |       10.52 |        6.51 |        0.38 |       26.00 |        0.41 |       32.95 |       11.44
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   249403144 |    78565405 |   244559268 |   108595696 |   414387219 |    81631540 |   546394231 |   323167102 |  1267945381 |    69904992 |    54780024 |   313835675 |    21135842 |   150538824 |   238811300 |   849884257
    num misses                       |          10 |           3 |           6 |          22 |          56 |          92 |           8 |         110 |          39 |           4 |          42 |          43 |       17441 |           4 |         357 |          18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   961057289 |   432959800 |  1597254496 |   380019416 |  1731925315 |   217177258 |  1744103769 |  1723053691 |  2520027012 |   127237081 |   180195097 |  2360591859 |    86633855 |   661570660 |   669336698 |  2953437043
    num misses                       |     6595073 |      449453 |    57745916 |     3045840 |     1117433 |     8456385 |      560011 |     3875256 |          23 |      151442 |      889216 |      317627 |     1331690 |      348294 |     3561770 |    21007085
    miss rate                        |       0.69% |       0.10% |       3.62% |       0.80% |       0.06% |       3.89% |       0.03% |       0.22% |       0.00% |       0.12% |       0.49% |       0.01% |       1.54% |       0.05% |       0.53% |       0.71%
    mpki                             |        3.16 |        0.45 |       27.05 |        2.67 |        0.30 |       18.15 |        0.10 |        1.14 |        0.00 |        0.36 |        1.36 |        0.08 |        5.33 |        0.21 |        2.07 |        3.00
