                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   845116475 |   249999981 |   440635845 |  2900780471 |  1992453996 |  1084687971 |  3128228706 |  4341916236
  Cycles                             |  3403106750 |  3403103321 |  3403106701 |  3403106711 |  3403106580 |  3403106688 |  3403106565 |  3403106615
  IPC                                |        0.25 |        0.07 |        0.13 |        0.85 |        0.59 |        0.32 |        0.92 |        1.28
  Time (ns)                          |  1134368917 |  1134367774 |  1134368901 |  1134368904 |  1134368860 |  1134368896 |  1134368855 |  1134368872
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |     7664037 |    58565837 |    73150147 |   443536368 |     2600786 |    66975660 |   144053148 |   349199446
  num incorrect                      |       51320 |     6500447 |     4400563 |   113683133 |       44076 |     2205268 |     1197597 |    58664098
  misprediction rate                 |       0.67% |       9.99% |       5.67% |      20.40% |       1.67% |       3.19% |       0.82% |      14.38%
  mpki                               |        0.06 |       26.00 |        9.99 |       39.19 |        0.02 |        2.03 |        0.38 |       13.51
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    74691950 |    21135842 |    74199839 |   377423290 |   228212604 |   103088947 |   239322472 |   636070045
    num misses                       |           3 |       17441 |           4 |          19 |           6 |          22 |          43 |          65
    miss rate                        |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   230083651 |    86633855 |   133686178 |   976350786 |  1490505364 |   358456693 |  1800080915 |  2081865411
    num misses                       |      410788 |     1331686 |      159834 |     4317351 |    53809122 |     3004596 |      242252 |    11612488
    miss rate                        |       0.18% |       1.54% |       0.12% |       0.44% |       3.61% |       0.84% |       0.01% |       0.56%
    mpki                             |        0.49 |        5.33 |        0.36 |        1.49 |       27.01 |        2.77 |        0.08 |        2.67
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      410791 |     1349127 |      159838 |     4317370 |    53809128 |     3004618 |      242295 |    11612553
    num misses                       |      410479 |     1140463 |      159838 |      904587 |    38416140 |      280551 |       70349 |       74086
    miss rate                        |      99.92% |      84.53% |     100.00% |      20.95% |      71.39% |       9.34% |      29.03% |       0.64%
    mpki                             |        0.49 |        4.56 |        0.36 |        0.31 |       19.28 |        0.26 |        0.02 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    74691950 |    21135842 |    74199839 |   377423290 |   228212604 |   103088947 |   239322472 |   636070045
    num cache misses                 |      580330 |      403356 |       12220 |     1967120 |      962520 |      679732 |      215799 |    21138750
    miss rate                        |       0.78% |       1.91% |       0.02% |       0.52% |       0.42% |       0.66% |       0.09% |       3.32%
    mpki                             |        0.69 |        1.61 |        0.03 |        0.68 |        0.48 |        0.63 |        0.07 |        4.87
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   230083651 |    86633855 |   133686178 |   976350786 |  1490505364 |   358456693 |  1800080915 |  2081865411
    num cache misses                 |    43397213 |     7452624 |    10232241 |     4060989 |    16426827 |    21254451 |    16935007 |    70191118
    miss rate                        |      18.86% |       8.60% |       7.65% |       0.42% |       1.10% |       5.93% |       0.94% |       3.37%
    mpki                             |       51.35 |       29.81 |       23.22 |        1.40 |        8.24 |       19.59 |        5.41 |       16.17
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    43977554 |     7875677 |    13578072 |     6824122 |    17390336 |    23458923 |    17179854 |    91362735
    num cache misses                 |    28624063 |     7527744 |    10244461 |     2768688 |    12169007 |    10171362 |    11864572 |    14460615
    miss rate                        |      65.09% |      95.58% |      75.45% |      40.57% |      69.98% |      43.36% |      69.06% |      15.83%
    mpki                             |       33.87 |       30.11 |       23.25 |        0.95 |        6.11 |        9.38 |        3.79 |        3.33
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    28624074 |     7548016 |    13578072 |     3578909 |    12170262 |    11703207 |    11895593 |    14501146
    num cache misses                 |    26305274 |     7258254 |    10226020 |     1296030 |    10607271 |     5800920 |     7636355 |      720180
    miss rate                        |      91.90% |      96.16% |      75.31% |      36.21% |      87.16% |      49.57% |      64.19% |       4.97%
    mpki                             |       31.13 |       29.03 |       23.21 |        0.45 |        5.32 |        5.35 |        2.44 |        0.17
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   106860613 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      267.27 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      157.26 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
