                                   | Core 0    
  Instructions                     |  249999941
  Cycles                           |  247856522
  IPC                              |       1.01
  Time (ns)                        |   82618841
Branch predictor stats             |           
  num correct                      |   37707678
  num incorrect                    |    4237467
  misprediction rate               |     10.10%
  mpki                             |      16.95
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   40025757
    num misses                     |       1554
    miss rate                      |      0.00%
    mpki                           |       0.01
  D-TLB                            |           
    num accesses                   |  100673480
    num misses                     |     560759
    miss rate                      |      0.56%
    mpki                           |       2.24
  L2 TLB                           |           
    num accesses                   |     562313
    num misses                     |      79985
    miss rate                      |     14.22%
    mpki                           |       0.32
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   40025757
    num cache misses               |     768868
    miss rate                      |      1.92%
    mpki                           |       3.08
  Cache L1-D                       |           
    num cache accesses             |  100673480
    num cache misses               |     945194
    miss rate                      |      0.94%
    mpki                           |       3.78
  Cache L2                         |           
    num cache accesses             |    1797849
    num cache misses               |     991315
    miss rate                      |     55.14%
    mpki                           |       3.97
  Cache L3                         |           
    num cache accesses             |    1075520
    num cache misses               |     695416
    miss rate                      |     64.66%
    mpki                           |       2.78
DRAM summary                       |           
  num dram accesses                |     825052
  average dram access latency (ns) |      69.97
  average dram queueing delay      |       4.95
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
